Name,Address,Description,Longitude,Latitude,TimeStamp,TimeSpan:begin,TimeSpan:end,GettyID
Johannes Kambylis,Hamburg,3063-Johannes_Kambylis,10,53.5833,,2013-03-15,2015-01-01,7003673
Jonas Hock,Regensburg,4022-Jonas_Hock,12.1,49.0167,,2014-07-18,2015-01-01,7013496
Jose Antonio Romero Garnica,Spiekeroog,3753-Jose_Antonio_Romero_Garnica,7.7167,53.7833,,2014-03-04,2015-01-01,1009246
José González,Spiekeroog,3763-Jos_Gonz_lez,7.7167,53.7833,,2014-03-07,2015-01-01,1009246
José Juan Pacheco Ramos ,Palma de Mallorca,3267-Jos_Juan_Pacheco_Ramos,2.6500714,39.5695824,,2013-06-29,2015-01-01,
Josefa Díaz,Langeoog,2859-Josefa_D_az,7.4860135,53.7460094,,2012-11-14,2015-01-01,
Juan Pedro Rojas Pichardo,Saarbrücken,34-Juan_Pedro_Rojas_Pichardo,6.9667,49.25,,2009-12-03,2015-01-01,7004454
Judith Kittler,Bochum,466-Judith_Kittler,7.1833,51.4667,,2010-10-18,2015-01-01,7004904
Judith Kolmstetter,Langeoog,4073-Judith_Kolmstetter,7.4860135,53.7460094,,2014-08-27,2015-01-01,
Judith Stein,Potsdam,800-Judith_Stein,13.0667,52.4,,2010-12-20,2015-01-01,7003728
Julia Anslik,Kiel,279-Julia_Anslik,10.1333,54.3333,,2010-07-17,2015-01-01,7004457
Julia Blandfort,Regensburg,7-Julia_Blandfort,12.1,49.0167,,2009-10-29,2015-01-01,7013496
Julia Borst,Hamburg,1608-Julia_Borst,10,53.5833,,2011-08-31,2015-01-01,7003673
Julia Burkhardt,Leipzig,2525-Julia_Burkhardt,12.4167,51.3333,,2012-06-25,2015-01-01,7012329
Julia Engels,Kiel,1631-Julia_Engels,10.1333,54.3333,,2011-09-08,2015-01-01,7004457
Julia Ilgner,Freiburg,2163-Julia_Ilgner,7.85,48,,2012-03-19,2015-01-01,1003143
Julia Pümpel,Innsbruck,43-Julia_PUempel,11.4,47.2667,,2009-12-03,2015-01-01,7003249
Julia Putsche,Spiekeroog,1715-Julia_Putsche,7.7167,53.7833,,2011-10-06,2015-01-01,1009246
Julia Wittemann,Mannheim,560-Julia_Wittemann,8.4667,49.5,,2010-11-04,2015-01-01,7005179
Julia Wuttig,Spiekeroog,3940-Julia_Wuttig,7.7167,53.7833,,2014-06-04,2015-01-01,1009246
Julia Zwink,Berlin,226-Julia_Zwink,13.4167,52.5333,,2010-06-02,2015-01-01,7003712
Julie  Behrman Ortegon,Langeoog,2317-Julie_Behrman_Ortegon,7.4860135,53.7460094,,2012-05-14,2015-01-01,
Julie Dekens,Zürich,1156-Julie_Dekens,8.55,47.3833,,2011-04-07,2015-01-01,7003765
Julien Bobineau,Würzburg,3768-Julien_Bobineau,9.9333,49.8,,2014-03-10,2015-01-01,7004335
Julius Becker,Berlin,1124-Julius_Becker,13.4167,52.5333,,2011-03-23,2015-01-01,7003712
Julius Erdmann,Potsdam,2985-Julius_Erdmann,13.0667,52.4,,2013-01-22,2015-01-01,7003728
Julius Goldmann,Spiekeroog,3518-Julius_Goldmann,7.7167,53.7833,,2013-10-30,2015-01-01,1009246
Kai Nonnenmacher,Regensburg,3-Kai_Nonnenmacher,12.1,49.0167,,2009-10-29,2015-01-01,7013496
Kamila Meyer,Spiekeroog,90-Kamila_Meyer,7.7167,53.7833,,2010-01-15,2015-01-01,1009246
Karen Forner,Spiekeroog,3960-Karen_Forner,7.7167,53.7833,,2014-06-16,2015-01-01,1009246
Karen Saban,Heidelberg,3415-Karen_Saban,8.7,49.4167,,2013-09-05,2015-01-01,7005177
Karin  Otte,Spiekeroog,3980-Karin_Otte,7.7167,53.7833,,2014-06-24,2015-01-01,1009246
Karla Hahndorf,Spiekeroog,3678-Karla_Hahndorf,7.7167,53.7833,,2014-01-20,2015-01-01,1009246
Karolin Viseneber,Düsseldorf,4011-Karolin_Viseneber,6.7833,51.2167,,2009-12-18,2015-01-01,7004443
Karolin Viseneber,Spiekeroog,62-Karolin_Viseneber,7.7167,53.7833,,2014-07-14,2015-01-01,1009246
Katarina  Rempe,Langeoog,3765-Katarina_Rempe,7.4860135,53.7460094,,2014-03-08,2015-01-01,
Katerina  Nesterenko,Spiekeroog,1871-Katerina_Nesterenko,7.7167,53.7833,,2011-11-26,2015-01-01,1009246
Katharina Einert,Potsdam,3254-Katharina_Einert,13.0667,52.4,,2013-06-25,2015-01-01,7003728
Katharina Franko,München,3923-Katharina_Franko,11.5833,48.1333,,2014-05-26,2015-01-01,7004333
Katharina Funke,Leipzig,2361-Katharina_Funke,12.4167,51.3333,,2012-05-29,2015-01-01,7012329
Katharina Fürholzer,Spiekeroog,3925-Katharina_FUerholzer,7.7167,53.7833,,2014-05-27,2015-01-01,1009246
Katharina Gerhalter,Austria,4032-Katharina_Gerhalter,13.3333,47.3333,,2014-07-28,2015-01-01,1000062
Kathayoun Vaziri,Wien,2016-Kathayoun_Vaziri,16.3667,48.2167,,2012-01-14,2015-01-01,7003321
Katherina Keller-Grein,Kassel,808-Katherina_Keller_Grein,9.3333,51.1667,,2010-12-22,2015-01-01,7005941
Kathrin Decker,Spiekeroog,169-Kathrin_Decker,7.7167,53.7833,,2010-03-27,2015-01-01,1009246
Kathrin Fehringer,Erfurt,1007-Kathrin_Fehringer,11.05,50.9667,,2011-02-10,2015-01-01,7024031
Kathrin Kraller,Regensburg,3932-Kathrin_Kraller,12.1,49.0167,,2014-06-01,2015-01-01,7013496
Katiuscia Solpietro,Spiekeroog,3710-Katiuscia_Solpietro,7.7167,53.7833,,2014-02-18,2015-01-01,1009246
Katja Priebe,Frankfurt am Main,1445-Katja_Priebe,8.662009637,50.1213881,,2011-07-05,2015-01-01,
Katrin Berty,Spiekeroog,4026-Katrin_Berty,7.7167,53.7833,,2014-07-23,2015-01-01,1009246
Katrin Goldenstein,Düsseldorf,273-Katrin_Goldenstein,6.7833,51.2167,,2010-07-15,2015-01-01,7004443
Katrin Piene,Spiekeroog,71-Katrin_Piene,7.7167,53.7833,,2009-12-22,2015-01-01,1009246
Katrin Ziegler,Italy,718-Katrin_Ziegler,12.8333,42.8333,,2010-11-30,2015-01-01,1000080
Kerstin Liesegang,Aachen,260-Kerstin_Liesegang,6.1,50.7667,,2010-07-03,2015-01-01,7004799
Kirsten  Mahlke,Spiekeroog,4046-Kirsten_Mahlke,7.7167,53.7833,,2014-08-04,2015-01-01,1009246
Kristin Mlynek-Theil,Leipzig,3850-Kristin_Mlynek_Theil,12.4167,51.3333,,2014-04-24,2015-01-01,7012329
Kristina  Beck,Spiekeroog,3886-Kristina_Beck,7.7167,53.7833,,2014-05-13,2015-01-01,1009246
Kristina  Mendicino,New Haven,1060-Kristina_Mendicino,-91.2167,38.6,,2011-02-27,2015-01-01,2059864
Lara Willenberg,Spiekeroog,2069-Lara_Willenberg,7.7167,53.7833,,2012-02-02,2015-01-01,1009246
Laura Bally,Langeoog,1841-Laura_Bally,7.4860135,53.7460094,,2011-11-16,2015-01-01,
Laura Linzmeier,Regensburg,3849-Laura_Linzmeier,12.1,49.0167,,2014-04-24,2015-01-01,7013496
Laura Nascimben,Spiekeroog,2655-Laura_Nascimben,7.7167,53.7833,,2012-07-30,2015-01-01,1009246
Laura Rodrigues Nöhles,Spiekeroog,1570-Laura_Rodrigues_NOehles,7.7167,53.7833,,2011-08-18,2015-01-01,1009246
Laura Schmidt,Spiekeroog,2097-Laura_Schmidt,7.7167,53.7833,,2012-02-13,2015-01-01,1009246
Laura Tomassetti,Spiekeroog,3929-Laura_Tomassetti,7.7167,53.7833,,2014-05-28,2015-01-01,1009246
Laura-Maria Thole,Spiekeroog,3899-Laura_Maria_Thole,7.7167,53.7833,,2014-05-16,2015-01-01,1009246
Lea Akkermann,Spiekeroog,3738-Lea_Akkermann,7.7167,53.7833,,2014-03-02,2015-01-01,1009246
Leda Marana Bim,Hamburg,2096-Leda_Marana_Bim,10,53.5833,,2012-02-13,2015-01-01,7003673
Lejla Halilovic,Wien,1649-Lejla_Halilovic,16.3667,48.2167,,2011-09-13,2015-01-01,7003321
Leonie  Herbers,Berlin,1192-Leonie_Herbers,13.4167,52.5333,,2011-04-20,2015-01-01,7003712
Leonie Meyer-Krentler,Potsdam,3383-Leonie_Meyer_Krentler,13.0667,52.4,,2013-08-16,2015-01-01,7003728
Leticia Juliá,Spiekeroog,2013-Leticia_Juli_,7.7167,53.7833,,2012-01-13,2015-01-01,1009246
Lidia Molina,Aachen,3898-Lidia_Molina,6.1,50.7667,,2014-05-16,2015-01-01,7004799
Lisa Gronwald,Langeoog,1692-Lisa_Gronwald,7.4860135,53.7460094,,2011-09-29,2015-01-01,
Lisa Zeller,Mainz,1199-Lisa_Zeller,8.2667,50,,2011-04-21,2015-01-01,7004449
Lisa Zeller,Mainz,3688-Lisa_Zeller,8.2667,50,,2014-01-27,2015-01-01,7004449
Livia Meneghello,Brasil,123-Livia_Meneghello,-55,-10,,2010-02-08,2015-01-01,1000047
Louis Malz,Spiekeroog,157-Louis_Malz,7.7167,53.7833,,2010-03-10,2015-01-01,1009246
Louise Dietrich,Spiekeroog,207-Louise_Dietrich,7.7167,53.7833,,2010-05-17,2015-01-01,1009246
Luis Eduardo Pérez Peralta,Zürich,3167-Luis_Eduardo_P_rez_Peralta,8.55,47.3833,,2013-05-13,2015-01-01,7003765
Lukas Schaefer,Spiekeroog,4082-Lukas_Schaefer,7.7167,53.7833,,2014-09-10,2015-01-01,1009246
Luminita Trasca,Freiburg,2990-Luminita_Trasca,7.85,48,,2013-01-27,2015-01-01,1003143
Lydia Kaisee,Spiekeroog,2804-Lydia_Kaisee,7.7167,53.7833,,2012-10-21,2015-01-01,1009246
M Butzheinen,Langeoog,3982-M_Butzheinen,7.4860135,53.7460094,,2014-06-26,2015-01-01,
Madalena Simões,Hamburg,2040-Madalena_Sim_es,10,53.5833,,2012-01-21,2015-01-01,7003673
Madalina Simona  Schwarz,Langeoog,3164-Madalina_Simona_Schwarz,7.4860135,53.7460094,,2013-05-10,2015-01-01,
Magdeleine CLO,Spiekeroog,3798-Magdeleine_CLO,7.7167,53.7833,,2014-03-24,2015-01-01,1009246
Maite Martín G.,Langeoog,1328-Maite_Mart_n_G_,7.4860135,53.7460094,,2011-06-01,2015-01-01,
Manuel Mühlbacher,München,4016-Manuel_MUehlbacher,11.5833,48.1333,,2014-07-16,2015-01-01,7004333
Manuel Parodi Muñoz,Berlin,3546-Manuel_Parodi_Mu_oz,13.4167,52.5333,,2013-11-08,2015-01-01,7003712
Manuela Franke,Siegen,70-Manuela_Franke,8.0333,50.8667,,2009-12-21,2015-01-01,7012712
Mara Persello,Spiekeroog,3724-Mara_Persello,7.7167,53.7833,,2014-02-28,2015-01-01,1009246
Marco Albanese,Spiekeroog,3745-Marco_Albanese,7.7167,53.7833,,2014-03-03,2015-01-01,1009246
Marcos Zampieri,Köln,3681-Marcos_Zampieri,6.95,50.9333,,2014-01-23,2015-01-01,7004446
Marggie Victoria Monsalve,Frankfurt am Main,4050-Marggie_Victoria_Monsalve,8.662009637,50.1213881,,2014-08-06,2015-01-01,
Maria Amelina,Frankfurt am Main,1018-Maria_Amelina,8.662009637,50.1213881,,2011-02-13,2015-01-01,
María Arribas,Langeoog,2603-Mar_a_Arribas,7.4860135,53.7460094,,2012-07-05,2015-01-01,
María del Carmen Luis Gironés,Bad Hersfeld,4072-Mar_a_del_Carmen_Luis_Giron_s,9.7167,50.8833,,2014-08-27,2015-01-01,7012967
María Isabel Hernández del Rincón,Langeoog,3725-Mar_a_Isabel_Hern_ndez_del_Rinc_n,7.4860135,53.7460094,,2014-02-28,2015-01-01,
Maria Manderfeld,Tübingen,1709-Maria_Manderfeld,9.75,48.5,,2011-10-05,2015-01-01,1003267
María Pilar Himmelsbach (geb. Aspe Zamora),Spiekeroog,3758-Mar_a_Pilar_Himmelsbach_geb_Aspe_Zamora_,7.7167,53.7833,,2014-03-06,2015-01-01,1009246
Maria Piovesana,Bochum,1441-Maria_Piovesana,7.1833,51.4667,,2011-07-04,2015-01-01,7004904
María Pliar Himmelsbach,Freiburg,3509-Mar_a_Pliar_Himmelsbach,7.85,48,,2013-10-23,2015-01-01,1003143
Maria Zannini,Spiekeroog,3993-Maria_Zannini,7.7167,53.7833,,2014-07-02,2015-01-01,1009246
Mariana Eva Perez,Konstanz,3928-Mariana_Eva_Perez,9.1667,47.6667,,2014-05-28,2015-01-01,7005174
Mariano Dharandas Mendez,Spiekeroog,2267-Mariano_Dharandas_Mendez,7.7167,53.7833,,2012-04-24,2015-01-01,1009246
Marie GABORIAUD,Spiekeroog,3774-Marie_GABORIAUD,7.7167,53.7833,,2014-03-12,2015-01-01,1009246
Marie Schröer,Spiekeroog,4078-Marie_SchrOeer,7.7167,53.7833,,2014-09-01,2015-01-01,1009246
Marie Skrovec,Orléans,2898-Marie_Skrovec,1.9,47.9,,2012-12-03,2015-01-01,7008337
Marie-Clémence Régnier,Spiekeroog,3874-Marie_Cl_mence_R_gnier,7.7167,53.7833,,2014-05-07,2015-01-01,1009246
Marie-Therese Mäder,Halle an der Saale,2995-Marie_Therese_MAeder,12.0058500694,51.49571545,,2013-01-31,2015-01-01,
Mariela Ferrari,Spiekeroog,28-Mariela_Ferrari,7.7167,53.7833,,2009-12-02,2015-01-01,1009246
Marina-Rafaela Buch,Mainz,3568-Marina_Rafaela_Buch,8.2667,50,,2013-11-18,2015-01-01,7004449
Mario Schimanski,Langeoog,3414-Mario_Schimanski,7.4860135,53.7460094,,2013-09-04,2015-01-01,
Mario Willersinn,Freiburg,15-Mario_Willersinn,7.85,48,,2009-11-12,2015-01-01,1003143
Mark Klingenberger,Essen,2764-Mark_Klingenberger,4.4667,51.4667,,2012-09-25,2015-01-01,1026416
Markus Breitbarth,Göttingen,3029-Markus_Breitbarth,9.95,51.5333,,2013-02-18,2015-01-01,7005246
Markus Ising,Tübingen,73-Markus_Ising,9.75,48.5,,2009-12-23,2015-01-01,1003267
Marlena Teitge,Bremen,3749-Marlena_Teitge,8.8,53.0833,,2014-03-04,2015-01-01,7005286
Marlyse Salvignol,Ulm,88-Marlyse_Salvignol,10,48.4,,2010-01-12,2015-01-01,7005187
Martin Bauch,Chemnitz,614-Martin_Bauch,,,,2010-11-12,2015-01-01,1122727
Martin Lange,Spiekeroog,3994-Martin_Lange,7.7167,53.7833,,2014-07-03,2015-01-01,1009246
Martina Albrich,Innsbruck,1619-Martina_Albrich,11.4,47.2667,,2011-09-05,2015-01-01,7003249
Martina Mohr,Spiekeroog,4081-Martina_Mohr,7.7167,53.7833,,2014-09-08,2015-01-01,1009246
Martina Urioste-Buschmann,Hannover,2691-Martina_Urioste_Buschmann,9.7333,52.4,,2012-08-15,2015-01-01,7013260
Martine Kowalski-Bellet,Eichstätt,3858-Martine_Kowalski_Bellet,11.2167,48.9,,2014-04-27,2015-01-01,7004613
Massimo Pizzingrilli,Osnabrück,1153-Massimo_Pizzingrilli,8.05,52.2833,,2011-04-05,2015-01-01,7005252
Matthias  Raab,Barcelona,215-Matthias_Raab,2.1667,41.4167,,2010-05-26,2015-01-01,7007426
Matthias Wolny,Spiekeroog,3951-Matthias_Wolny,7.7167,53.7833,,2014-06-10,2015-01-01,1009246
Maude  Fagot,Spiekeroog,3936-Maude_Fagot,7.7167,53.7833,,2014-06-03,2015-01-01,1009246
Maureen Grönke,Langeoog,1885-Maureen_GrOenke,7.4860135,53.7460094,,2011-12-02,2015-01-01,
Maurella Carbone,Frankfurt am Main,2009-Maurella_Carbone,8.662009637,50.1213881,,2012-01-13,2015-01-01,
Melani Estévez,Spiekeroog,4029-Melani_Est_vez,7.7167,53.7833,,2014-07-25,2015-01-01,1009246
Melanie Kunkel,Rome,1246-Melanie_Kunkel,12.5,41.8833,,2011-05-06,2015-01-01,7000874
Melanie Scheid,Spiekeroog,3720-Melanie_Scheid,7.7167,53.7833,,2014-02-26,2015-01-01,1009246
Melanie Uth,Köln,3672-Melanie_Uth,6.95,50.9333,,2014-01-14,2015-01-01,7004446
Mercè Balaguer Jardí,Spiekeroog,3969-Merc_Balaguer_Jard_,7.7167,53.7833,,2014-06-19,2015-01-01,1009246
Meryem Icin,Spiekeroog,3817-Meryem_Icin,7.7167,53.7833,,2014-04-04,2015-01-01,1009246
Michael Gebhard,Mannheim,145-Michael_Gebhard,8.4667,49.5,,2010-02-28,2015-01-01,7005179
Michaela Fischer,Graz,1898-Michaela_Fischer,15.3667,47.0833,,2011-12-07,2015-01-01,7003097
Michele Oum,Berlin,1415-Michele_Oum,13.4167,52.5333,,2011-06-24,2015-01-01,7003712
Michèle Vallenthini,Halle,2531-Mich_le_Vallenthini,8.3667,52.0667,,2012-06-25,2015-01-01,1136917
Milan Herold,Bonn,1812-Milan_Herold,7.1,50.7333,,2011-11-09,2015-01-01,7005090
Minerva  Peinador Pérez,Graz,1604-Minerva_Peinador_P_rez,15.3667,47.0833,,2011-08-29,2015-01-01,7003097
Mira Becker,Berlin,3977-Mira_Becker,13.4167,52.5333,,2014-06-24,2015-01-01,7003712
Miriam Marlo,Luxemburg,1635-Miriam_Marlo,6.1667,49.75,,2011-09-08,2015-01-01,7003514
Miriam Wittum,Spiekeroog,1795-Miriam_Wittum,7.7167,53.7833,,2011-11-03,2015-01-01,1009246
Mirjam  Leuzinger,Bern,1901-Mirjam_Leuzinger,7.4333,46.95,,2011-12-08,2015-01-01,7007557
Mischa G. Hendel,Wien,1679-Mischa_G_Hendel,16.3667,48.2167,,2011-09-23,2015-01-01,7003321
Mona Neumeier,München,3876-Mona_Neumeier,11.5833,48.1333,,2014-05-08,2015-01-01,7004333
Monia Dal Checco,Spiekeroog,2791-Monia_Dal_Checco,7.7167,53.7833,,2012-10-16,2015-01-01,1009246
Mónica  Martín Álvarez ,Spiekeroog,3613-M_nica_Mart_n_lvarez_,7.7167,53.7833,,2013-12-05,2015-01-01,1009246
Myriam Fagnon-Ruehlmann,München,3726-Myriam_Fagnon_Ruehlmann,11.5833,48.1333,,2014-03-01,2015-01-01,7004333
Nadine  Mahnke,Hamburg,553-Nadine_Mahnke,10,53.5833,,2010-11-02,2015-01-01,7003673
Nadine Alexander,Langeoog,1589-Nadine_Alexander,7.4860135,53.7460094,,2011-08-24,2015-01-01,
Nadine Haas,Hamburg,30-Nadine_Haas,10,53.5833,,2009-12-02,2015-01-01,7003673
Natalia Pérez de Herrasti,Göttingen,2143-Natalia_P_rez_de_Herrasti,9.95,51.5333,,2012-03-11,2015-01-01,7005246
Nathalie Crombée,Spiekeroog,3877-Nathalie_Cromb_e,7.7167,53.7833,,2014-05-08,2015-01-01,1009246
Neele Meyer,München,3771-Neele_Meyer,11.5833,48.1333,,2014-03-11,2015-01-01,7004333
Neuere Publikationen:,Leipzig,839-Alfonso_de_Toro,12.4167,51.3333,,2010-12-30,2015-01-01,7012329
Nicholas Catasso,Spiekeroog,4025-Nicholas_Catasso,7.7167,53.7833,,2014-07-22,2015-01-01,1009246
Nicholas Williams,Saarbrücken,1513-Nicholas_Williams,6.9667,49.25,,2011-07-29,2015-01-01,7004454
Nico Balzarin,Spiekeroog,1540-Nico_Balzarin,7.7167,53.7833,,2011-08-06,2015-01-01,1009246
Nicola Biskup-Breitenfeld,Spiekeroog,3990-Nicola_Biskup_Breitenfeld,7.7167,53.7833,,2014-07-01,2015-01-01,1009246
Niklas Gutjahr,Düsseldorf,3011-Niklas_Gutjahr,6.7833,51.2167,,2013-02-07,2015-01-01,7004443
Nina  Henseleit,Spiekeroog,717-Nina_Henseleit,7.7167,53.7833,,2010-11-30,2015-01-01,1009246
Nina Hahne,Spiekeroog,3937-Nina_Hahne,7.7167,53.7833,,2014-06-03,2015-01-01,1009246
Ninon Franziska Thiem,Erfurt,12-Ninon_Franziska_Thiem,11.05,50.9667,,2009-11-01,2015-01-01,7024031
Noémie Chardonnens,Lausanne,2435-No_mie_Chardonnens,6.65,46.5333,,2012-06-13,2015-01-01,7007299
Olaf Gaudig,Berlin,3943-Olaf_Gaudig,13.4167,52.5333,,2014-06-06,2015-01-01,7003712
Olivier Moliner,Berlin,116-Olivier_Moliner,13.4167,52.5333,,2010-02-01,2015-01-01,7003712
Orlando Valenzuela,Spiekeroog,3620-Orlando_Valenzuela,7.7167,53.7833,,2013-12-09,2015-01-01,1009246
Ornella Fendt,München,3997-Ornella_Fendt,11.5833,48.1333,,2014-07-05,2015-01-01,7004333
Orsolya Thorday,Berlin,1035-Orsolya_Thorday,13.4167,52.5333,,2011-02-18,2015-01-01,7003712
Osvaldo Calle Quiñonez,Spiekeroog,3973-Osvaldo_Calle_Qui_onez,7.7167,53.7833,,2014-06-22,2015-01-01,1009246
Ouifaq Benkiran,Spiekeroog,1391-Ouifaq_Benkiran,7.7167,53.7833,,2011-06-17,2015-01-01,1009246
Ousmane Somah,Spiekeroog,3864-Ousmane_Somah,7.7167,53.7833,,2014-05-01,2015-01-01,1009246
Paola Digregorio,Spiekeroog,3754-Paola_Digregorio,7.7167,53.7833,,2014-03-04,2015-01-01,1009246
Paolo Ferrone,Langeoog,147-Paolo_Ferrone,7.4860135,53.7460094,,2010-03-02,2015-01-01,
Paqui Poquet,Spiekeroog,3750-Paqui_Poquet,7.7167,53.7833,,2014-03-04,2015-01-01,1009246
Pascale Roure,Spiekeroog,930-Pascale_Roure,7.7167,53.7833,,2011-01-22,2015-01-01,1009246
Patricia Duquenet-Krämer,Spiekeroog,4055-Patricia_Duquenet_KrAemer,7.7167,53.7833,,2014-08-13,2015-01-01,1009246
Patricia Winkler,Spiekeroog,3538-Patricia_Winkler,7.7167,53.7833,,2013-11-07,2015-01-01,1009246
Patrick Heinzer,Spiekeroog,1875-Patrick_Heinzer,7.7167,53.7833,,2011-11-28,2015-01-01,1009246
Paul Sutermeister,Zürich,2111-Paul_Sutermeister,8.55,47.3833,,2012-02-18,2015-01-01,7003765
Paula Valeria Fernández Blanco ,Erfurt,3779-Paula_Valeria_Fern_ndez_Blanco ,11.05,50.9667,,2014-03-14,2015-01-01,7024031
Pauline Moret-Jankus,Durham,3722-Pauline_Moret_Jankus,-1.5667,54.7833,,2014-02-28,2015-01-01,7010027
Paz Huete Iglesias,Spiekeroog,3840-Paz_Huete_Iglesias,7.7167,53.7833,,2014-04-15,2015-01-01,1009246
PD Dr. Adrian La Salvia,Spiekeroog,3995-Adrian_La_Salvia,7.7167,53.7833,,2014-07-04,2015-01-01,1009246
PD Dr. Ana Monica Fonseca,Lisboa,2059-Ana_Monica_Fonseca,-9.1333,38.7333,,2012-01-30,2015-01-01,7010978
PD Dr. Anita Traninger,Berlin,2781-Anita_Traninger,13.4167,52.5333,,2012-10-10,2015-01-01,7003712
PD Dr. Anja Overbeck,Göttingen,288-Anja_Overbeck,9.95,51.5333,,2010-07-26,2015-01-01,7005246
PD Dr. Anja Overbeck,Göttingen,3413-Anja_Overbeck,9.95,51.5333,,2013-09-04,2015-01-01,7005246
PD Dr. Annette  Endruschat,Regensburg,77-Annette_Endruschat,12.1,49.0167,,2010-01-03,2015-01-01,7013496
PD Dr. Annette Keilhauer,Erlangen,230-Annette_Keilhauer,11.0333,49.6,,2010-06-06,2015-01-01,7004332
PD Dr. Aurelia Merlan,München,265-Aurelia_Merlan,11.5833,48.1333,,2010-07-06,2015-01-01,7004333
PD Dr. Bettina  Full,Bamberg,1359-Bettina_Full,10.9,49.9,,2011-06-08,2015-01-01,7004325
PD Dr. Bettina Lindorfer,Berlin,2076-Bettina_Lindorfer,13.4167,52.5333,,2012-02-03,2015-01-01,7003712
PD Dr. Caroline  Lüderssen,Heidelberg,3822-Caroline_LUederssen,8.7,49.4167,,2014-04-07,2015-01-01,7005177
PD Dr. Caroline Lüderssen,Heidelberg,1443-Caroline_LUederssen,8.7,49.4167,,2011-07-05,2015-01-01,7005177
PD Dr. Christian Rivoletti,Erlangen,1468-Christian_Rivoletti,11.0333,49.6,,2011-07-12,2015-01-01,7004332
PD Dr. Christiane Maaß,Hildesheim,786-Christiane_Maass,9.9667,52.15,,2010-12-17,2015-01-01,7005248
PD Dr. Claudia  Jünke,Bonn,2133-Claudia_JUenke,7.1,50.7333,,2012-03-02,2015-01-01,7005090
PD Dr. Cordula Neis,Spiekeroog,3942-Cordula_Neis,7.7167,53.7833,,2014-06-05,2015-01-01,1009246
PD Dr. Edi Zollinger,Spiekeroog,3079-Edi_Zollinger,7.7167,53.7833,,2013-03-21,2015-01-01,1009246
PD Dr. Eva-Maria Güida,Spiekeroog,3843-Eva_Maria_GUeida,7.7167,53.7833,,2014-04-17,2015-01-01,1009246
PD Dr. Gabriele Birken-Silverman,Mannheim,121-Gabriele_Birken_Silverman,8.4667,49.5,,2010-02-05,2015-01-01,7005179
PD Dr. Gerhild Fuchs,Innsbruck,1582-Gerhild_Fuchs,11.4,47.2667,,2011-08-22,2015-01-01,7003249
PD Dr. Gernot Kamecke,Berlin,2960-Gernot_Kamecke,13.4167,52.5333,,2013-01-04,2015-01-01,7003712
PD Dr. Giovanna D'Aniello,Bari,3030-Giovanna_D_Aniello,16.8667,41.1167,,2013-02-18,2015-01-01,7004101
PD Dr. Grazia Dolores Folliero-Metz,Langeoog,4033-Grazia_Dolores_Folliero_Metz,7.4860135,53.7460094,,2014-07-29,2015-01-01,
PD Dr. Grazia Martino ,Trinitapoli,1845-Grazia_Martino ,16.1,41.3667,,2011-11-17,2015-01-01,1047215
PD Dr. Henning Teschke,Augsburg,514-Henning_Teschke,10.9,48.35,,2010-10-26,2015-01-01,7004324
PD Dr. Hubert Pöppel,Regensburg,2858-Hubert_POeppel,12.1,49.0167,,2012-11-14,2015-01-01,7013496
PD Dr. Jutta Weiser,Mannheim,573-Jutta_Weiser,8.4667,49.5,,2010-11-06,2015-01-01,7005179
PD Dr. Karin Becker,Münster,1900-Karin_Becker,7.6167,51.9667,,2011-12-07,2015-01-01,1002616
PD Dr. Kirsten von Hagen,Bonn,2676-Kirsten_von_Hagen,7.1,50.7333,,2012-08-06,2015-01-01,7005090
PD Dr. Kristin Reinke,Mainz,8-Kristin_Reinke,8.2667,50,,2009-10-29,2015-01-01,7004449
PD Dr. Lars Schneider,München,4-Lars_Schneider,11.5833,48.1333,,2009-10-28,2015-01-01,7004333
PD Dr. Ludger Scherer,Bonn,3510-Ludger_Scherer,7.1,50.7333,,2013-10-24,2015-01-01,7005090
PD Dr. Lydia  Bauer,Potsdam,3689-Lydia_Bauer,13.0667,52.4,,2014-01-27,2015-01-01,7003728
PD Dr. Margit Thir,Wien,1185-Margit_Thir,16.3667,48.2167,,2011-04-19,2015-01-01,7003321
PD Dr. Margot Brink,Berlin,1776-Margot_Brink,13.4167,52.5333,,2011-10-28,2015-01-01,7003712
PD Dr. Marianna Franchi,Pisa,1238-Marianna_Franchi,10.4,43.7167,,2011-05-05,2015-01-01,7006082
PD Dr. Natascha Ueckmann,Bremen,3067-Natascha_Ueckmann,8.8,53.0833,,2013-03-16,2015-01-01,7005286
PD Dr. Niklas Bender,Koblenz,1856-Niklas_Bender,8.2333,47.6167,,2011-11-21,2015-01-01,7007549
PD Dr. Novella Di Nunzio,Langeoog,3186-Novella_Di_Nunzio,7.4860135,53.7460094,,2013-05-22,2015-01-01,
PD Dr. Patrick O. Steinkrüger,Berlin,4027-Patrick_O_SteinkrUeger,13.4167,52.5333,,2014-07-24,2015-01-01,7003712
PD Dr. Paul Gévaudan,Tübingen,100-Paul_G_vaudan,9.75,48.5,,2010-01-22,2015-01-01,1003267
PD Dr. Philipp Burdy,Bamberg,3266-Philipp_Burdy,10.9,49.9,,2013-06-28,2015-01-01,7004325
PD Dr. Santa Ferretti,Spiekeroog,4064-Santa_Ferretti,7.7167,53.7833,,2014-08-20,2015-01-01,1009246
