Name,Address,Description,Longitude,Latitude,TimeStamp,TimeSpan:begin,TimeSpan:end,GettyID
Dr. Isabelle Baugé,Spiekeroog,"<a href=""http://www.romanistik.de/pers/3727"">Dr. Isabelle Baugé</a>",7.7167,53.7833,,2014-03-01,2015-01-01,1009246
Dr. Ivana Lalli Pacelat,Pula,"<a href=""http://www.romanistik.de/pers/38"">Dr. Ivana Lalli Pacelat</a>",13.8667,44.8667,,2009-12-03,2015-01-01,7015562
Dr. Janka  Wunderlich,Spiekeroog,"<a href=""http://www.romanistik.de/pers/4028"">Dr. Janka  Wunderlich</a>",7.7167,53.7833,,2014-07-24,2015-01-01,1009246
Dr. Javier Navarro,Hamburg,"<a href=""http://www.romanistik.de/pers/3420"">Dr. Javier Navarro</a>",10,53.5833,,2013-09-08,2015-01-01,7003673
Dr. Jeanne Ruffing,Saarbrücken,"<a href=""http://www.romanistik.de/pers/3628"">Dr. Jeanne Ruffing</a>",6.9667,49.25,,2013-12-11,2015-01-01,7004454
Dr. Jens Metz,Greifswald,"<a href=""http://www.romanistik.de/pers/197"">Dr. Jens Metz</a>",13.3833,54.0833,,2010-05-09,2015-01-01,7004725
Dr. Joaquin Ruano,Spiekeroog,"<a href=""http://www.romanistik.de/pers/3172"">Dr. Joaquin Ruano</a>",7.7167,53.7833,,2013-05-15,2015-01-01,1009246
Dr. Jochen Strathmann,Frankfurt am Main,"<a href=""http://www.romanistik.de/pers/199"">Dr. Jochen Strathmann</a>",8.662009637,50.1213881,,2010-05-14,2015-01-01,
Dr. Johanna  Wolf,Salzburg,"<a href=""http://www.romanistik.de/pers/3642"">Dr. Johanna  Wolf</a>",13.05,47.8,,2013-12-19,2015-01-01,7003256
Dr. Johanne Mohs,Bern,"<a href=""http://www.romanistik.de/pers/3600"">Dr. Johanne Mohs</a>",7.4333,46.95,,2013-12-02,2015-01-01,7007557
Dr. José Carlos  Huisa Téllez,Mainz,"<a href=""http://www.romanistik.de/pers/3781"">Dr. José Carlos  Huisa Téllez</a>",8.2667,50,,2014-03-16,2015-01-01,7004449
Dr. Josephine Mulumba,Spiekeroog,"<a href=""http://www.romanistik.de/pers/3513"">Dr. Josephine Mulumba</a>",7.7167,53.7833,,2013-10-26,2015-01-01,1009246
Dr. Juan José Vélez,Spiekeroog,"<a href=""http://www.romanistik.de/pers/2899"">Dr. Juan José Vélez</a>",7.7167,53.7833,,2012-12-06,2015-01-01,1009246
Dr. Julia Pröll,Innsbruck,"<a href=""http://www.romanistik.de/pers/1651"">Dr. Julia Pröll</a>",11.4,47.2667,,2011-09-14,2015-01-01,7003249
Dr. Juliana  Perez,São Paulo ,"<a href=""http://www.romanistik.de/pers/280"">Dr. Juliana  Perez</a>",-46.65,-23.55,,2010-07-17,2015-01-01,7017121
Dr. Juliane Blank,Spiekeroog,"<a href=""http://www.romanistik.de/pers/3915"">Dr. Juliane Blank</a>",7.7167,53.7833,,2014-05-23,2015-01-01,1009246
Dr. Juliane Tauchnitz,Leipzig,"<a href=""http://www.romanistik.de/pers/3705"">Dr. Juliane Tauchnitz</a>",12.4167,51.3333,,2014-02-11,2015-01-01,7012329
Dr. Julie Sentis,Paris,"<a href=""http://www.romanistik.de/pers/3627"">Dr. Julie Sentis</a>",2.3333,48.8667,,2013-12-11,2015-01-01,7008038
Dr. Jutta Fortin,Wien,"<a href=""http://www.romanistik.de/pers/3016"">Dr. Jutta Fortin</a>",16.3667,48.2167,,2013-02-11,2015-01-01,7003321
Dr. Karen Struve,Bremen,"<a href=""http://www.romanistik.de/pers/20"">Dr. Karen Struve</a>",8.8,53.0833,,2009-12-01,2015-01-01,7005286
Dr. Karin Hilpold,Spiekeroog,"<a href=""http://www.romanistik.de/pers/109"">Dr. Karin Hilpold</a>",7.7167,53.7833,,2010-01-25,2015-01-01,1009246
Dr. Karin Peters,Spiekeroog,"<a href=""http://www.romanistik.de/pers/3909"">Dr. Karin Peters</a>",7.7167,53.7833,,2014-05-20,2015-01-01,1009246
Dr. Karl Philipp Ellerbrock,Spiekeroog,"<a href=""http://www.romanistik.de/pers/3713"">Dr. Karl Philipp Ellerbrock</a>",7.7167,53.7833,,2014-02-20,2015-01-01,1009246
Dr. Karl-Heinz Röntgen,Spiekeroog,"<a href=""http://www.romanistik.de/pers/3784"">Dr. Karl-Heinz Röntgen</a>",7.7167,53.7833,,2014-03-17,2015-01-01,1009246
Dr. Katharina Wieland,Berlin,"<a href=""http://www.romanistik.de/pers/165"">Dr. Katharina Wieland</a>",13.4167,52.5333,,2010-03-17,2015-01-01,7003712
Dr. Kathrina Reschka,Frankfurt am Main,"<a href=""http://www.romanistik.de/pers/2959"">Dr. Kathrina Reschka</a>",8.662009637,50.1213881,,2013-01-04,2015-01-01,
Dr. Katrin  Pfadenhauer,Bayreuth,"<a href=""http://www.romanistik.de/pers/876"">Dr. Katrin  Pfadenhauer</a>",11.5833,49.45,,2011-01-10,2015-01-01,7004326
Dr. Katrin  Schmeissner,Chemnitz,"<a href=""http://www.romanistik.de/pers/589"">Dr. Katrin  Schmeissner</a>",,,,2010-11-08,2015-01-01,1122727
Dr. Katrin Dennerlein,Spiekeroog,"<a href=""http://www.romanistik.de/pers/4023"">Dr. Katrin Dennerlein</a>",7.7167,53.7833,,2014-07-18,2015-01-01,1009246
Dr. Katrin Hedwig,Aachen,"<a href=""http://www.romanistik.de/pers/3528"">Dr. Katrin Hedwig</a>",6.1,50.7667,,2013-11-02,2015-01-01,7004799
Dr. Katrin Pfadenhauer,Bamberg,"<a href=""http://www.romanistik.de/pers/1973"">Dr. Katrin Pfadenhauer</a>",10.9,49.9,,2011-12-29,2015-01-01,7004325
Dr. Kim Schulte ,Castellón,"<a href=""http://www.romanistik.de/pers/3667"">Dr. Kim Schulte</a>",-0.1667,40.1667,,2014-01-09,2015-01-01,7002815
Dr. Klaus Hockenjos,Spiekeroog,"<a href=""http://www.romanistik.de/pers/211"">Dr. Klaus Hockenjos</a>",7.7167,53.7833,,2010-05-20,2015-01-01,1009246
Dr. Konstanze Baron,Spiekeroog,"<a href=""http://www.romanistik.de/pers/3887"">Dr. Konstanze Baron</a>",7.7167,53.7833,,2014-05-13,2015-01-01,1009246
Dr. Kristin Eichhorn,Spiekeroog,"<a href=""http://www.romanistik.de/pers/3931"">Dr. Kristin Eichhorn</a>",7.7167,53.7833,,2014-05-30,2015-01-01,1009246
Dr. Kristin Reichel,Halle an der Saale,"<a href=""http://www.romanistik.de/pers/2535"">Dr. Kristin Reichel</a>",12.0058500694,51.49571545,,2012-06-26,2015-01-01,
Dr. Kristina  Jungmann,Graz,"<a href=""http://www.romanistik.de/pers/257"">Dr. Kristina  Jungmann</a>",15.3667,47.0833,,2010-06-29,2015-01-01,7003097
Dr. Laia Arnaus Gil,Wuppertal,"<a href=""http://www.romanistik.de/pers/2988"">Dr. Laia Arnaus Gil</a>",7.1833,51.2667,,2013-01-24,2015-01-01,7004943
Dr. Laura  Campanale,Spiekeroog,"<a href=""http://www.romanistik.de/pers/3868"">Dr. Laura  Campanale</a>",7.7167,53.7833,,2014-05-05,2015-01-01,1009246
Dr. Laura Biella,Heidelberg,"<a href=""http://www.romanistik.de/pers/3811"">Dr. Laura Biella</a>",8.7,49.4167,,2014-03-31,2015-01-01,7005177
Dr. Laura De Simone,Madrid,"<a href=""http://www.romanistik.de/pers/1099"">Dr. Laura De Simone</a>",-3.6833,40.4,,2011-03-14,2015-01-01,7010420
Dr. Laura Morgenthaler,Osnabrück,"<a href=""http://www.romanistik.de/pers/3625"">Dr. Laura Morgenthaler</a>",8.05,52.2833,,2013-12-11,2015-01-01,7005252
Dr. Laura Sergo,Saarbrücken,"<a href=""http://www.romanistik.de/pers/3374"">Dr. Laura Sergo</a>",6.9667,49.25,,2013-08-12,2015-01-01,7004454
Dr. Laurentius Pop,Heidelberg,"<a href=""http://www.romanistik.de/pers/1876"">Dr. Laurentius Pop</a>",8.7,49.4167,,2011-11-28,2015-01-01,7005177
Dr. Lidia Cámara,Langeoog,"<a href=""http://www.romanistik.de/pers/1025"">Dr. Lidia Cámara</a>",7.4860135,53.7460094,,2011-02-16,2015-01-01,
Dr. Liliana Gómez,Halle an der Saale,"<a href=""http://www.romanistik.de/pers/857"">Dr. Liliana Gómez</a>",12.0058500694,51.49571545,,2011-01-05,2015-01-01,
Dr. Luca Laurenti Di Biasio,Bolzano,"<a href=""http://www.romanistik.de/pers/432"">Dr. Luca Laurenti Di Biasio</a>",11.3667,46.5167,,2010-10-11,2015-01-01,7004967
Dr. Luca Melchior,Graz,"<a href=""http://www.romanistik.de/pers/23"">Dr. Luca Melchior</a>",15.3667,47.0833,,2009-12-02,2015-01-01,7003097
Dr. Lucie  Taïeb,Brest,"<a href=""http://www.romanistik.de/pers/2058"">Dr. Lucie  Taïeb</a>",-4.5,48.3833,,2012-01-30,2015-01-01,7008258
Dr. Luigia Garrapa,Lecce,"<a href=""http://www.romanistik.de/pers/1866"">Dr. Luigia Garrapa</a>",18.1833,40.35,,2011-11-24,2015-01-01,7004090
Dr. magali trovato,Paternò,"<a href=""http://www.romanistik.de/pers/3806"">Dr. magali trovato</a>",14.9,37.5667,,2014-03-27,2015-01-01,7003868
Dr. Magdalena Mancas,Passau,"<a href=""http://www.romanistik.de/pers/566"">Dr. Magdalena Mancas</a>",13.4667,48.5833,,2010-11-05,2015-01-01,7004407
Dr. Malte Rosemeyer,Freiburg,"<a href=""http://www.romanistik.de/pers/3834"">Dr. Malte Rosemeyer</a>",7.85,48,,2014-04-13,2015-01-01,1003143
Dr. Marc-Olivier Hinzelin,Hamburg,"<a href=""http://www.romanistik.de/pers/6"">Dr. Marc-Olivier Hinzelin</a>",10,53.5833,,2009-10-29,2015-01-01,7003673
Dr. Marcel Vejmelka,Mainz,"<a href=""http://www.romanistik.de/pers/58"">Dr. Marcel Vejmelka</a>",8.2667,50,,2009-12-12,2015-01-01,7004449
Dr. Marcello Giugliano,Spiekeroog,"<a href=""http://www.romanistik.de/pers/2862"">Dr. Marcello Giugliano</a>",7.7167,53.7833,,2012-11-15,2015-01-01,1009246
Dr. Marco Faini,Urbino,"<a href=""http://www.romanistik.de/pers/1896"">Dr. Marco Faini</a>",12.6333,43.7167,,2011-12-06,2015-01-01,7003994
Dr. Marco Menicacci,Bonn,"<a href=""http://www.romanistik.de/pers/2878"">Dr. Marco Menicacci</a>",7.1,50.7333,,2012-11-25,2015-01-01,7005090
Dr. Marco Thomas Bosshard,Bochum,"<a href=""http://www.romanistik.de/pers/3244"">Dr. Marco Thomas Bosshard</a>",7.1833,51.4667,,2013-06-21,2015-01-01,7004904
Dr. Maria Hegner,Saarbrücken,"<a href=""http://www.romanistik.de/pers/3559"">Dr. Maria Hegner</a>",6.9667,49.25,,2013-11-15,2015-01-01,7004454
Dr. Maria Lacueva i Lorenz,Spiekeroog,"<a href=""http://www.romanistik.de/pers/3941"">Dr. Maria Lacueva i Lorenz</a>",7.7167,53.7833,,2014-06-05,2015-01-01,1009246
Dr. Maria Rosaria Compagnone,Spiekeroog,"<a href=""http://www.romanistik.de/pers/4065"">Dr. Maria Rosaria Compagnone</a>",7.7167,53.7833,,2014-08-20,2015-01-01,1009246
Dr. Maria Suarez,Spiekeroog,"<a href=""http://www.romanistik.de/pers/3733"">Dr. Maria Suarez</a>",7.7167,53.7833,,2014-03-01,2015-01-01,1009246
Dr. María-José Varela Salinas,Málaga,"<a href=""http://www.romanistik.de/pers/130"">Dr. María-José Varela Salinas</a>",-7.75,36.6667,,2010-02-13,2015-01-01,7002830
Dr. Maribel Cedeño Rojas,Siegen,"<a href=""http://www.romanistik.de/pers/3131"">Dr. Maribel Cedeño Rojas</a>",8.0333,50.8667,,2013-04-19,2015-01-01,7012712
Dr. Marie Guthmueller,Bochum,"<a href=""http://www.romanistik.de/pers/1419"">Dr. Marie Guthmueller</a>",7.1833,51.4667,,2011-06-26,2015-01-01,7004904
Dr. Marijana Erstic,Spiekeroog,"<a href=""http://www.romanistik.de/pers/3719"">Dr. Marijana Erstic</a>",7.7167,53.7833,,2014-02-24,2015-01-01,1009246
Dr. Marina Corrêa,Wien,"<a href=""http://www.romanistik.de/pers/3668"">Dr. Marina Corrêa</a>",16.3667,48.2167,,2014-01-10,2015-01-01,7003321
Dr. Marina Ortrud M. Hertrampf,Regensburg,"<a href=""http://www.romanistik.de/pers/19"">Dr. Marina Ortrud M. Hertrampf</a>",12.1,49.0167,,2009-11-30,2015-01-01,7013496
Dr. Marion Kühn,Passau,"<a href=""http://www.romanistik.de/pers/1839"">Dr. Marion Kühn</a>",13.4667,48.5833,,2011-11-15,2015-01-01,7004407
Dr. Marisa Patuto,Wuppertal,"<a href=""http://www.romanistik.de/pers/2992"">Dr. Marisa Patuto</a>",7.1833,51.2667,,2013-01-29,2015-01-01,7004943
Dr. Markus  Wiefarn,Spiekeroog,"<a href=""http://www.romanistik.de/pers/3841"">Dr. Markus  Wiefarn</a>",7.7167,53.7833,,2014-04-15,2015-01-01,1009246
Dr. Markus Ebenhoch,Salzburg,"<a href=""http://www.romanistik.de/pers/3432"">Dr. Markus Ebenhoch</a>",13.05,47.8,,2013-09-16,2015-01-01,7003256
Dr. Markus Messling,Potsdam,"<a href=""http://www.romanistik.de/pers/2892"">Dr. Markus Messling</a>",13.0667,52.4,,2012-11-30,2015-01-01,7003728
Dr. Marlene Mussner,Spiekeroog,"<a href=""http://www.romanistik.de/pers/2953"">Dr. Marlene Mussner</a>",7.7167,53.7833,,2013-01-02,2015-01-01,1009246
Dr. Marlene Prischich,München,"<a href=""http://www.romanistik.de/pers/93"">Dr. Marlene Prischich</a>",11.5833,48.1333,,2010-01-16,2015-01-01,7004333
Dr. Maroua El Naggare,Spiekeroog,"<a href=""http://www.romanistik.de/pers/4088"">Dr. Maroua El Naggare</a>",7.7167,53.7833,,2014-09-11,2015-01-01,1009246
Dr. Marta Ollé,Spiekeroog,"<a href=""http://www.romanistik.de/pers/3780"">Dr. Marta Ollé</a>",7.7167,53.7833,,2014-03-15,2015-01-01,1009246
Dr. Martin Baxmeyer,Münster,"<a href=""http://www.romanistik.de/pers/2742"">Dr. Martin Baxmeyer</a>",7.6167,51.9667,,2012-09-17,2015-01-01,1002616
Dr. Martin Strickmann,Langeoog,"<a href=""http://www.romanistik.de/pers/3480"">Dr. Martin Strickmann</a>",7.4860135,53.7460094,,2013-10-10,2015-01-01,
Dr. Maryline Cestier,Spiekeroog,"<a href=""http://www.romanistik.de/pers/3860"">Dr. Maryline Cestier</a>",7.7167,53.7833,,2014-04-28,2015-01-01,1009246
Dr. Matthias Bürgel,Köln,"<a href=""http://www.romanistik.de/pers/311"">Dr. Matthias Bürgel</a>",6.95,50.9333,,2010-08-09,2015-01-01,7004446
Dr. Matthias Hausmann,Wien,"<a href=""http://www.romanistik.de/pers/536"">Dr. Matthias Hausmann</a>",16.3667,48.2167,,2010-10-29,2015-01-01,7003321
Dr. Matthias Irmer,Leipzig,"<a href=""http://www.romanistik.de/pers/2259"">Dr. Matthias Irmer</a>",12.4167,51.3333,,2012-04-21,2015-01-01,7012329
Dr. Max  Doppelbauer,Wien,"<a href=""http://www.romanistik.de/pers/2326"">Dr. Max  Doppelbauer</a>",16.3667,48.2167,,2012-05-19,2015-01-01,7003321
Dr. May  Bletz,Canada,"<a href=""http://www.romanistik.de/pers/434"">Dr. May  Bletz</a>",-82.8333,39.2333,,2010-10-12,2015-01-01,2218081
Dr. Médéric Vildebrand,Leipzig,"<a href=""http://www.romanistik.de/pers/139"">Dr. Médéric Vildebrand</a>",12.4167,51.3333,,2010-02-23,2015-01-01,7012329
Dr. Melinda Veggian,Aachen,"<a href=""http://www.romanistik.de/pers/2048"">Dr. Melinda Veggian</a>",6.1,50.7667,,2012-01-25,2015-01-01,7004799
Dr. Mercedes  Fornés,Spiekeroog,"<a href=""http://www.romanistik.de/pers/3222"">Dr. Mercedes  Fornés</a>",7.7167,53.7833,,2013-06-12,2015-01-01,1009246
Dr. Michael Zimmermann,Spiekeroog,"<a href=""http://www.romanistik.de/pers/4076"">Dr. Michael Zimmermann</a>",7.7167,53.7833,,2014-08-29,2015-01-01,1009246
Dr. Michaela Banzhaf,Spiekeroog,"<a href=""http://www.romanistik.de/pers/2737"">Dr. Michaela Banzhaf</a>",7.7167,53.7833,,2012-09-15,2015-01-01,1009246
Dr. Miguel Gutiérrez Maté,Spiekeroog,"<a href=""http://www.romanistik.de/pers/4083"">Dr. Miguel Gutiérrez Maté</a>",7.7167,53.7833,,2014-09-10,2015-01-01,1009246
Dr. Miriam Lay Brander,Konstanz,"<a href=""http://www.romanistik.de/pers/1515"">Dr. Miriam Lay Brander</a>",9.1667,47.6667,,2011-07-30,2015-01-01,7005174
Dr. Monica Biasiolo,Erlangen,"<a href=""http://www.romanistik.de/pers/3210"">Dr. Monica Biasiolo</a>",11.0333,49.6,,2013-06-06,2015-01-01,7004332
Dr. Monika Neuhofer,Salzburg,"<a href=""http://www.romanistik.de/pers/1665"">Dr. Monika Neuhofer</a>",13.05,47.8,,2011-09-18,2015-01-01,7003256
Dr. Myriam Benarroch,Spiekeroog,"<a href=""http://www.romanistik.de/pers/3694"">Dr. Myriam Benarroch</a>",7.7167,53.7833,,2014-02-01,2015-01-01,1009246
Dr. Nanette Rißler-Pipka,Augsburg,"<a href=""http://www.romanistik.de/pers/107"">Dr. Nanette Rißler-Pipka</a>",10.9,48.35,,2010-01-25,2015-01-01,7004324
Dr. Nely M. Iglesias Iglesias,Salamanca,"<a href=""http://www.romanistik.de/pers/676"">Dr. Nely M. Iglesias Iglesias</a>",-5.6667,40.9667,,2010-11-22,2015-01-01,7002835
Dr. Niels Taubert,Spiekeroog,"<a href=""http://www.romanistik.de/pers/3785"">Dr. Niels Taubert</a>",7.7167,53.7833,,2014-03-17,2015-01-01,1009246
Dr. Nina Preyer,Essen,"<a href=""http://www.romanistik.de/pers/1075"">Dr. Nina Preyer</a>",4.4667,51.4667,,2011-03-04,2015-01-01,1026416
Dr. Ofelia Huamanchumo de la Cuba,Spiekeroog,"<a href=""http://www.romanistik.de/pers/3426"">Dr. Ofelia Huamanchumo de la Cuba</a>",7.7167,53.7833,,2013-09-12,2015-01-01,1009246
Dr. Olaf Müller,Jena,"<a href=""http://www.romanistik.de/pers/5"">Dr. Olaf Müller</a>",11.5833,50.9333,,2009-10-29,2015-01-01,7005973
Dr. Oliver Ehmer,Freiburg,"<a href=""http://www.romanistik.de/pers/3205"">Dr. Oliver Ehmer</a>",7.85,48,,2013-06-03,2015-01-01,1003143
Dr. Oriana Ferraguzzi,Italy,"<a href=""http://www.romanistik.de/pers/3948"">Dr. Oriana Ferraguzzi</a>",12.8333,42.8333,,2014-06-08,2015-01-01,1000080
Dr. Pablo Valdivia Orozco,Frankfurt an der Oder,"<a href=""http://www.romanistik.de/pers/1990"">Dr. Pablo Valdivia Orozco</a>",14.4922619481,52.3254715,,2012-01-05,2015-01-01,
Dr. Patricia Bigdely,Langeoog,"<a href=""http://www.romanistik.de/pers/3812"">Dr. Patricia Bigdely</a>",7.4860135,53.7460094,,2014-03-31,2015-01-01,
Dr. Patrick Eser,Kassel,"<a href=""http://www.romanistik.de/pers/2208"">Dr. Patrick Eser</a>",9.3333,51.1667,,2012-04-06,2015-01-01,7005941
Dr. Patrick Roesler,Berlin,"<a href=""http://www.romanistik.de/pers/274"">Dr. Patrick Roesler</a>",13.4167,52.5333,,2010-07-15,2015-01-01,7003712
Dr. Peggy Katelhön,Torino,"<a href=""http://www.romanistik.de/pers/25"">Dr. Peggy Katelhön</a>",7.3667,45.1333,,2009-12-02,2015-01-01,7003154
Dr. Peter Gaida,Bremen,"<a href=""http://www.romanistik.de/pers/1787"">Dr. Peter Gaida</a>",8.8,53.0833,,2011-10-31,2015-01-01,7005286
Dr. Peter Jehle,Spiekeroog,"<a href=""http://www.romanistik.de/pers/331"">Dr. Peter Jehle</a>",7.7167,53.7833,,2010-08-27,2015-01-01,1009246
Dr. Peter W.  Schulze,Bremen,"<a href=""http://www.romanistik.de/pers/3742""> Dr. Peter W.  Schulze</a>",8.8,53.0833,,2014-03-03,2015-01-01,7005286
Dr. Philipp Krämer,Potsdam,"<a href=""http://www.romanistik.de/pers/3265"">Dr. Philipp Krämer</a>",13.0667,52.4,,2013-06-28,2015-01-01,7003728
Dr. Pia Claudia Doering,Spiekeroog,"<a href=""http://www.romanistik.de/pers/3842"">Dr. Pia Claudia Doering</a>",7.7167,53.7833,,2014-04-16,2015-01-01,1009246
Dr. Pier Paolo Tazza,Langeoog,"<a href=""http://www.romanistik.de/pers/3789"">Dr. Pier Paolo Tazza</a>",7.4860135,53.7460094,,2014-03-18,2015-01-01,
Dr. Pietsie Feenstra,Paris,"<a href=""http://www.romanistik.de/pers/1703"">Dr. Pietsie Feenstra</a>",2.3333,48.8667,,2011-10-02,2015-01-01,7008038
Dr. Rada Bieberstein,Tübingen,"<a href=""http://www.romanistik.de/pers/630"">Dr. Rada Bieberstein</a>",9.75,48.5,,2010-11-15,2015-01-01,1003267
Dr. Ralph Winter,Paris,"<a href=""http://www.romanistik.de/pers/2363"">Dr. Ralph Winter</a>",2.3333,48.8667,,2012-05-29,2015-01-01,7008038
Dr. Ramona Schröpf,Aachen,"<a href=""http://www.romanistik.de/pers/1511"">Dr. Ramona Schröpf</a>",6.1,50.7667,,2011-07-28,2015-01-01,7004799
Dr. Rebecca Ferreboeuf,Durham,"<a href=""http://www.romanistik.de/pers/2983"">Dr. Rebecca Ferreboeuf</a>",-1.5667,54.7833,,2013-01-21,2015-01-01,7010027
Dr. Regina Göke,Wien,"<a href=""http://www.romanistik.de/pers/1667"">Dr. Regina Göke</a>",16.3667,48.2167,,2011-09-20,2015-01-01,7003321
Dr. Regina Schleicher,Frankfurt am Main,"<a href=""http://www.romanistik.de/pers/17"">Dr. Regina Schleicher</a>",8.662009637,50.1213881,,2009-11-15,2015-01-01,
Dr. Regine Brossmann,Spiekeroog,"<a href=""http://www.romanistik.de/pers/4071"">Dr. Regine Brossmann</a>",7.7167,53.7833,,2014-08-27,2015-01-01,1009246
Dr. Reindert Dhondt,Leuven,"<a href=""http://www.romanistik.de/pers/1867"">Dr. Reindert Dhondt</a>",4.7,50.8833,,2011-11-24,2015-01-01,7007949
Dr. Rembert Eufe,Regensburg,"<a href=""http://www.romanistik.de/pers/59"">Dr. Rembert Eufe</a>",12.1,49.0167,,2009-12-13,2015-01-01,7013496
Dr. Renaud Lagabrielle,Wien,"<a href=""http://www.romanistik.de/pers/125"">Dr. Renaud Lagabrielle</a>",16.3667,48.2167,,2010-02-11,2015-01-01,7003321
Dr. Ricarda Matheus,Spiekeroog,"<a href=""http://www.romanistik.de/pers/4049"">Dr. Ricarda Matheus</a>",7.7167,53.7833,,2014-08-05,2015-01-01,1009246
Dr. Rita Rieger,Graz,"<a href=""http://www.romanistik.de/pers/1951"">Dr. Rita Rieger</a>",15.3667,47.0833,,2011-12-21,2015-01-01,7003097
Dr. Robert Lukenda,Mainz,"<a href=""http://www.romanistik.de/pers/2289"">Dr. Robert Lukenda</a>",8.2667,50,,2012-05-04,2015-01-01,7004449
Dr. Roberto Ubbidiente,Berlin,"<a href=""http://www.romanistik.de/pers/3449"">Dr. Roberto Ubbidiente</a>",13.4167,52.5333,,2013-09-25,2015-01-01,7003712
Dr. Rolando Carrasco,Spiekeroog,"<a href=""http://www.romanistik.de/pers/3813"">Dr. Rolando Carrasco</a>",7.7167,53.7833,,2014-04-01,2015-01-01,1009246
Dr. Rolf Kemmler,Vila Real,"<a href=""http://www.romanistik.de/pers/119"">Dr. Rolf Kemmler</a>",-7.75,41.3333,,2010-02-03,2015-01-01,7003827
Dr. Rosamna Pardellas Velay,Essen,"<a href=""http://www.romanistik.de/pers/2067"">Dr. Rosamna Pardellas Velay</a>",4.4667,51.4667,,2012-02-01,2015-01-01,1026416
Dr. Sabine Narr,Saarbrücken,"<a href=""http://www.romanistik.de/pers/733"">Dr. Sabine Narr</a>",6.9667,49.25,,2010-12-05,2015-01-01,7004454
Dr. Sandra Herling,Siegen,"<a href=""http://www.romanistik.de/pers/3605"">Dr. Sandra Herling</a>",8.0333,50.8667,,2013-12-04,2015-01-01,7012712
Dr. Sandra Janßen,Berlin,"<a href=""http://www.romanistik.de/pers/3445"">Dr. Sandra Janßen</a>",13.4167,52.5333,,2013-09-22,2015-01-01,7003712
Dr. Sandra Strigl,Spiekeroog,"<a href=""http://www.romanistik.de/pers/3582"">Dr. Sandra Strigl</a>",7.7167,53.7833,,2013-11-24,2015-01-01,1009246
Dr. Santiago Cevallos,Spiekeroog,"<a href=""http://www.romanistik.de/pers/2975"">Dr. Santiago Cevallos</a>",7.7167,53.7833,,2013-01-11,2015-01-01,1009246
Dr. Sascha Diwersy,Köln,"<a href=""http://www.romanistik.de/pers/3594"">Dr. Sascha Diwersy</a>",6.95,50.9333,,2013-11-29,2015-01-01,7004446
Dr. Silvia Richter,Berlin,"<a href=""http://www.romanistik.de/pers/3900"">Dr. Silvia Richter</a>",13.4167,52.5333,,2014-05-16,2015-01-01,7003712
Dr. Simona Bartoli Kucher,Graz,"<a href=""http://www.romanistik.de/pers/1364"">Dr. Simona Bartoli Kucher</a>",15.3667,47.0833,,2011-06-10,2015-01-01,7003097
Dr. Simona Fabellini,Regensburg,"<a href=""http://www.romanistik.de/pers/262"">Dr. Simona Fabellini</a>",12.1,49.0167,,2010-07-03,2015-01-01,7013496
Dr. Simone Ventura,London,"<a href=""http://www.romanistik.de/pers/3790"">Dr. Simone Ventura</a>",-0.1667,51.5,,2014-03-18,2015-01-01,7011781
Dr. Sofia  Stratilaki,Spiekeroog,"<a href=""http://www.romanistik.de/pers/2805"">Dr. Sofia  Stratilaki</a>",7.7167,53.7833,,2012-10-21,2015-01-01,1009246
Dr. Sonja Kral,Wien,"<a href=""http://www.romanistik.de/pers/1730"">Dr. Sonja Kral</a>",16.3667,48.2167,,2011-10-12,2015-01-01,7003321
Dr. Sophie  Bertho,Freiburg,"<a href=""http://www.romanistik.de/pers/2282"">Dr. Sophie  Bertho</a>",7.85,48,,2012-05-01,2015-01-01,1003143
Dr. Stefania Murru,Italy,"<a href=""http://www.romanistik.de/pers/1698"">Dr. Stefania Murru</a>",12.8333,42.8333,,2011-10-01,2015-01-01,1000080
Dr. Stéfanie Witzigmann,Heidelberg,"<a href=""http://www.romanistik.de/pers/1934"">Dr. Stéfanie Witzigmann</a>",8.7,49.4167,,2011-12-17,2015-01-01,7005177
Dr. Stephanie Fleischmann,Langeoog,"<a href=""http://www.romanistik.de/pers/3299"">Dr. Stephanie Fleischmann</a>",7.4860135,53.7460094,,2013-07-09,2015-01-01,
Dr. Stephanie Klauk,Rome,"<a href=""http://www.romanistik.de/pers/3795"">Dr. Stephanie Klauk</a>",12.5,41.8833,,2014-03-20,2015-01-01,7000874
Dr. Stephen Dörr,Heidelberg,"<a href=""http://www.romanistik.de/pers/2007"">Dr. Stephen Dörr</a>",8.7,49.4167,,2012-01-12,2015-01-01,7005177
Dr. Steve Pagel,Halle an der Saale,"<a href=""http://www.romanistik.de/pers/1268"">Dr. Steve Pagel</a>",12.0058500694,51.49571545,,2011-05-12,2015-01-01,
Dr. Susana Paula Tavares,Spiekeroog,"<a href=""http://www.romanistik.de/pers/4059"">Dr. Susana Paula Tavares</a>",7.7167,53.7833,,2014-08-14,2015-01-01,1009246
Dr. Susannah  Ellis,Spiekeroog,"<a href=""http://www.romanistik.de/pers/3905"">Dr. Susannah  Ellis</a>",7.7167,53.7833,,2014-05-11,2015-01-01,1009246
Dr. Susannah  Ellis,Paris,"<a href=""http://www.romanistik.de/pers/3881"">Dr. Susannah  Ellis</a>",2.3333,48.8667,,2014-05-19,2015-01-01,7008038
