"<a href=""http://www.romanistik.de/pers/3628"">Dr. Jeanne Ruffing</a>",Dr. Jeanne Ruffing,##NA##,Universität des Saarlandes --  Deutschland ,2013-12-11,
"<a href=""http://www.romanistik.de/pers/197"">Dr. Jens Metz</a>",Dr. Jens Metz,http://www.phil.uni-greifswald.de/philologien/ifp/graezistik-latinistik/mitarbeiterinnen/dr-phil-jens-metz.html,Universität Greifswald --  Rubenowstraße  2 17489 Greifswald Deutschland ,2010-05-09,
"<a href=""http://www.romanistik.de/pers/3172"">Dr. Joaquin Ruano</a>",Dr. Joaquin Ruano,##NA##,##NA## -- ##NA##,2013-05-15,
"<a href=""http://www.romanistik.de/pers/199"">Dr. Jochen Strathmann</a>",Dr. Jochen Strathmann,http://www.jochen-strathmann.de,Goethe-Universität Frankfurt am Main --  Deutschland ,2010-05-14,
"<a href=""http://www.romanistik.de/pers/3642"">Dr. Johanna  Wolf</a>",Dr. Johanna  Wolf,##NA##,Universität Salzburg --  Österreich ,2013-12-19,
"<a href=""http://www.romanistik.de/pers/3600"">Dr. Johanne Mohs</a>",Dr. Johanne Mohs,##NA##,Hochschule der Künste Bern --  Schweiz ,2013-12-02,
"<a href=""http://www.romanistik.de/pers/3781"">Dr. José Carlos  Huisa Téllez</a>",Dr. José Carlos  Huisa Téllez,##NA##,Johannes Gutenberg-Universität Mainz --  Welder Weg 18 55099 Mainz Deutschland ,2014-03-16,
"<a href=""http://www.romanistik.de/pers/3513"">Dr. Josephine Mulumba</a>",Dr. Josephine Mulumba,##NA##,##NA## -- ##NA##,2013-10-26,
"<a href=""http://www.romanistik.de/pers/2899"">Dr. Juan José Vélez</a>",Dr. Juan José Vélez,##NA##,##NA## -- ##NA##,2012-12-06,
"<a href=""http://www.romanistik.de/pers/1651"">Dr. Julia Pröll</a>",Dr. Julia Pröll,http://www.uibk.ac.at/romanistik/personal/proell/,Leopold-Franzens-Universität Innsbruck --   Innsbruck Österreich ,2011-09-14,
"<a href=""http://www.romanistik.de/pers/280"">Dr. Juliana  Perez</a>",Dr. Juliana  Perez,##NA##,Universidade de São Paulo --  Brasilien ,2010-07-17,
"<a href=""http://www.romanistik.de/pers/3915"">Dr. Juliane Blank</a>",Dr. Juliane Blank,##NA##,##NA## -- ##NA##,2014-05-23,
"<a href=""http://www.romanistik.de/pers/3705"">Dr. Juliane Tauchnitz</a>",Dr. Juliane Tauchnitz,http://www.uni-leipzig.de/~juliane/,Universität Leipzig --  Beethovenstraße 15 04107 Leipzig Deutschland ,2014-02-11,
"<a href=""http://www.romanistik.de/pers/3627"">Dr. Julie Sentis</a>",Dr. Julie Sentis,##NA##,Maison des sciences de l'homme --  Frankreich ,2013-12-11,
"<a href=""http://www.romanistik.de/pers/3016"">Dr. Jutta Fortin</a>",Dr. Jutta Fortin,##NA##,Universität Wien --  Österreich ,2013-02-11,
"<a href=""http://www.romanistik.de/pers/20"">Dr. Karen Struve</a>",Dr. Karen Struve,http://blogs.uni-bremen.de/karenstruve/,Universität Bremen --  Bibliothekstraße 1 28359 Bremen Deutschland ,2009-12-01,
"<a href=""http://www.romanistik.de/pers/109"">Dr. Karin Hilpold</a>",Dr. Karin Hilpold,##NA##,##NA## -- ##NA##,2010-01-25,
"<a href=""http://www.romanistik.de/pers/3909"">Dr. Karin Peters</a>",Dr. Karin Peters,##NA##,##NA## -- ##NA##,2014-05-20,
"<a href=""http://www.romanistik.de/pers/3713"">Dr. Karl Philipp Ellerbrock</a>",Dr. Karl Philipp Ellerbrock,##NA##,##NA## -- ##NA##,2014-02-20,
"<a href=""http://www.romanistik.de/pers/3784"">Dr. Karl-Heinz Röntgen</a>",Dr. Karl-Heinz Röntgen,##NA##,##NA## -- ##NA##,2014-03-17,
"<a href=""http://www.romanistik.de/pers/165"">Dr. Katharina Wieland</a>",Dr. Katharina Wieland,##NA##,Humboldt Universität zu Berlin --  Unter den Linden 6 10099 Berlin Deutschland ,2010-03-17,
"<a href=""http://www.romanistik.de/pers/2959"">Dr. Kathrina Reschka</a>",Dr. Kathrina Reschka,##NA##,Goethe Universität Frankfurt --  Grüneburgplatz 1 60629 Frankfurt am Main Deutschland ,2013-01-04,
"<a href=""http://www.romanistik.de/pers/876"">Dr. Katrin  Pfadenhauer</a>",Dr. Katrin  Pfadenhauer,##NA##,Universität Bayreuth --   Bayreuth Deutschland ,2011-01-10,
"<a href=""http://www.romanistik.de/pers/589"">Dr. Katrin  Schmeissner</a>",Dr. Katrin  Schmeissner,##NA##,Technische Universität Chemnitz --   Chemnitz Deutschland ,2010-11-08,
"<a href=""http://www.romanistik.de/pers/4023"">Dr. Katrin Dennerlein</a>",Dr. Katrin Dennerlein,##NA##,##NA## -- ##NA##,2014-07-18,
"<a href=""http://www.romanistik.de/pers/3528"">Dr. Katrin Hedwig</a>",Dr. Katrin Hedwig,##NA##,Rheinisch-Westfaelische Technische Hochschule Aachen --  Kármánstraße 17-19 52062 Aachen Deutschland ,2013-11-02,
"<a href=""http://www.romanistik.de/pers/1973"">Dr. Katrin Pfadenhauer</a>",Dr. Katrin Pfadenhauer,##NA##,Otto-Friedrich-Universität Bamberg --  Deutschland ,2011-12-29,
"<a href=""http://www.romanistik.de/pers/3667"">Dr. Kim Schulte</a>",Dr. Kim Schulte ,##NA## ,"Universitat Jaume I, Castellón --  Deutschland  ",2014-01-09,
"<a href=""http://www.romanistik.de/pers/211"">Dr. Klaus Hockenjos</a>",Dr. Klaus Hockenjos,##NA##,##NA## -- ##NA##,2010-05-20,
"<a href=""http://www.romanistik.de/pers/3887"">Dr. Konstanze Baron</a>",Dr. Konstanze Baron,##NA##,##NA## -- ##NA##,2014-05-13,
"<a href=""http://www.romanistik.de/pers/3931"">Dr. Kristin Eichhorn</a>",Dr. Kristin Eichhorn,##NA##,##NA## -- ##NA##,2014-05-30,
"<a href=""http://www.romanistik.de/pers/2535"">Dr. Kristin Reichel</a>",Dr. Kristin Reichel,##NA##,Martin-Luther-Universität Halle-Wittenberg --  Deutschland ,2012-06-26,
"<a href=""http://www.romanistik.de/pers/257"">Dr. Kristina  Jungmann</a>",Dr. Kristina  Jungmann,##NA##,Karl-Franzens-Universität Graz --   Graz Österreich ,2010-06-29,
"<a href=""http://www.romanistik.de/pers/2988"">Dr. Laia Arnaus Gil</a>",Dr. Laia Arnaus Gil,laia.arnaus.net,Bergische Universität Wuppertal --  Gaußstraße 20 42119 Wuppertal Deutschland ,2013-01-24,
"<a href=""http://www.romanistik.de/pers/3868"">Dr. Laura  Campanale</a>",Dr. Laura  Campanale,##NA##,##NA## -- ##NA##,2014-05-05,
"<a href=""http://www.romanistik.de/pers/3811"">Dr. Laura Biella</a>",Dr. Laura Biella,##NA##,Zentrales Sprach Labor Universität Heidelberg --  Deutschland ,2014-03-31,
"<a href=""http://www.romanistik.de/pers/1099"">Dr. Laura De Simone</a>",Dr. Laura De Simone,www.ceeh.es,Centro de Estudios Europa Hispánica --  Felipe IV 12 bajo b  28014 Madrid Spanien ,2011-03-14,
"<a href=""http://www.romanistik.de/pers/3625"">Dr. Laura Morgenthaler</a>",Dr. Laura Morgenthaler,##NA##,Universität Osnabrück --  Deutschland ,2013-12-11,
"<a href=""http://www.romanistik.de/pers/3374"">Dr. Laura Sergo</a>",Dr. Laura Sergo,##NA##,Universität des Saarlandes --  Deutschland ,2013-08-12,
"<a href=""http://www.romanistik.de/pers/1876"">Dr. Laurentius Pop</a>",Dr. Laurentius Pop,##NA##,Ruprecht-Karls-Universität Heidelberg --  Deutschland ,2011-11-28,
"<a href=""http://www.romanistik.de/pers/1025"">Dr. Lidia Cámara</a>",Dr. Lidia Cámara,##NA##,##NA## --  Deutschland ,2011-02-16,
"<a href=""http://www.romanistik.de/pers/857"">Dr. Liliana Gómez</a>",Dr. Liliana Gómez,http://www.romanistik.uni-halle.de/studienbereiche/professurbremer/dr._g_mez-popescu/,Martin-Luther-Universität Halle-Wittenberg --  Dachritzstr. 12 06108 Halle (Saale) Deutschland ,2011-01-05,
"<a href=""http://www.romanistik.de/pers/432"">Dr. Luca Laurenti Di Biasio</a>",Dr. Luca Laurenti Di Biasio,##NA##,Libera Università di Bolzano --   Bolzano Italien ,2010-10-11,
"<a href=""http://www.romanistik.de/pers/23"">Dr. Luca Melchior</a>",Dr. Luca Melchior,http://www.uni-graz.at/luca.melchior/,Karl-Franzens-Universität Graz --  Merangasse 70/III 8010 Graz Österreich ,2009-12-02,
"<a href=""http://www.romanistik.de/pers/2058"">Dr. Lucie  Taïeb</a>",Dr. Lucie  Taïeb,##NA##,Université de Bretagne Occidentale (Brest) --  Deutschland ,2012-01-30,
"<a href=""http://www.romanistik.de/pers/1866"">Dr. Luigia Garrapa</a>",Dr. Luigia Garrapa,http://www.cril.unile.it/it/dettaglio_personale.php?id=17,Università del Salento  --  via Luigi Pappacoda 12 73100 Lecce Italien ,2011-11-24,
"<a href=""http://www.romanistik.de/pers/3806"">Dr. magali trovato</a>",Dr. magali trovato,##NA##,universitaet Catania --  via Fogazzaro 18 95037 paternò Deutschland ,2014-03-27,
"<a href=""http://www.romanistik.de/pers/566"">Dr. Magdalena Mancas</a>",Dr. Magdalena Mancas,http://www.phil.uni-passau.de/lehrstuehle-und-professuren/prof-dr-manfred-hinz.html,Universität Passau --  Innstraße 25 94032 Passau Deutschland ,2010-11-05,
"<a href=""http://www.romanistik.de/pers/3834"">Dr. Malte Rosemeyer</a>",Dr. Malte Rosemeyer,##NA##,Albert-Ludwigs-Universität Freiburg --  Deutschland ,2014-04-13,
"<a href=""http://www.romanistik.de/pers/6"">Dr. Marc-Olivier Hinzelin</a>",Dr. Marc-Olivier Hinzelin,http://www.hinzelin.net/,Universität Hamburg --  Von-Melle-Park 6 20146 Hamburg Deutschland ,2009-10-29,
"<a href=""http://www.romanistik.de/pers/58"">Dr. Marcel Vejmelka</a>",Dr. Marcel Vejmelka,http://vejmelka.wordpress.com/,Johannes-Gutenberg-Universität Mainz --  An der Hochschule 2 76726  Germersheim Deutschland ,2009-12-12,
"<a href=""http://www.romanistik.de/pers/2862"">Dr. Marcello Giugliano</a>",Dr. Marcello Giugliano,##NA##,##NA## -- ##NA##,2012-11-15,
"<a href=""http://www.romanistik.de/pers/1896"">Dr. Marco Faini</a>",Dr. Marco Faini,##NA##,Università di Urbino --  via Veterani 36 61029 Urbino Italien ,2011-12-06,
"<a href=""http://www.romanistik.de/pers/2878"">Dr. Marco Menicacci</a>",Dr. Marco Menicacci,##NA##,Rheinische Friedrich-Wilhelms-Universität Bonn --  Am Hof 1 53113 Bonn Deutschland ,2012-11-25,
"<a href=""http://www.romanistik.de/pers/3244"">Dr. Marco Thomas Bosshard</a>",Dr. Marco Thomas Bosshard,##NA##,Ruhr-Universität Bochum --  Deutschland ,2013-06-21,
"<a href=""http://www.romanistik.de/pers/3559"">Dr. Maria Hegner</a>",Dr. Maria Hegner,##NA##,Universität des Saarlandes --  Deutschland ,2013-11-15,
"<a href=""http://www.romanistik.de/pers/3941"">Dr. Maria Lacueva i Lorenz</a>",Dr. Maria Lacueva i Lorenz,##NA##,##NA## -- ##NA##,2014-06-05,
"<a href=""http://www.romanistik.de/pers/4065"">Dr. Maria Rosaria Compagnone</a>",Dr. Maria Rosaria Compagnone,##NA##,##NA## -- ##NA##,2014-08-20,
"<a href=""http://www.romanistik.de/pers/3733"">Dr. Maria Suarez</a>",Dr. Maria Suarez,##NA##,##NA## -- ##NA##,2014-03-01,
"<a href=""http://www.romanistik.de/pers/130"">Dr. María-José Varela Salinas</a>",Dr. María-José Varela Salinas,http://webdeptos.uma.es/traduccion/,Universidad de Málaga --  Campus de Teatinos  29071 Málaga Spanien ,2010-02-13,
"<a href=""http://www.romanistik.de/pers/3131"">Dr. Maribel Cedeño Rojas</a>",Dr. Maribel Cedeño Rojas,http://www.uni-siegen.de/phil/romanistik/mitarbeiter/cedeno_maribel/index.html?lang=de,Universität Siegen --  Adolf-Reichwein-Straße 2 57076 Siegen Deutschland ,2013-04-19,
"<a href=""http://www.romanistik.de/pers/1419"">Dr. Marie Guthmueller</a>",Dr. Marie Guthmueller,##NA##,Ruhr-Universität Bochum --  Deutschland ,2011-06-26,
"<a href=""http://www.romanistik.de/pers/3719"">Dr. Marijana Erstic</a>",Dr. Marijana Erstic,##NA##,##NA## -- ##NA##,2014-02-24,
"<a href=""http://www.romanistik.de/pers/3668"">Dr. Marina Corrêa</a>",Dr. Marina Corrêa,##NA##,Universität Wien --  Österreich ,2014-01-10,
"<a href=""http://www.romanistik.de/pers/19"">Dr. Marina Ortrud M. Hertrampf</a>",Dr. Marina Ortrud M. Hertrampf,http://www.uni-regensburg.de/sprache-literatur-kultur/romanistik/literaturwissenschaft/mitarbeiter-mecke/ortrud-hertrampf/ http://www.phil.uni-passau.de/die-fakultaet/lehrstuehle-professuren/romanistik/landeskunde-frankreich/mitarbeiter/dr-marina-ortrud-h,Universität Regensburg und Universität Passau --  Universitätsstrasse 31 93040  Regensburg  Deutschland ,2009-11-30,
"<a href=""http://www.romanistik.de/pers/1839"">Dr. Marion Kühn</a>",Dr. Marion Kühn,http://www.phil.uni-passau.de/en/die-fakultaet/lehrstuehle-professuren/romanistik/landeskunde-frankreich/mitarbeiter/dr-marion-kuehn.html,Universität Passau --  Deutschland ,2011-11-15,
"<a href=""http://www.romanistik.de/pers/2992"">Dr. Marisa Patuto</a>",Dr. Marisa Patuto,##NA##,Universität Wuppertal --  Italien ,2013-01-29,
"<a href=""http://www.romanistik.de/pers/3841"">Dr. Markus  Wiefarn</a>",Dr. Markus  Wiefarn,##NA##,##NA## -- ##NA##,2014-04-15,
"<a href=""http://www.romanistik.de/pers/3432"">Dr. Markus Ebenhoch</a>",Dr. Markus Ebenhoch,www.uni-salzburg.at/romanistik/ebenhoch,Paris-Lodron-Universität Salzburg --  Erzabt-Klotz-Straße 1 5020 Salzburg Österreich ,2013-09-16,
"<a href=""http://www.romanistik.de/pers/2892"">Dr. Markus Messling</a>",Dr. Markus Messling,##NA##,Universität Potsdam --  Am Neuen Palais  10 14469 Potsdam Deutschland ,2012-11-30,
"<a href=""http://www.romanistik.de/pers/2953"">Dr. Marlene Mussner</a>",Dr. Marlene Mussner,##NA##,##NA## -- ##NA##,2013-01-02,
"<a href=""http://www.romanistik.de/pers/93"">Dr. Marlene Prischich</a>",Dr. Marlene Prischich,##NA##,Ludwig-Maximilians-Universität München --   München Deutschland ,2010-01-16,
"<a href=""http://www.romanistik.de/pers/4088"">Dr. Maroua El Naggare</a>",Dr. Maroua El Naggare,##NA##,##NA## -- ##NA##,2014-09-11,
"<a href=""http://www.romanistik.de/pers/3780"">Dr. Marta Ollé</a>",Dr. Marta Ollé,##NA##,##NA## -- ##NA##,2014-03-15,
"<a href=""http://www.romanistik.de/pers/2742"">Dr. Martin Baxmeyer</a>",Dr. Martin Baxmeyer,##NA##,Westfälische Wilhelms-Universität Münster --  Deutschland ,2012-09-17,
"<a href=""http://www.romanistik.de/pers/3480"">Dr. Martin Strickmann</a>",Dr. Martin Strickmann,www.martin-strickmann.de http://www.clio-online.de/forscherinnen=9955,##NA## --  Deutschland ,2013-10-10,
"<a href=""http://www.romanistik.de/pers/3860"">Dr. Maryline Cestier</a>",Dr. Maryline Cestier,##NA##,##NA## -- ##NA##,2014-04-28,
"<a href=""http://www.romanistik.de/pers/311"">Dr. Matthias Bürgel</a>",Dr. Matthias Bürgel,##NA##,Universität zu Köln --  Deutschland ,2010-08-09,
"<a href=""http://www.romanistik.de/pers/536"">Dr. Matthias Hausmann</a>",Dr. Matthias Hausmann,http://homepage.univie.ac.at/matthias.hausmann/wordpress/,Universität Wien --  Spitalgasse 2 1090 Wien Österreich ,2010-10-29,
"<a href=""http://www.romanistik.de/pers/2259"">Dr. Matthias Irmer</a>",Dr. Matthias Irmer,##NA##,Universität Leipzig --  Deutschland ,2012-04-21,
"<a href=""http://www.romanistik.de/pers/2326"">Dr. Max  Doppelbauer</a>",Dr. Max  Doppelbauer,##NA##,Universität Wien --  1090 Wien Österreich ,2012-05-19,
"<a href=""http://www.romanistik.de/pers/434"">Dr. May  Bletz</a>",Dr. May  Bletz,http://www.brocku.ca/hri/associates/bletz.php,Brock University --  Kanada ,2010-10-12,
"<a href=""http://www.romanistik.de/pers/139"">Dr. Médéric Vildebrand</a>",Dr. Médéric Vildebrand,http://www.uni-leipzig.de/~ialt/JOOMLA/content/view/77/99/,Universität Leipzig --   Leipzig Deutschland ,2010-02-23,
"<a href=""http://www.romanistik.de/pers/2048"">Dr. Melinda Veggian</a>",Dr. Melinda Veggian,##NA##,Rheinisch-Westfälische Technische Hochschule Aachen --  Deutschland ,2012-01-25,
"<a href=""http://www.romanistik.de/pers/3222"">Dr. Mercedes  Fornés</a>",Dr. Mercedes  Fornés,##NA##,##NA## -- ##NA##,2013-06-12,
"<a href=""http://www.romanistik.de/pers/4076"">Dr. Michael Zimmermann</a>",Dr. Michael Zimmermann,##NA##,##NA## -- ##NA##,2014-08-29,
"<a href=""http://www.romanistik.de/pers/2737"">Dr. Michaela Banzhaf</a>",Dr. Michaela Banzhaf,##NA##,##NA## -- ##NA##,2012-09-15,
"<a href=""http://www.romanistik.de/pers/4083"">Dr. Miguel Gutiérrez Maté</a>",Dr. Miguel Gutiérrez Maté,##NA##,##NA## -- ##NA##,2014-09-10,
"<a href=""http://www.romanistik.de/pers/1515"">Dr. Miriam Lay Brander</a>",Dr. Miriam Lay Brander,http://www.exc16.de/cms/lay-brander.html,Universität Konstanz --   Konstanz Deutschland ,2011-07-30,
"<a href=""http://www.romanistik.de/pers/3210"">Dr. Monica Biasiolo</a>",Dr. Monica Biasiolo,##NA##,Friedrich-Alexander-Universität Erlangen-Nürnberg --  Bismarckstr.  1a 91054 Erlangen Deutschland ,2013-06-06,
"<a href=""http://www.romanistik.de/pers/1665"">Dr. Monika Neuhofer</a>",Dr. Monika Neuhofer,http://www.neuhofer.info.at/,Paris Lodron-Universität Salzburg --  Österreich ,2011-09-18,
"<a href=""http://www.romanistik.de/pers/3694"">Dr. Myriam Benarroch</a>",Dr. Myriam Benarroch,##NA##,##NA## -- ##NA##,2014-02-01,
"<a href=""http://www.romanistik.de/pers/107"">Dr. Nanette Rißler-Pipka</a>",Dr. Nanette Rißler-Pipka,www.revistas-culturales.de; http://www.uni-augsburg.de/institute/isla/Aktuelles/Neue_Mitarbeiterin_am_Institut_f__r_Spanien-__Portugal-_und_Lateinamerikastudien__Dr__Nanette_Ri__ler-Pipka.html,Universität Augsburg --  Universitätsstr. 10 86159 Augsburg Deutschland ,2010-01-25,
"<a href=""http://www.romanistik.de/pers/676"">Dr. Nely M. Iglesias Iglesias</a>",Dr. Nely M. Iglesias Iglesias,##NA##,Universidad de Salamanca --  Plaza de Anaya s/n 37008 Salamanca Spanien ,2010-11-22,
"<a href=""http://www.romanistik.de/pers/3785"">Dr. Niels Taubert</a>",Dr. Niels Taubert,##NA##,##NA## -- ##NA##,2014-03-17,
"<a href=""http://www.romanistik.de/pers/1075"">Dr. Nina Preyer</a>",Dr. Nina Preyer,http://www.uni-due.de/romanistik/personal/preyer/kontakt.shtml,Universität Duisburg-Essen --  Deutschland ,2011-03-04,
"<a href=""http://www.romanistik.de/pers/3426"">Dr. Ofelia Huamanchumo de la Cuba</a>",Dr. Ofelia Huamanchumo de la Cuba,##NA##,Instituto Riva Agüero - Escuela de Altos Estudios en Humanidades --  Deutschland ,2013-09-12,
"<a href=""http://www.romanistik.de/pers/5"">Dr. Olaf Müller</a>",Dr. Olaf Müller,##NA##,Friedrich-Schiller-Universität Jena --  Deutschland ,2009-10-29,
"<a href=""http://www.romanistik.de/pers/3205"">Dr. Oliver Ehmer</a>",Dr. Oliver Ehmer,##NA##,Universität Freiburg --  Deutschland ,2013-06-03,
"<a href=""http://www.romanistik.de/pers/3948"">Dr. Oriana Ferraguzzi</a>",Dr. Oriana Ferraguzzi,##NA##,##NA## --  Italien ,2014-06-08,
"<a href=""http://www.romanistik.de/pers/1990"">Dr. Pablo Valdivia Orozco</a>",Dr. Pablo Valdivia Orozco,##NA##,Europa-Universität Viadrina  --  Deutschland ,2012-01-05,
"<a href=""http://www.romanistik.de/pers/3812"">Dr. Patricia Bigdely</a>",Dr. Patricia Bigdely,www.francecommunication.de,##NA## --  Deutschland ,2014-03-31,
"<a href=""http://www.romanistik.de/pers/2208"">Dr. Patrick Eser</a>",Dr. Patrick Eser,##NA##,Universität Kassel --  Deutschland ,2012-04-06,
"<a href=""http://www.romanistik.de/pers/274"">Dr. Patrick Roesler</a>",Dr. Patrick Roesler,http://www.doktor-speak.de/,##NA## --  Biesentaler Str. 20 13359 Berlin Deutschland ,2010-07-15,
"<a href=""http://www.romanistik.de/pers/25"">Dr. Peggy Katelhön</a>",Dr. Peggy Katelhön,http://www.dipartimentolingue.unito.it/facolta/Katelhoen/oss-home.asp,Università degli studi di Torino --  Via Sant'Ottavio  20 10124 Torino Italien ,2009-12-02,
"<a href=""http://www.romanistik.de/pers/1787"">Dr. Peter Gaida</a>",Dr. Peter Gaida,www.petergaida.de,Universität Bremen --  Deutschland ,2011-10-31,
"<a href=""http://www.romanistik.de/pers/331"">Dr. Peter Jehle</a>",Dr. Peter Jehle,##NA##,##NA## -- ##NA##,2010-08-27,
"<a href=""http://www.romanistik.de/pers/3742""> Dr. Peter W.  Schulze</a>",Dr. Peter W.  Schulze, http://www.fb10.uni-bremen.de/lehrpersonal/schulze.aspx ,"Universität Bremen / Romanistik --  Bibliothekstraße 1, Gebäude GW 2 Raum B 3410  28359 Bremen Deutschland  ",2014-03-03,
"<a href=""http://www.romanistik.de/pers/3265"">Dr. Philipp Krämer</a>",Dr. Philipp Krämer,##NA##,Universität Potsdam --  Deutschland ,2013-06-28,
"<a href=""http://www.romanistik.de/pers/3842"">Dr. Pia Claudia Doering</a>",Dr. Pia Claudia Doering,##NA##,##NA## -- ##NA##,2014-04-16,
"<a href=""http://www.romanistik.de/pers/3789"">Dr. Pier Paolo Tazza</a>",Dr. Pier Paolo Tazza,##NA##,##NA## --  Deutschland ,2014-03-18,
"<a href=""http://www.romanistik.de/pers/1703"">Dr. Pietsie Feenstra</a>",Dr. Pietsie Feenstra,##NA##,Université Sorbonne Nouvelle Paris 3 --  13 Rue de Santeuil  75005 Paris Frankreich ,2011-10-02,
"<a href=""http://www.romanistik.de/pers/630"">Dr. Rada Bieberstein</a>",Dr. Rada Bieberstein,http://www.uni-tuebingen.de/fakultaeten/philosophische-fakultaet/fachbereiche/philosophie-rhetorik-medien/institut-fuer-medienwissenschaft/personen/dr-r-bieberstein.html,Eberhard-Karls-Universität Tübingen --  Deutschland ,2010-11-15,
"<a href=""http://www.romanistik.de/pers/2363"">Dr. Ralph Winter</a>",Dr. Ralph Winter,http://www.generationengeschichte.uni-goettingen.de/winter.php,Ecole Normale Supérieure --  rue d'Ulm 45 75005 Paris Frankreich ,2012-05-29,
"<a href=""http://www.romanistik.de/pers/1511"">Dr. Ramona Schröpf</a>",Dr. Ramona Schröpf,http://www.romanistik.rwth-aachen.de/romanistik_typo3/index.php?id=340,Rheinisch-Westfälische Technische Hochschule Aachen --  Deutschland ,2011-07-28,
"<a href=""http://www.romanistik.de/pers/2983"">Dr. Rebecca Ferreboeuf</a>",Dr. Rebecca Ferreboeuf,##NA##,Durham University --  Vereinigtes Königreich ,2013-01-21,
"<a href=""http://www.romanistik.de/pers/1667"">Dr. Regina Göke</a>",Dr. Regina Göke,http://www.wu.ac.at/roman/mitarbeiter/goeke,Wirtschaftsuniversität Wien --  Nordbergstrasse 15 1090 Wien Österreich ,2011-09-20,
"<a href=""http://www.romanistik.de/pers/17"">Dr. Regina Schleicher</a>",Dr. Regina Schleicher,##NA##,Goethe-Universität Frankfurt am Main --  Grüneburgplatz  1 60322 Frankfurt/M. Deutschland ,2009-11-15,
"<a href=""http://www.romanistik.de/pers/4071"">Dr. Regine Brossmann</a>",Dr. Regine Brossmann,##NA##,##NA## -- ##NA##,2014-08-27,
"<a href=""http://www.romanistik.de/pers/1867"">Dr. Reindert Dhondt</a>",Dr. Reindert Dhondt,##NA##,KU Leuven & Universiteit Utrecht --  Belgien ,2011-11-24,
"<a href=""http://www.romanistik.de/pers/59"">Dr. Rembert Eufe</a>",Dr. Rembert Eufe,http://www.uni-regensburg.de/sprache-literatur-kultur/romanistik/sprachwissenschaft/mitarbeiter-selig/eufe/index.html,Universität Regensburg --   Regensburg Deutschland ,2009-12-13,
"<a href=""http://www.romanistik.de/pers/125"">Dr. Renaud Lagabrielle</a>",Dr. Renaud Lagabrielle,http://romanistik.univie.ac.at/index.php?id=40424,Universität Wien --   Wien Österreich ,2010-02-11,
"<a href=""http://www.romanistik.de/pers/4049"">Dr. Ricarda Matheus</a>",Dr. Ricarda Matheus,##NA##,##NA## -- ##NA##,2014-08-05,
"<a href=""http://www.romanistik.de/pers/1951"">Dr. Rita Rieger</a>",Dr. Rita Rieger,##NA##,Karl-Franzens-Universität Graz --  Merangasse  70 8010 Graz Österreich ,2011-12-21,
"<a href=""http://www.romanistik.de/pers/2289"">Dr. Robert Lukenda</a>",Dr. Robert Lukenda,##NA##,Johannes-Gutenberg-Universität Mainz --  Deutschland ,2012-05-04,
"<a href=""http://www.romanistik.de/pers/3449"">Dr. Roberto Ubbidiente</a>",Dr. Roberto Ubbidiente,https://www.romanistik.hu-berlin.de/personal/ubbidiente_html,Humboldt-Universität Berlin --  Unter den Linden  6 10099 Berlin Deutschland ,2013-09-25,
"<a href=""http://www.romanistik.de/pers/3813"">Dr. Rolando Carrasco</a>",Dr. Rolando Carrasco,##NA##,##NA## -- ##NA##,2014-04-01,
"<a href=""http://www.romanistik.de/pers/119"">Dr. Rolf Kemmler</a>",Dr. Rolf Kemmler,www.diacronia.de,Universidade de Trás-os-Montes e Alto Douro --  Quinta de Prados  5001-801 Vila Real Portugal ,2010-02-03,
"<a href=""http://www.romanistik.de/pers/2067"">Dr. Rosamna Pardellas Velay</a>",Dr. Rosamna Pardellas Velay,http://www.uni-due.de/romanistik/personal/pardellas_velay/,Universität Duisburg-Essen --  Deutschland ,2012-02-01,
"<a href=""http://www.romanistik.de/pers/733"">Dr. Sabine Narr</a>",Dr. Sabine Narr,http://www.romanistik.uni-saarland.de/de/oster-stierle/lehrstuhl/narr-leute.html,Universität des Saarlandes --  Postfach 15 11 50  66041  Saarbrücken Deutschland ,2010-12-05,
"<a href=""http://www.romanistik.de/pers/3605"">Dr. Sandra Herling</a>",Dr. Sandra Herling,##NA##,Universität Siegen --  Deutschland ,2013-12-04,
"<a href=""http://www.romanistik.de/pers/3445"">Dr. Sandra Janßen</a>",Dr. Sandra Janßen,##NA##,Freie Universität Berlin --  Deutschland ,2013-09-22,
"<a href=""http://www.romanistik.de/pers/3582"">Dr. Sandra Strigl</a>",Dr. Sandra Strigl,##NA##,##NA## -- ##NA##,2013-11-24,
"<a href=""http://www.romanistik.de/pers/2975"">Dr. Santiago Cevallos</a>",Dr. Santiago Cevallos,##NA##,##NA## -- ##NA##,2013-01-11,
"<a href=""http://www.romanistik.de/pers/3594"">Dr. Sascha Diwersy</a>",Dr. Sascha Diwersy,##NA##,Universität zu Köln --  Deutschland ,2013-11-29,
"<a href=""http://www.romanistik.de/pers/3900"">Dr. Silvia Richter</a>",Dr. Silvia Richter,https://zope.theologie.hu-berlin.de/guardini/mitarbeiter/wissenschaftliche-mitarbeiterin,Humboldt-Universität zu Berlin --  Deutschland ,2014-05-16,
"<a href=""http://www.romanistik.de/pers/1364"">Dr. Simona Bartoli Kucher</a>",Dr. Simona Bartoli Kucher,http://www.uni-graz.at/simona.bartolikucher/site.php?show=1,Karl-Franzens-Universität Graz --   Graz Österreich ,2011-06-10,
