id;datum;kategorie;bereich;sprachen;disziplinen;titel
rom1596;18.11.2009;kaWI;beAM;spIT;dzMK;Förderpreis des Center Altreitalie für eine herausragende Dissertation zur italienischen Migrationsgeschichte
rom2195;18.11.2010;kaST;beNW;spES;dzSP;Lehrkraft für besondere Aufgaben im Höheren Dienst: Fachübersetzen Spanisch
rom3532;18.11.2010;kaST;beWS;spES;dzSW;Fristverlängerung: Wiss. Mitarbeiter/in -Stelle Teilzeit (Mutterschutz-Vertretung)
rom1979;18.11.2013;kaTA;beTP;spFR spES spÜG;dzLW dzMK dzSP dzWT;La variance en philologie et dans la critique génétique / Variance in textual scholarship and genetic criticism
rom2171;18.12.2008;kaST;beWS;spFR;dzLW dzMK;Lehrkraft für besondere Aufgaben (Frz. Literatur- und Kulturwissenschaft)
rom1612;18.12.2008;kaST;beSTI;spÜG;dzLW dzSW dzMK;Forschungsstipendien 2010 der Herzog August Bibliothek Wolfenbüttel
rom2787;18.12.2008;kaST;beSTI;spÜG;dzLW dzSW dzMK;Promotionsstipendien „Anfänge (in) der Moderne“
rom3386;18.12.2008;kaST;bePR;spÜG;dzMK;W2-Universitätsprofessor/in für Interkulturelle Kommunikation / Allgemeine Kulturwissenschaft
rom2239;18.12.2008;kaST;beWS;spES;dzMK dzSP;Lehrkraft für besondere Aufgaben (Spanische Sprachpraxis und Landeskunde)
rom3523;18.12.2008;kaST;beWS;spES;dzSW;Wiss. Mitarbeiter/in Spanische Sprachwissenschaft
rom2197;18.12.2008;kaST;beWS;spÜG;dzSW dzMK dzSP dzDK;Lehrkraft für besondere Aufgaben Interkulturelle Kommunikation und Angewandte Sprachwissenschaft
rom0684;18.12.2012;kaTA;beTA;spÜG;dzLW;CfP: 4. Studierenden Kongress Komparatistik
rom2112;18.12.2013;kaST;beWS;spES;dzLW; Lehrkraft f. bes. Aufgaben Romanische Literaturwissenschaft
rom1414;19.01.2008;kaWI;beAM;spFR;dzLW;Dictionnaire raisonné de la caducité des genres littéraires sucht Mitarbeiter
rom1952;19.01.2009;kaWI;beAM;spPT;dzSW;Korpora Gesprochene Sprache Deutsch-Portugiesisch aus dem SFB 538 Mehrsprachigkeit der Universität Hamburg
rom3158;19.01.2011;kaST;beWS;spIT;dzLW dzDK;Universitätsassistent/in (italienische Literaturwissenschaft 100%)
rom2203;19.01.2011;kaST;beWS;spES;dzLW dzMK;Lehrkraft für besondere Aufgaben (Lateinamerikanistik 50%)
rom0426;19.01.2012;kaST;bePR;spFR spÜG;dzDK;Assistant-professeur en didactique du multilinguisme (m/f)
rom2508;19.01.2012;kaTA;beTA;spFR spWR spÜG;dzSW;Negation and Clitics in Romance. Négation et clitiques dans les langues et variétés romanes
rom0150;19.01.2012;kaST;beWS;spÜG;dzSW;2 Stellen Wissenschaftliche/r Mitarbeiter/in Virtuelle Fachbibliothek Linguistik
rom0609;19.01.2013;kaWI;beAM;spFR spIT spPT spES spWR spÜG;dzLW;CfA: Anuari de Filologia. Literatures Contemporànies
rom0662;19.01.2014;kaTA;beTA;spFR spIT spPT spES spÜG;dzLW dzMK;CfP: 14th Conference of the International Society for the Empirical Study of Literature and Media
rom1697;19.02.2008;kaST;beNW;spFR;dzLW dzSW dzMK;Geschäftsführer(in) Frankreich-Zentrum (Mutterschutzvertretung)
rom2319;19.02.2008;kaST;beWS;spFR;dzSP;Lektor/in für Französisch mit geisteswissenschaftlichem Hochschulabschluss Teilzeitstelle (50%)
rom2320;19.02.2008;kaST;beWS;spFR;dzSP;Lektor/in für Französisch mit Hochschulabschluss in Rechtswissenschaften Teilzeitstelle (50%)
rom2187;19.02.2009;kaST;beWS;spES;dzLW;Lehrkraft für besondere Aufgaben / Hispanistische Literaturwissenschaft
rom3780;19.02.2009;kaST;bePR;spÜG;dzLW;Zwei Universitätsprofessuren für das Fach Sprachkunst 
rom3007;19.02.2009;kaST;beSTI;spPT spES spÜG;dzLW dzSW dzMK;Stipendienprogramm der Stiftung Preußischer Kulturbesitz  / Scholarship Programme of the Prussian Cultural Heritage Foundation
rom0067;19.02.2009;kaST;beSTI;spÜG;dzLW dzSW dzMK;12 PhD Grants
rom0355;19.02.2009;kaST;beWS;spFR spIT spES;dzLW dzSW dzSP;Akademische(r) Rat/ Rätin als Lehrkraft für besondere Aufgaben (A 13)
rom2252;19.02.2009;kaST;beNW;spES;dzSP;Lehrkraft für besondere Aufgaben / Sprachpraxis Spanisch
rom1302;19.02.2009;kaST;beSTI;spÜG;dzSW;Cognitive Interaction Technology: Research Grants for PhD Students and Postdoc Researchers (Linguistics)
rom3526;19.02.2010;kaST;beWS;spFR spIT spPT spES spWR;dzSW;Wiss. Mitarbeiter/in: Sprachwissenschaft (50 %)
rom1178;19.02.2010;kaTA;beTA;spFR spIT spPT spES spWR spÜG;dzSW;CfP: Sprachvariation im europäischen Kontext
rom1010;19.02.2011;kaTA;beTA;spFR spIT spPT spES spWR spÜG;dzLW dzSW dzMK;CfP: Metropolität in der Vormoderne. Konstruktionen urbaner Zentralität im Wandel - Regensburg
rom0989;19.02.2013;kaTA;beTA;spFR spIT spPT spES spÜG;dzLW;CfP: Literatur und Ökologie. Neue literatur- und kulturwissenschaftliche Perspektiven (Jahrestagung der DGAVL)
rom1305;19.02.2013;kaTA;beTP;spFR;dzLW dzMK;Colloque Éric Chevillard
rom1525;19.02.2014;kaTA;beTA;spIT;dzLW;Epistolari italiani e latini dal Due al Seicento: modelli temi esperienze ecdotiche
rom0527;19.02.2014;kaTA;beTA;spWR;dzLW dzSW dzMK;Balkanromanistentag 2014
rom2383;19.02.2014;kaTA;beTP;spES;dzSP;Literatur im Spanischunterricht. II. Fortbildungstag des DSV für Spanischlehrende in Mecklenburg-Vorpommern
rom1912;19.03.2009;kaST;bePR;spFR spIT spES;dzDK;Juniorprofessur (W1) für Didaktik der romanischen Sprachen
rom0425;19.03.2009;kaST;beWS;spFR;dzLW dzSW dzMK;Assistant (Post-Doctoral): ‘The Old French William of Tyre and its Continuations’ 
rom0087;19.03.2009;kaST;beSTI;spÜG;dzLW dzSW dzMK;15 Promotionsstipendien: Laboratorium Aufklärung
rom0168;19.03.2009;kaST;beSTI;spÜG;dzLW dzSW dzMK;20 Promotionsstipendien der a.r.t.e.s. Forschungsschule
rom2866;19.03.2011;kaTA;beTP;spFR spIT spPT spES spWR spÜG;dzLW dzSW dzMK dzSP dzDK;Romanistentag Berlin 2011 Romanistik im Dialog: Vorträge der Sektionen
rom1758;19.03.2012;kaTA;beTP;spES;dzSW dzSP dzDK dzWT;I. Göttinger Fachtagung Spanisch als Fremdsprache lernen und lehren
rom0057;19.04.2008;kaST;beSTI;spFR spIT spPT spES spWR spÜG;dzLW dzSW dzMK dzDK;10 Stellen für Doktorand(inn)en im Doktorandenkolleg Zeitkulturen 
rom1437;19.04.2008;kaST;beWS;spFR spIT spPT spES spWR spÜG;dzLW dzSW dzMK dzSP dzDK;Director of Studies
rom2705;19.04.2008;kaST;bePR;spFR spIT spPT spES spWR spÜG;dzMK;Professur für Empirische Medienforschung 
rom0895;19.04.2010;kaTA;beTA;spFR spIT spPT spES spWR spÜG;dzMK;CfP: Int. Conference Jewish Identities in Contemporary Europe
rom0343;19.04.2011;kaST;beWS;spFR spIT;dzLW dzMK;Akademische/r Mitarbeiter/in Romanische Literatur- und Medienwissenschaft (Schwerpunkt Italienisch/Französisch 100%)
rom3370;19.04.2012;kaST;bePR;spFR;dzLW;W2-Professur für Romanische Philologie (Literaturwissenschaft) [(vorrangig galloromanischen) Literaturen des Mittelalters (11.-16. Jahrhundert)]
rom3088;19.04.2012;kaST;beWS;spFR;dzLW dzMK;Teaching Fellowship in French
rom3365;19.04.2012;kaST;bePR;spFR spES;dzLW dzMK;W2-Professur für Romanische Literatur- und Kulturwissenschaft
rom0939;19.04.2012;kaTA;beTA;spFR spIT spPT spES spÜG;dzLW dzSW dzMK;CfP: La langue parlée dans un contexte multimodal. Description apprentissage traduction
rom2167;19.04.2012;kaST;beWS;spFR spES;dzSW;Lehrkraft für besondere Aufgaben (französische und spanische Linguistik)
rom3385;19.04.2012;kaST;bePR;spFR spES;dzSW;W2-Professur: Romanische Sprachwissenschaft
rom0655;19.04.2013;kaTA;beSV;spÜG;dzLW dzMK;CfA: Würzburg Summer School for Cultural and Literary Animal Studies (CLAS)
rom3741;19.05.2008;kaWI;beAM;spFR;dzSW;Zs.: Nouvelle revue d'onomastique N° 49-50 (2008): Onomastique galloromane Noms d'ailleurs
rom1348;19.05.2010;kaST;beSTI;spFR;dzLW dzSW dzMK;DAAD – Französische Gastdozenturen in den Geistes- und Sozialwissenschaften
rom1799;19.05.2010;kaWI;beAM;spPT;dzLW dzSW dzMK;Integrierte Projekte der Hochschulzusammenarbeit Brasilien-Deutschland - Ausschreibung 2011 
rom1670;19.05.2010;kaST;beSTI;spÜG;dzLW dzSW dzMK;Fritz Thyssen Stiftung – Stipendien für Nachwuchswissenschaftler/innen
rom1480;19.05.2011;kaST;beWS;spÜG;dzLW;Doktorandenstellen und Plätze im Promotionsstudiengang Literaturwissenschaft
rom3132;19.05.2011;kaWI;beSTU;spFR;dzMK dzWT;Trinationaler Master-Studiengang „Deutsch-Französische Studien: Grenzüberschreitende Kommunikation und Kooperation“
rom0049;19.05.2011;kaST;beSTI;spÜG;dzMK dzWT;10 Promotionsstipendien im Rostocker Department Wissen-Kultur-Transformation
rom2951;19.05.2011;kaST;beNW;spES;dzSP;Spanish Lector
rom2037;19.05.2011;kaST;beNW;spFR;dzSP;Lecturer in French
rom3450;19.05.2012;kaTA;beSV;spES;dzLW;Weltnetzwerke 2666 – Lektüren von Roberto Bolaños Globalisierungsroman
rom1372;19.06.2008;kaTA;beTP;spIT;dzMK;Das Mittelmeer: Poesie und Politik eines Raumes 1860-1960
rom3256;19.06.2008;kaTA;beTP;spFR spIT spPT spES spWR spÜG;dzSW;VI. Internationale Arbeitstagung Romanisch-deutscher und Innerromanischer Sprachvergleich
rom3736;19.06.2009;kaWI;beAM;spIT;dzLW dzSW dzMK dzSP;Zs.: Italienisch Nr. 61 Mai 2009 u.a. Schwerpunkt zu Dino Buzzati
rom3476;19.06.2010;kaST;beWS;spÜG;dzLW dzMK dzWT;Wiss. Mitarbeiter/in (65%) zur Mitarbeit im DFG-Forschungsprojekt Medialität - Transmedialität - Narration: Perspektiven einer transgenerischen und transmedialen Narratologie (Film Theater Literatur)
rom2414;19.06.2012;kaTA;beTP;spFR spÜG;dzLW dzMK dzWT;Masculinités à négocier : conceptions littéraires et cinématographiques du masculin au Maghreb
rom1874;19.06.2012;kaTA;beTA;spFR;dzMK;Journée d'études und Filmfestival Le Québec en fête
rom2229;19.06.2013;kaST;beWS;spES;dzLW dzMK dzSP;Lehrkraft für besondere Aufgaben Spanisch
rom3238;19.07.2009;kaWI;beSTU;spES spÜG;dzLW dzMK dzWT;Verlängerte Bewerbungsfrist zum Master InterAmerikanische Studien an der Uni Bielefeld
rom1369;19.07.2011;kaTA;beTP;spÜG;dzLW dzMK dzWT;Das Heilige in Literatur und Kulturtheorie der Moderne
rom1265;19.07.2011;kaTA;beTA;spPT spES;dzLW dzSW dzMK dzWT;CfP: XI. Forschungstag Lateinamerika/Iberische Halbinsel des Ibero-Amerikanischen Forschungsseminars der Universität Leipzig
rom0210;19.07.2012;kaTA;beTP;spFR spÜG;dzLW dzSW dzMK;38. Kölner  Mediaevistentagung: Das Gesetz - The Law - La Loi - Programm und Anmeldung
rom3427;19.07.2012;kaST;bePR;spÜG;dzMK;W3-Professur (Lehrstuhl) für digitale und audiovisuelle Medien
rom3155;19.07.2012;kaST;beWS;spES;dzSW;UniversitätsassistentIn 50% Post-Doc für spanische Sprachwissenschaft
rom3156;19.07.2012;kaST;beWS;spFR;dzSW;UniversitätsassistentIn 50% Prä-Doc für französische Sprachwissenschaft
rom1960;19.07.2012;kaTA;beTA;spFR;dzSW;La comparaison et la métaphore comme figures analogiques
rom3020;19.07.2012;kaST;beWS;spFR spES;dzSW;Studentische/r Mitarbeiter/in 50% für französische und/oder spanische Sprachwissenschaft
rom2969;19.07.2012;kaTA;beTA;spÜG;dzSW;STaPS - Sprachwissenschaftliche Tagung für Promotionsstudierende
rom2630;19.07.2012;kaST;beWS;spFR spÜG;dzWT;Postdoc Nachhaltigkeit Goethe-Universität Frankfurt Institut français d’histoire en Allemagne (IFHA)
rom0868;19.07.2013;kaTA;beTA;spÜG;dzLW dzMK;CfP: Himnos y canciones: símbolos de identidad colectiva en perspectiva comparada
rom3411;19.08.2010;kaST;bePR;spFR spES;dzLW;W3-Professur für Romanische Philologie mit dem Schwerpunkt Französische Literaturwissenschaft
rom1202;19.08.2010;kaTA;beTA;spIT;dzLW dzMK;CfP: The Postmodern Palimpsest: Narrating Contemporary Rome
rom2052;19.08.2010;kaST;beWS;spIT;dzLW dzSW dzMK;Lecturer in Italian
rom3096;19.08.2010;kaST;beSTI;spIT;dzLW dzSW dzMK dzSP;Temporary Teaching Fellow Italian
rom2071;19.08.2010;kaST;beWS;spPT;dzMK;Lecturer - King's Brazil Institute
rom3332;19.08.2010;kaST;bePR;spPT spES;dzMK;W1-Juniorprofessur für Iberoromanische Kulturwissenschaft mit dem Schwerpunkt Lateinamerika
rom3515;19.08.2010;kaST;beWS;spÜG;dzSW;Wiss. Mitarbeiter/in: Rhetorik der Verunsicherung - Muster negativer Affekt-Strategien u. ihre persuasive Funktion (Exzellenzclusters 302 Languages of Emotion)
rom3369;19.08.2010;kaST;bePR;spFR spPT spES;dzSW dzMK;W2-Professur für Romanische Philologie insb. Sprache und Kultur des Mittelalters und der frühen Neuzeit
rom1518;19.08.2011;kaTA;beTP;spES;dzLW;El realismo en Gonzalo Torrente Ballester: poder religión y mito
rom0882;19.08.2013;kaTA;beTA;spPT;dzLW dzSW dzMK dzSP dzDK dzWT;CfP: II Jornadas Pedagógicas de Português Gotemburgo 30 de outubro a 2 de novembro 2013: As variedades do Português no ensino de Português Língua Materna e Estrangeira
rom0865;19.09.2010;kaTA;beTA;spES;dzLW dzMK;CfP: Handel Handlung Verhandlung. Theater und Ökonomie in Spanien von der frühen Neuzeit bis zum Beginn der Moderne (16. - 18. Jahrhundert)
rom1197;19.09.2010;kaTA;beTA;spFR spÜG;dzLW dzMK;CfP: The female performer in European fiction (1780-1914): gender issues
rom0263;19.09.2011;kaST;beSTI;spÜG;dzLW dzMK;7 Doktorandenstipendien  im DFG-Graduiertenkolleg Funktionen des Literarischen in Prozessen der Globalisierung
rom1118;19.09.2012;kaTA;beTA;spÜG;dzSW;CfP: Sektion Das Wort als Einheit: Grundlagen und Grenzfälle Romanistentag 2013
rom3468;19.09.2013;kaST;beWS;spES;dzDK;Wiss. Mitarbeiter/-in (EG 13 TV-H) - Didaktik des Spanischen
rom3467;19.09.2013;kaST;beWS;spFR;dzDK;Wiss. Mitarbeiter/-in (EG 13 TV-H) - Didaktik des Französischen
rom3202;19.09.2013;kaST;bePR;spÜG;dzLW;Universitätsprofessur (W 2) für Allgemeine und Vergleichende Literaturwissenschaft
rom0170;19.09.2013;kaST;beSTI;spÜG;dzLW dzMK;20 Promotionsstipendien und 10 Kollegiatenstellen: Graduate School for the Humanities Cologne
rom1389;19.10.2008;kaWI;beAM;spIT;dzLW dzSW dzMK dzSP;Deutsch-Italienische Hochschultage 2008
rom3721;19.10.2009;kaWI;beAM;spFR spIT spPT spES spWR spÜG;dzSW;Zs.: Erste Online-Ausgabe der Zeitschrift Energeia
rom0714;19.10.2010;kaTA;beTA;spÜG;dzLW dzSW dzMK dzWT;CfP: Barock/Körperlichkeit - 12. Barocksommerkurs
rom1004;19.10.2010;kaTA;beTA;spÜG;dzLW dzSW dzMK dzWT;CfP: Mediterranean Encounters in the City (Deadline extended to 15 Nov 2010)
rom3632;19.10.2011;kaST;beWS;spPT spES;dzLW dzMK;Wissenschaftliche/r Mitarbeiter/in Iberische Studien (50%)
rom0511;19.10.2011;kaTA;beTA;spFR;dzSW;Ausschreibung linguistischer Sektionen zum 8. Kongress des Frankoromanistenverbandes
rom3300;19.10.2012;kaTA;beSV;spFR;dzLW;Vortrag von Yvan Leclerc: Madame Bovary un roman de 4.500 pages. Lire les brouillons de Flaubert mis en ligne sur Internet
rom1201;19.10.2012;kaTA;beTA;spÜG;dzLW;CfP: The Poetics of Multilingualism – La Poétique du plurilinguisme
rom3261;19.10.2012;kaST;beWS;spÜG;dzLW dzMK;Vier Stellen als Wissenschaftliche Mitarbeiterin: Queer Studies und Intermedialität: Kunst - Musik - Medienkultur
rom1987;19.10.2012;kaTA;beTP;spÜG;dzLW dzSW dzMK;Languagetalks 2012: Alles Mögliche. Sprechen Denken und Schreiben des (Un)Möglichen
rom3502;19.10.2012;kaST;beWS;spÜG;dzSW;Wiss. Mitarbeiter/in: Languages of Emotion
rom0838;19.10.2013;kaTA;beTA;spPT spES;dzLW dzMK;CfP: Framing Dictatorship in Latinamerican Cinema / Encuadrando la dictadura en el cine latinoamericano
rom0257;19.11.2009;kaST;beSTI;spFR spIT spPT spES spWR spÜG;dzLW dzSW dzMK;6 Promotionsstipendien im DFG-Graduiertenkolleg Expertenkulturen des 12. bis 16. Jahrhunderts
rom0445;19.11.2010;kaST;beWS;spÜG;dzLW;Assistierendenstelle (50%) in Allgemeiner und Vergleichender Literaturwissenschaft (AVL) 
rom3120;19.11.2010;kaTA;beTP;spIT spES spWR spÜG;dzLW dzSW dzWT;Tradurre (in) Europa
rom1492;19.11.2013;kaTA;beTP;spÜG;dzLW dzMK;Dramatic Experience: Poetics of Drama and the Public Sphere(s) in Early Modern Europe and Beyond
rom1536;19.12.2008;kaWI;beAM;spFR;dzLW;Eröffnung des Flaubert-Zentrums München
rom1825;19.12.2008;kaTA;beTA;spES;dzMK;Internationale Tagung: Fractured Identities: Resiting Hispanic Visual Cultures
rom2209;19.12.2008;kaST;beNW;spES;dzSP;Lehrkraft für besondere Aufgaben (Lektor/Lektorin) im Bereich spanische Sprachpraxis
rom2208;19.12.2008;kaST;beNW;spFR;dzSP;Lehrkraft für besondere Aufgaben (Lektor/Lektorin) im Bereich französische Sprachpraxis
rom3720;19.12.2009;kaWI;beAM;spÜG;dzLW dzSW dzMK dzSP;Zs.: Die Grenzen von Sprache in der Übersetzung – Ausgabe 9 der Rezensionszeitschrift ReLü jetzt online
rom1063;19.12.2010;kaTA;beTA;spIT spÜG;dzLW dzMK;CfP: Räume der Passion:  Raumvisionen Erinnerungsorte und Topographien des Leidens Christi in Mittelalter und Früher Neuzeit
rom2964;19.12.2010;kaTA;beSV;spFR spIT spPT spES spÜG;dzLW dzSW;Spring School “Digitale Edition von Archivalien und Handschriften”
rom0450;19.12.2011;kaST;beWS;spPT;dzMK;Associate or assistant professor in Portuguese
rom1668;19.12.2011;kaST;beNW;spFR spES;dzSW;Fristverlängerung: Lehrkraft für besondere Aufgaben (französische und spanische Linguistik)
rom1043;19.12.2011;kaTA;beTA;spÜG;dzSW;CfP: Perspektiven - 2. Diskussionforum Linguistik in Bayern
rom1726;19.12.2012;kaTA;beSV;spFR;dzLW dzSW dzMK;Gründung eines deutsch-französischen Instituts an der Université de Lorraine 
rom2346;19.12.2012;kaST;beNW;spFR;dzSP;Lektor/Lektorin für Französisch
rom3522;19.12.2013;kaST;beWS;spFR spES;dzLW dzMK;Wiss. Mitarbeiter/in spanische oder französische Literatur- und Kulturwissenschaft
rom3707;19.12.2013;kaTA;beTA;spES spÜG;dzSW;XXIX Congreso de la Asociación de jóvenes lingüistas
rom0209;20.01.2008;kaTA;beTA;spIT spÜG;dzLW dzMK;32nd IMISE Conference on the Study of Human Estrangement 
rom1322;20.01.2009;kaTA;beTA;spFR spIT spPT spES spWR;dzSW;Coloquio internacional Marcadores del discurso en las lenguas románicas
rom0342;20.01.2009;kaST;beWS;spES;dzSW dzSP;Akademische/r Mitarbeiter/in in der Lehre (Spanisch/Deutsch)
rom3719;20.01.2010;kaWI;beBIB;spFR spIT spPT spES spWR;dzLW;Zs.: Comparatio: Neue komparatistische Zeitschrift mit romanistischem Schwerpunkt
rom1720;20.01.2010;kaWI;beSTU;spÜG;dzLW dzSW dzMK;Graduiertenprogramm (MA und PhD) Intercultural Humanities an der Jacobs University Bremen
rom1731;20.01.2010;kaST;beWS;spFR;dzSP;Halbe Stelle eines/einer wissenschaftlichen Angestellten (Fremdsprachenausbildung Französisch)
rom3371;20.01.2010;kaST;bePR;spFR spIT spPT spES spWR;dzSW;W2-Professur für Romanische Philologie / Sprachwissenschaft (Spanisch und eine weitere rom. Sprache)
rom1032;20.01.2010;kaTA;beTA;spFR spÜG;dzSW dzDK;CfP: Oralité(s) et écriture(s) : approches linguistiques et didactiques
rom2135;20.01.2011;kaST;beWS;spFR;dzDK;Lehrkraft für besondere Aufgaben (A13 Akademische/r Rat/Rätin): Fremdsprachendidaktik
rom1830;20.01.2011;kaST;beSTI;spÜG;dzLW dzMK;Internationales Promotionsprogramm (IPP) Literatur- und Kulturwissenschaft an der Justus-Liebig-Universität Gießen
rom0183;20.01.2011;kaST;beSTI;spÜG;dzLW dzSW dzMK;3 bis 5 Alfried Krupp Senior-Fellowships (Alfried Krupp Wissenschaftskolleg Greifswald)
rom0253;20.01.2011;kaST;beSTI;spÜG;dzLW dzSW dzMK;6 bis 10 Junior-Fellowships (Alfried Krupp Wissenschaftskolleg Greifswald)
rom2996;20.01.2011;kaST;beSTI;spIT;dzMK;Stipendium für Doktorand/-in Forschergruppe Piazza e monumento (KHI Florenz)
rom3012;20.01.2011;kaST;beSTI;spIT;dzMK;Stipendium für Postdoktorand/-in Forschungsgruppe „Piazza e monumento“ (KHI Florenz)
rom2053;20.01.2011;kaST;beWS;spPT spES;dzSP;Lecturer in Latin American Studies (Spanish and Portuguese Studies)
rom3446;20.01.2012;kaTA;beTP;spÜG;dzLW dzSW dzMK dzSP dzDK;Weblogs in den Geisteswissenschaften oder: Vom Entstehen einer neuen Forschungskultur
rom2490;20.01.2014;kaWI;beAM;spÜG;dzLW;Nachruf Prof. Dr. M. Kruse (Hamburg (2.3.1928 – 10.12.2013))
rom1873;20.01.2014;kaTA;beTP;spFR spÜG;dzLW dzMK;Journée d'études Les bifurcations du récit interactif : Continuité ou rupture ?
rom0996;20.01.2014;kaTA;beTA;spÜG;dzLW dzMK;CfP: Marie de Bourgogne - Le règne la figure et la postérité d’une princesse européenne
rom2956;20.01.2014;kaTA;beTP;spÜG;dzLW dzSW;Sprache(n) im Exil
rom3564;20.02.2008;kaST;beWS;spFR spIT spES;dzSW;Wissenschaftliche MitarbeiterIn im Forschungs- und Lehrbetrieb
rom0317;20.02.2009;kaST;beWS;spES;dzLW dzMK;Akad. Oberrätin / Akad. Oberrat auf Zeit (span. Literaturwiss.)
rom0564;20.02.2009;kaST;beSTI;spÜG;dzLW dzMK;Bis zu 9 Doktoranden/-innenstipendien GCSC Gießen
rom1760;20.02.2009;kaTA;beTP;spES;dzMK;I Jornadas del Hispanismo
rom1149;20.02.2011;kaTA;beTA;spPT spÜG;dzLW dzSW dzMK;CfP:  Sektion Wege und Reisen: Übersetzung als utopisches Schreiben im lusophonen Raum (9. Dt. Lusitanistentag)
rom1161;20.02.2012;kaTA;beTA;spES;dzSW;CfP: Simposio sobre Relaciones espaciales alemán /español / inglés
rom1204;20.02.2013;kaTA;beTA;spFR spIT spPT spES spÜG;dzLW;CfP: The Short Story and Short Story Collection in the Modernist Period: Between Theory and Practice.
rom1754;20.02.2013;kaTA;beSV;spFR spIT spPT spES spÜG;dzSW;Hot Topics in Linguistics: Vorträge und Diskussionen zu kontroversen Fragen in der Linguistik
rom3659;20.02.2013;kaST;beWS;spIT spWR;dzSW;Wissenschaftliche/r Mitarbeiter/in romanische Sprachwissenschaft
rom3431;20.02.2014;kaST;bePR;spES;dzLW;W3-Professur Romanische Literaturen (Spanischsprachige Literaturen)
rom0268;20.02.2014;kaST;beWS;spÜG;dzLW;7 Stellen wiss. Mitarbeiter/in zur Promotion
rom1564;20.02.2014;kaTA;beTP;spPT;dzLW dzMK;Expedição Langsdorff (1824-1828). Um simpósio interdisciplinar e transregional
rom0781;20.02.2014;kaTA;beTA;spFR spIT spPT spES spÜG;dzLW dzMK dzWT;CfP: Der Konflikt in Literatur und Recht der frühmodernen Romania – Zugriffe der romanistischen Literaturwissenschaft und der europäischen Rechtsgeschichte
rom1182;20.02.2014;kaWI;beSTU;spPT spES;dzLW dzMK dzWT;CfP Summer School Kulturtheorien Lateinamerikas
rom3018;20.02.2014;kaST;beNW;spÜG;dzLW dzMK dzWT;Studentische Hilfskraft am MPI für empirische Ästhetik
rom1251;20.02.2014;kaTA;beTA;spÜG;dzLW dzSW;CfP: Wenn Bilder Texte bewegen: Interdisziplinäre Perspektiven auf Visualität Interdisziplinäre DRV-Sommerschule
rom2497;20.02.2014;kaST;beWS;spÜG;dzLW dzSW dzMK;Nachwuchsgruppenleiter/-innen (EG 14TV-H)
rom2584;20.02.2014;kaWI;beAM;spFR spIT spPT spES;dzLW dzSW dzMK dzSP dzDK;Petition: Für den Erhalt von Stellen und Kompetenzen am Institut für Romanistik der Universität Leipzig
rom1609;20.02.2014;kaST;beWS;spIT spWR;dzSW;Forschungsassistent/-in Phonetik und Phonologie
rom3552;20.03.2008;kaST;beWS;spFR;dzLW;Wiss. Mitarbeiterstelle Flaubertforschungsstelle
rom3393;20.03.2008;kaST;bePR;spFR spIT;dzLW;W3-Professur Französische und Italienische Literatur
rom0093;20.03.2008;kaST;beSTI;spÜG;dzLW dzMK;16 doctoral/PhD scholarships in transcultural studies
rom0316;20.03.2008;kaST;beNW;spÜG;dzLW dzSW;Akad. Mitarbeiterstelle Sprach-/Literaturwissenschaft
rom3479;20.03.2008;kaST;beWS;spFR spIT spPT spES spWR spÜG;dzSW;Wiss. Mitarbeiter/in: Dictionnaire Étymologique Roman (DÉRom) 50%
rom2284;20.03.2008;kaST;beWS;spÜG;dzSW dzSP dzDK;Leitung des Fremdsprachenzentrums
rom2879;20.03.2008;kaST;beWS;spÜG;dzWT;Sammelanzeige: Leitungsstellen im Rahmen des Zukunftskonzepts der FU Berlin
rom3556;20.03.2008;kaST;beWS;spÜG;dzWT;Wiss. Mitarbeiterstelle (Koordinatorin/Koordinator Graduiertenschule)
rom1060;20.03.2011;kaTA;beTA;spFR spPT spES spWR spÜG;dzLW dzSW dzMK dzWT;CfP: Pseudoübersetzungen: Imaginationen anderssprachiger Originale
rom0793;20.03.2011;kaTA;beTA;spPT spES;dzSW dzDK;CfP: Deutsch-iberische Tagung zur kontrastiven Linguistik: Contrastivica 2011
rom0715;20.03.2012;kaTA;beTA;spIT spÜG;dzLW dzMK dzWT;CfP: BASTA! Patterns of Protest in Modern Italy: History Agents and Representation
rom2467;20.03.2012;kaST;beSTI;spFR;dzMK dzWT;Mobilitätsstipendien dt.-frz. Doktorandenkolleg Kulturkonflikte-Konfliktkulturen (Univ. Tübingen/Aix-en-Provence)
rom1651;20.03.2012;kaST;beNW;spES;dzSP dzDK;Freie(r) Korrektor(in) Muttersprachler(in) Spanisch
rom3061;20.04.2009;kaTA;beTP;spÜG;dzLW dzMK dzWT;Tagungsprogr.: Nachdenken über das Handwerk. Wie reflektieren die Wissenschaften und Künste ihr eigenes Tun?
rom3373;20.04.2009;kaST;bePR;spES spWR;dzSW;W2-Professur für Romanische Sprachwissenschaft mit Schwerpunkt Hispanistik
rom2402;20.04.2009;kaST;beWS;spFR;dzSW dzMK;Maître de conferences en francophonie
rom1568;20.04.2010;kaTA;beTP;spFR;dzDK;Fachdidaktisches Kolloquium: Francophonie africaine - Perspectives didactiques
rom1647;20.04.2010;kaTA;beSV;spFR;dzMK;Französische Sommeruniversität  „Film et culture cinématographique en France“
