id;datum;kategorie;bereich;sprachen;disziplinen;titel
rom1910;2009-03-12;kaST;bePR;spFR spES;dzDK;Juniorprofessur (W1) für Didaktik der romanischen Sprachen
rom3405;2009-03-12;kaST;bePR;spFR spIT;dzLW;W3-Professur für Französische und Italienische Literaturwissenschaft
rom3376;2009-03-12;kaST;bePR;spFR spES;dzLW dzMK;W2-Professur für Spanische und Französische Literatur- und Kulturwissenschaft
rom1806;2009-03-12;kaTA;beSV;spIT;dzLW dzMK;Interkulturelle und interdisziplinäre Woche zu Italien
rom2646;2009-03-12;kaST;beWS;spÜG;dzLW dzSW dzMK;Postdoktorand/in: Idiome der Gesellschaftsanalyse
rom1617;2009-03-12;kaST;beSTI;spFR spÜG;dzLW dzSW dzMK dzWT;Forschungsstipendien an der Maison des Sciences de l’Homme (MSH) Paris für promovierte deutsche Geistes- und Sozialwissenschaftler 2009/2010
rom3387;2009-03-12;kaST;bePR;spES;dzSW;W2-Universitätsprofessur für Hispanische Linguistik und Mediensprache
rom3415;2009-03-12;kaST;bePR;spFR spIT spPT spES;dzSW;W3-Professur für Romanische Sprachwissenschaft mit dem Schwerpunkt Französisch 
rom1914;2009-03-12;kaST;bePR;spPT spES;dzSW;Juniorprofessur (W1) für iberoromanische Sprachwissenschaft (tenure track)
rom3350;2009-03-12;kaST;bePR;spFR;dzSW dzMK;W2-Professur: Französische Sprach- und Kulturwissenschaft
rom2927;2009-03-16;kaST;beSTI;spÜG;dzLW dzSW dzMK;Sieben Würzburg-Stipendien in der Graduiertenschule für die Geisteswissenschaften
rom2678;2009-03-16;kaST;bePR;spFR;dzSW;Professeur de syntaxe à Strasbourg
rom1804;2009-03-16;kaWI;beSTU;spÜG;dzSW;Interdisziplinäres Masterprogramm in multilingualer Textanalyse an der Universität Zürich
rom1815;2009-03-17;kaTA;beSV;spWR;dzMK;International Summer School: Kulturkontakt in Transformationsgesellschaften
rom2831;2009-03-18;kaTA;beTP;spFR;dzLW;Relire Madeleine Bourdouxhe. Colloque international - film - lecture mise en espace - exposition
rom2892;2009-03-18;kaTA;beSV;spIT;dzLW dzSW;Seconda Scuola estiva di Linguistica e filologia romanza
rom1792;2009-03-18;kaTA;beTP;spIT;dzLW dzSW dzMK;Int. Tagung: Dante's Plurilingualism: Authority Vulgarization Subjectivity
rom1912;2009-03-19;kaST;bePR;spFR spIT spES;dzDK;Juniorprofessur (W1) für Didaktik der romanischen Sprachen
rom0425;2009-03-19;kaST;beWS;spFR;dzLW dzSW dzMK;Assistant (Post-Doctoral): ‘The Old French William of Tyre and its Continuations’ 
rom0087;2009-03-19;kaST;beSTI;spÜG;dzLW dzSW dzMK;15 Promotionsstipendien: Laboratorium Aufklärung
rom0168;2009-03-19;kaST;beSTI;spÜG;dzLW dzSW dzMK;20 Promotionsstipendien der a.r.t.e.s. Forschungsschule
rom1869;2009-03-22;kaTA;beTP;spFR;dzLW;Journée d'étude Genres romanesques et savoirs sur la vie à l'époque contemporaine
rom3400;2009-03-26;kaST;bePR;spFR spES;dzDK;W3-Professur für das Fachgebiet Didaktik der Romanischen Sprachen (Spanisch und Französisch)
rom3102;2009-03-26;kaST;bePR;spÜG;dzLW;Tenure-Track Professorship to build up an Independent Research Group
rom2891;2009-03-26;kaST;beSTI;spÜG;dzLW dzSW dzMK;Sechs Promotionsstipendien des Exzellenzclusters „Herausbildung Normativer Ordnungen“
rom3521;2009-03-26;kaST;beWS;spFR spES;dzLW dzSW dzMK dzSP dzDK;Wiss. Mitarbeiter/in (Spanisch evtl. Französisch)
rom3390;2009-03-26;kaST;bePR;spÜG;dzSW;W2/W3-Tenure-Track Professorship  to build up an Independent Research Group
rom3366;2009-03-27;kaST;bePR;spFR spIT;dzLW;W2-Professur für Romanische Literaturwissenschaft (Französisch u. Italienisch)
rom1083;2009-03-27;kaWI;beAM;spÜG;dzLW dzMK;CfP: Sammelband Szenen von Widerspenstigkeit. Geschlecht zwischen Affirmation Subversion und Verweigerung
rom2495;2009-03-27;kaWI;beAM;spFR spIT spPT spES spWR spÜG;dzLW dzSW;Nachruf: Zum Tode des Romanisten Prof. Dr. Rupprecht Rohr
rom0837;2009-03-27;kaTA;beTA;spÜG;dzLW dzSW dzMK;CfP Forum Junge Wissenschaft V:  DAS PRINZIP ‚OSTEN’
rom1943;2009-03-27;kaWI;beAM;spÜG;dzLW dzSW dzMK;Konsolidierung der Aachener Romanistik
rom3768;2009-03-27;kaWI;beAM;spFR spIT spPT spES spWR;dzSW;Zum Tode des Romanisten Professor Dr. Artur Greive
rom0763;2009-03-27;kaTA;beTA;spPT spES;dzSW;CfP: Contrastivica. Deutsch-iberische Tagung zur kontrastiven Linguistik
rom3367;2009-03-27;kaST;bePR;spPT spES;dzSW;W2-Professur für Romanische Philologie / Iberoromanische Sprachwissenschaft
rom0146;2009-03-29;kaST;beWS;spFR spIT;dzSW;2 Stellen als wissenschaftliche/r Mitarbeiter/in am SFB 538 Mehrsprachigkeit (Französisch und Italienisch)
rom0681;2009-03-29;kaTA;beTA;spFR spIT spPT spES spWR;dzSW;CfP: 39. GAL Jahrestagung - Sektion Soziolinguistik Sprache(n) und Geschlechter
rom0563;2009-03-30;kaST;beSTI;spÜG;dzLW dzSW dzMK;Bis zu 6 Promotionsstipendien im Promotionskolleg „Geschichte und Erzählen“ 
rom0672;2009-04-01;kaTA;beTA;spFR spIT spES spÜG;dzLW dzMK;CfP: 21st-Century European Literature: Mapping New Trends
rom3726;2009-04-01;kaWI;beAM;spPT;dzLW dzSW dzMK;Zs.: Grenzgänge Heft 28 2009: Portugal: Sprache und Kultur im Wandel
rom2297;2009-04-01;kaST;beNW;spES;dzSP;Lektorat Spanisch
rom3212;2009-04-02;kaST;bePR;spES spÜG;dzDK;Universitätsprofessur (W2) auf Zeit für die Didaktik der romanischen Sprachen mit dem Schwerpunkt Spanisch
rom2754;2009-04-02;kaST;bePR;spIT;dzLW;Professur (W3) für Italienische Philologie (Lehrstuhl) - Nachfolge Prof. Dr. Gerhard Regn
rom0784;2009-04-02;kaTA;beTA;spFR;dzLW dzSW dzMK;CfP: Der Vergleich Deutsch-französisches Nachwuchsseminar
rom2080;2009-04-02;kaST;beWS;spES;dzSP;Lecturer/Senior Lecturer Spanisch
rom3028;2009-04-06;kaST;beWS;spIT;dzSW dzDK;Studienrätin/Studienrat im Hochschuldienst
rom3321;2009-04-09;kaST;bePR;spFR spES spÜG;dzDK;W 2 Universitätsprofessur Fremdsprachendidaktik
rom3617;2009-04-09;kaST;beWS;spFR spIT spPT spES;dzLW dzDK;Wissenschaftliche/r Mitarbeiter/in: Didaktik der Mehrsprachigkeit und Mehrkulturalität und Geschichte des Unterrichts romanischer Sprachen und seiner Theorie 
rom3643;2009-04-09;kaST;beWS;spÜG;dzLW dzMK;Wissenschaftliche/r Mitarbeiter/in Koordination Morphomata: Genese Dynamik und Medialität kultureller Figurationen
rom3645;2009-04-09;kaST;beWS;spÜG;dzLW dzMK;Wissenschaftliche/r Mitarbeiter/in Kulturwissenschaft
rom3650;2009-04-09;kaST;beWS;spÜG;dzLW dzMK;Wissenschaftliche/r Mitarbeiter/in Öffentlichkeitsarbeit: Morphomata: Genese Dynamik und Medialität kultureller Figurationen 
rom0548;2009-04-09;kaST;beNW;spPT spES;dzLW dzSW dzMK;Bibliotheksreferendar/in Ibero-Amerikanisches Institut
rom1044;2009-04-12;kaTA;beTA;spFR spÜG;dzLW;CfP: Philosophie et littérature
rom0716;2009-04-15;kaTA;beTA;spPT;dzLW;CfP: Beiträge zur 11. Sektion beim 8. Dt. Lusitanistentag « Contra a corrente : portugiesischsprachige Literaturen gegen den Strom »
rom3480;2009-04-16;kaST;beWS;spFR;dzDK;Wiss. Mitarbeiter/in: Didaktik der Romanischen Sprachen (50%)
rom2752;2009-04-16;kaST;bePR;spFR spIT spPT spES spWR;dzLW;Professur (W3) für Allgemeine und Vergleichende Literaturwissenschaft mit einem Schwerpunkt im Bereich der romanischen Literaturen
rom3654;2009-04-16;kaST;beWS;spÜG;dzLW dzMK;Wissenschaftlicher Mitarbeiter/in (Postdoc): Human Development in Landscapes
rom3784;2009-04-16;kaST;beWS;spÜG;dzLW dzMK;Zwei wissenschaftliche Mitarbeiter/innen: Bildkulturen
rom1570;2009-04-16;kaST;beWS;spFR spÜG;dzLW dzSW dzMK; Fachlektorat am Centre interdisciplinaire d’études et de recherches sur l’Allemagne (CIERA) / Ecole des Hautes Etudes en Sciences Sociales (EHESS) 
rom3762;2009-04-17;kaWI;beAM;spFR spIT spÜG;dzDK;Zs.: Zeitschrift für Romanische Sprachen und ihre Didaktik (ZRomSD) und Reihe Romanische Sprachen und ihre Didaktik (RomSD)
rom0172;2009-04-17;kaST;beWS;spÜG;dzLW dzMK;20 Stellen für Doktorierende und Postdocs Bildkritik. Macht und Bedeutung der Bilder
rom2453;2009-04-17;kaTA;beSV;spÜG;dzLW dzMK;Menschen beschreiben. Literatur - Anthropologie - Psychologie - 1800-2000 4. Internationale Sommerschule im Deutschen Literaturarchiv Marbach
rom0556;2009-04-17;kaST;beSTI;spÜG;dzLW dzMK;Bis 9 Prom.-Stipendien: Formations of the Global. Welterfahrungen - Weltentwürfe - Weltöffentlichkeiten
rom1555;2009-04-17;kaST;beSTI;spÜG;dzLW dzSW dzMK;Europa von außen gesehen Förderrichtlinien für geisteswissenschaftliche Nachwuchsforscher (BMBF)
rom3744;2009-04-17;kaWI;beAM;spÜG;dzLW dzSW dzMK;Zs.: Philologie im Netz (PhiN) 48/2009 erschienen
rom2683;2009-04-18;kaTA;beTA;spÜG;dzSW;Professionalising Multilingualism in Higher Education
rom3061;2009-04-20;kaTA;beTP;spÜG;dzLW dzMK dzWT;Tagungsprogr.: Nachdenken über das Handwerk. Wie reflektieren die Wissenschaften und Künste ihr eigenes Tun?
rom3373;2009-04-20;kaST;bePR;spES spWR;dzSW;W2-Professur für Romanische Sprachwissenschaft mit Schwerpunkt Hispanistik
rom2402;2009-04-20;kaST;beWS;spFR;dzSW dzMK;Maître de conferences en francophonie
rom2457;2009-04-21;kaTA;beTP;spFR;dzLW dzMK;METAPHERN DER MODERNE. Deutsch-Französisches Kolloquium
rom0776;2009-04-21;kaTA;beTA;spÜG;dzLW dzMK;CfP: Das Geschlecht der Anderen. Narrationen und Episteme in Ethnologie Kriminologie Psychiatrie und Zoologie des 19. und 20. Jahrhunderts
rom0772;2009-04-21;kaTA;beTA;spIT;dzLW dzSW dzMK;CfP: Cultural Exchange in Italian Port Cities Renaissance Society of America Conference
rom1282;2009-04-21;kaST;beSTI;spÜG;dzLW dzSW dzMK;C.H. Beck-Stipendium fuer Literatur- und Geisteswissenschaften
rom2092;2009-04-21;kaST;beWS;spFR;dzSW dzMK dzSP;Lectureship in the Cultures Histories and/or Linguistics of the Francophone World
rom0175;2009-04-22;kaTA;beTA;spES spWR;dzLW dzSW dzMK dzSP dzDK;22. Katalanistentag - 22è Col•loqui Germano-Català: Das Konzept der Països Catalans. Sprache – Literatur – Kultur
rom0849;2009-04-23;kaTA;beTA;spIT;dzLW;CfP: Futurisms: precursors protagonists legacies
rom1000;2009-04-23;kaTA;beTA;spÜG;dzLW dzSW dzMK;CfP: Mediävistisches Nachwuchskolloquium
rom2323;2009-04-23;kaST;beWS;spIT;dzSP;Lektor/in für Italienisch
rom2824;2009-04-23;kaST;beNW;spFR;dzWT;Referent/in (Deutsch-Französische Hochschule) im Bereich der Doktoranden- und Forschungsförderung
rom2378;2009-04-24;kaTA;beTP;spÜG;dzLW dzSW;Linguistics & Literary Studies: Interfaces Encounters Transfers
rom2940;2009-04-26;kaTA;beSV;spFR spÜG;dzSW;Sommerschule / Ecole thématique CNRS Transcrire et analyser l'interaction (TRANAL_I)
rom3093;2009-04-27;kaTA;beTP;spFR spPT spES;dzMK;Tele-Visionen. Fernsehformate in der Romania
rom2606;2009-04-28;kaTA;beTP;spFR;dzLW;Plaisir à Mandiargues. Colloque du centenaire (1909-1991)
rom1110;2009-04-28;kaTA;beTA;spPT spWR;dzLW dzSW dzMK;CfP: Sektion 7: »Infrakultur und Eixo Atlántico« / 8. Deutscher Lusitanistentag
rom1012;2009-04-29;kaWI;beAM;spFR;dzLW;CfP: Mitwirkung an einem Lehrbuch Balzacs Sarrasine. 12 Modellanalysen
rom1280;2009-04-29;kaTA;beTA;spÜG;dzLW dzSW dzMK;CfP Zwischen Präsenz und Repräsentation: Mythos in theoretischen und literarischen Diskursen
rom1281;2009-04-29;kaTA;beTA;spÜG;dzLW dzSW dzMK;CfP:Graduiertenkonferenz Emotionale Grenzgänge
rom3378;2009-04-29;kaST;bePR;spÜG;dzMK;W2-Professur Medien- und Kulturtheorie (50%)
rom2289;2009-04-30;kaST;beNW;spES;dzSP;Lektor / Lektorin für Spanisch (50 %) [korrigierte Fassung]
rom2288;2009-04-30;kaST;beNW;spFR;dzSP;Lektor / Lektorin für Französisch (80%) [korrigierte Fassung]
rom3354;2009-04-30;kaST;bePR;spÜG;dzSW;W2-Professur für Dolmetschwissenschaft
rom3406;2009-04-30;kaST;bePR;spÜG;dzSW;W3-Professur für Kognitionswissenschaften
rom1627;2009-05-03;kaTA;beTP;spFR;dzLW dzMK;Forum France Monde Francophone 2009: Erinnerung und Geschichte : Sklaverei im Blick/ Mémoire et Histoire : Regards contemporains sur l’esclavage
rom3731;2009-05-04;kaWI;beAM;spPT spES;dzLW dzMK;Zs.: Iberoamericana IX (2009) Nr. 33 März 2009 Dossier: Migrantes de origen alemán en Argentina
rom2166;2009-05-04;kaST;beWS;spFR;dzSP;Lehrkraft für besondere Aufgaben Französische Sprachpraxis
rom0191;2009-05-05;kaST;beSTI;spFR spIT spPT spES spWR;dzLW dzSW;3 Doktorandinnen- / Doktoranden-Stellen am Zentrum für Sprach- und Literaturwissenschaft der LMU
rom2939;2009-05-05;kaTA;beSV;spWR;dzLW dzSW dzMK dzSP;Sommerschule Chisinau: Die Republik Moldau – Nachbar der EU. Kultur Geschichte Sprachen
rom1735;2009-05-05;kaWI;beAM;spÜG;dzLW dzSW dzMK dzSP dzDK;Heidelberger Appell (aktualisiert): Für Publikationsfreiheit und die Wahrung der Urheberrechte
rom1045;2009-05-05;kaTA;beTA;spFR spPT spES spÜG;dzSW;CfP: Phonology Syntax and Semantics of Creole Languages. International Seminar on Creole Languages for Postgraduates II
rom0858;2009-05-06;kaTA;beTA;spFR spIT spPT spES spÜG;dzMK;CfP: Glimmering Utopias: 50 Years African Movie Panel 12 der Tagung der Vereinigung für Afrikawissenschaften
rom3235;2009-05-07;kaTA;beTA;spÜG;dzLW dzSW dzMK;VERBAL-Workshop “Sex & Sprache / Sex & Language”
rom0282;2009-05-07;kaST;beSTI;spÜG;dzLW dzSW dzMK;8 Promotionsstipendien im Graduiertenkolleg Kulturkontakt und Wissenschaftsdiskurs
rom2419;2009-05-10;kaWI;beSTU;spFR spÜG;dzSW dzMK;Master - Learning and Development in Multilingual and Multicultural Contexts
rom2237;2009-05-11;kaST;beNW;spES;dzSP;Lehrkraft für besondere Aufgaben Spanische Sprachpraxis (50%)
rom1067;2009-05-12;kaTA;beTA;spES;dzLW dzMK;CfP: Religion in the Hispanic Baroque. The First Atlantic Culture and its Legacy
rom1073;2009-05-12;kaTA;beTA;spFR spÜG;dzLW dzMK;CfP: Responsabilité de protéger: un héritage canadien / Responsibility to Protect: A Canadian Heritage
rom3259;2009-05-13;kaST;bePR;spFR spIT spPT spES spWR spÜG;dzLW dzMK;Vier Mercator Research Group Juniorprofessuren (W1) “Spaces of Anthropological Knowledge: Production and Transfer”
rom1537;2009-05-13;kaWI;beAM;spES;dzLW dzSW dzMK;Eröffnung Forschungszentrum Spanien der Universität Regensburg
rom3528;2009-05-14;kaST;beWS;spFR spIT spPT spES;dzSW;Wiss. Mitarbeiter/in (Sprachwissenschaft 50%)
rom0460;2009-05-14;kaTA;beTP;spÜG;dzSW;ATELIER ANDREAS WESCH
rom1415;2009-05-15;kaST;beWS;spFR;dzDK;Didaktik der Romanischen Sprachen (50%)
rom0917;2009-05-15;kaTA;beTA;spIT;dzLW dzMK;CfP: Italy and the Emotions. Perspectives from the 18th Century to the Present Association for the Study of Modern Italy
rom3368;2009-05-15;kaST;bePR;spPT spES;dzSW;W2-Professur für Romanische Philologie / Iberoromanische Sprachwissenschaft
rom0065;2009-05-18;kaST;beSTI;spIT spWR spÜG;dzLW dzSW dzMK;12 Doktorandenstellen im Graduiertenkolleg: Kulturelle Orientierungen und gesellschaftliche Ordnungsstrukturen in Südosteuropa
rom1886;2009-05-20;kaST;bePR;spÜG;dzLW;Juniorprofessor: Literatur und anthropologisches Wissen (Literature and Anthropological Knowledge)
rom2676;2009-05-20;kaST;bePR;spES;dzLW dzMK;Profesor/a assistente en “Literatura y estudios culturales de Latinoamérica
rom1973;2009-05-20;kaTA;beTP;spFR spÜG;dzLW dzMK;« La nation nommée Roman » face aux histoires nationales : quels enjeux éthiques pour l’écriture romanesque depuis 1960 ?
rom2788;2009-05-20;kaST;beSTI;spES spWR spÜG;dzLW dzSW;Promotionsstipendien im Forschungsprojekt La oralidad fingida: descripción y traducción
rom3104;2009-05-20;kaTA;beTP;spIT;dzLW dzSW dzMK;Testi brevi 2. Teoria e pratica della testualità nell'era multimediale
rom2936;2009-05-20;kaST;beSTI;spÜG;dzLW dzSW dzMK;Sofja Kovalevskaja-Preis 2010 - Spitzenforschungspreis für die besten Nachwuchswissenschaftlerinnen und -wissenschaftler aus dem Ausland
rom2795;2009-05-20;kaST;beSTI;spÜG;dzMK;Promotionsstipendium und zwei Postdoc-Stellen im Graduiertenkolleg Mediale Historiographien
rom0118;2009-05-20;kaST;beWS;spES;dzSW;2 Lehrkräfte für besondere Aufgaben / Spanische Sprachpraxis 
rom3391;2009-05-20;kaST;bePR;spÜG;dzSW;W3-Professur Allgemeine Linguistik
rom0228;2009-05-21;kaST;beWS;spÜG;dzLW dzMK;5 Doktorandenstellen in den Geisteswissenschaften Forschergruppe Anfänge (50%)
rom0224;2009-05-21;kaWI;beSTU;spÜG;dzLW dzSW dzMK;40 Studienplätze für Doktoranden in der Heidelberger Graduiertenschule für Geistes- und Sozialwissenschaften
rom2767;2009-05-21;kaWI;beFJR;spFR spIT spPT spES spWR spÜG;dzLW dzSW dzMK dzSP dzDK;Programm des Forums Junge Romanistik 2009 Grenzgänger und Exzentriker
rom0006;2009-05-24;kaTA;beSV;spÜG;dzLW dzSW dzMK dzSP dzDK;1. Europäische Sommeruniversität Kulturen und Technologien
rom1980;2009-05-25;kaTA;beSV;spFR;dzLW dzSW dzMK dzSP dzDK;La vie littéraire en France Sommeruniversität des Frankreich-Zentrums der Universität Freiburg
rom2663;2009-05-25;kaWI;beAM;spFR spIT spPT spES spWR;dzLW dzSW dzMK dzSP dzDK;Preis der Kurt-Ringger-Stiftung zur Förderung des romanistischen Nachwuchses
rom0039;2009-05-25;kaST;beSTI;spÜG;dzSW;10 Ph.D. Scholarships in Linguistics “Frequency effects in language” (DFG-Graduiertenkolleg)
rom2390;2009-05-26;kaTA;beTP;spES;dzLW;Literatura de la independencia independencia de la literatura
rom1788;2009-05-26;kaTA;beTP;spFR spÜG;dzLW dzMK;Int. Kolloquium: Prozesse und Strategien der Hybridität 2
rom1432;2009-05-26;kaTA;beTP;spFR spIT spÜG;dzLW dzSW dzMK;Die Sprache(n) der Comics
rom2871;2009-05-26;kaWI;beSTU;spFR spIT spES spWR;dzLW dzSW dzMK dzSP dzDK;Romanistische Master-Studiengänge an der Universität  Mannheim
rom2878;2009-05-26;kaTA;beTP;spES;dzMK;SALALM 54: Migrations and Connections: Latin America and Europe in the Modern World
rom1575;2009-05-26;kaTA;beTP;spIT;dzMK;Faszination oder Ignoranz? Perspektiven auf Italiens aktuelle Rolle in Europa
rom1484;2009-05-27;kaST;beWS;spFR spES;dzLW dzMK;Doktorand/in Literatur-/Kulturwissenschaft (Span. Französ. 50%)
rom1015;2009-05-27;kaTA;beTA;spÜG;dzSW;CfP: Monolingual Multilingualism? Standard languages and their impact on multilingual policies and practices in Europe: a historical perspective
rom3318;2009-05-28;kaST;bePR;spES;dzLW;W 2 - Professur Romanische Literaturwissenschaft Schwerpunkt Hispanistik
rom0302;2009-05-28;kaST;beWS;spÜG;dzLW dzSW;Acht Doktorandenstellen: Textualität in der Vormoderne
rom3148;2009-05-28;kaST;beWS;spES;dzMK dzSP;Una lectora/un lector ELE a tiempo complete y de una lectora/un lector de ELE a tiempo parcial (50 %)
rom0040;2009-05-28;kaST;beSTI;spÜG;dzSW;10 Ph.D. Scholarships in Linguistics “Frequency effects in language”
rom1794;2009-05-29;kaTA;beTP;spFR spES;dzLW dzMK;Int. Tagung: Koloniales Kaleidoskop Karibik. Eine Inselwelt im Fokus kultureller Transferprozesse im 19. Jahrhundert
rom1798;2009-05-29;kaTA;beTP;spIT;dzLW dzMK;Int. Workshop: Scribal Culture in Italy 1450 - 1650
rom1020;2009-05-30;kaTA;beTA;spFR;dzMK;CfP: Mythen und Tabus in den deutsch-französischen Beziehungen des 20. Jahrhunderts
rom3769;2009-05-31;kaWI;beAM;spIT;dzLW;Zum Tode des Romanisten Professor Dr. Michelangelo Picone
rom1789;2009-06-01;kaTA;beTP;spFR spIT spPT spES spWR;dzLW dzSW dzMK;Int. Kongress: V. Dies Romanicus Turicensis Anachronismen
rom0265;2009-06-01;kaTA;beTA;spFR;dzLW dzSW dzMK dzSP dzDK;[Verlängerte Frist] 7. Kongress des Frankoromanistenverbands in Essen: „Stadt – Kultur – Raum“ - Bitte um Einreichung von Sektionsvorschlägen
rom1473;2009-06-02;kaST;beWS;spÜG;dzLW;Doktorandenstellen (50%) und -plätze im Promotionsstudiengang „Literaturwissenschaft“ LMU München
rom3035;2009-06-02;kaTA;beSV;spÜG;dzLW;Summer School New Forms of Fiction. Exploring Blendings and Transgressions of Fiction and Reality 
rom2186;2009-06-02;kaST;beWS;spES;dzLW dzMK;Lehrkraft für besondere Aufgaben: Hispanistische Literaturwissenschaft (50%)
rom2519;2009-06-02;kaWI;beSTU;spFR spPT spES spWR spÜG;dzSW;Neuer int. Studiengang: European Master in Lexicography
rom1447;2009-06-02;kaST;beWS;spIT spWR;dzSW;DissertantInnenstelle (romanistische Sprachwissenschaft Schwerpunkt Italienisch)
rom1929;2009-06-03;kaTA;beTP;spFR spIT spES spÜG;dzLW dzMK;Katastrophe und Gedächtnis
rom1309;2009-06-03;kaTA;beTP;spFR spÜG;dzLW dzSW dzMK;Colloque international: Multiculturalisme et diversité culturelle dans les médias au Canada et au Québec
rom2257;2009-06-04;kaST;beWS;spFR spES spÜG;dzSW;Lehrkraft für besondere Aufgaben: Übersetzungswissenschaft und Fachkommunikation
rom0850;2009-06-05;kaTA;beTA;spFR spÜG;dzLW dzMK;CfP: Gallomanie et gallophobie: le mythe français en Europe au XIXe siècle
rom2271;2009-06-05;kaST;beWS;spÜG;dzLW dzSW dzMK;Leitende/r Angestellte/r Forschungsverbünde FU Berlin
rom0848;2009-06-07;kaTA;beTA;spIT;dzLW;CfP: Futurismo: Impact and Legacy
rom2961;2009-06-08;kaTA;beTA;spFR;dzSW;Sprachwissenschaftliche Sektionen auf dem Frankoromanistentag 2010
rom1144;2009-06-09;kaTA;beTA;spES spWR;dzLW;CfP: Sektion „Katalanische Literatur des 20. Jahrhunderts und der Gegenwart“  beim Wiener Katalanistentag
rom1431;2009-06-09;kaTA;beTP;spFR;dzLW;Die Rückkehr des Erzählens in der französischen Gegenwartsliteratur?
rom3165;2009-06-10;kaST;beWS;spFR spIT spPT spES spWR;dzLW;Universitätsassistent/in ohne Doktorat (50% Literaturwiss.)
rom0757;2009-06-10;kaTA;beTA;spES;dzSW;CfP: Congreso “Interdisciplinariedad Lenguas y TIC: Investigación y Enseñanza”
rom2697;2009-06-10;kaST;bePR;spES;dzSW;Professor/in Lehrgebiet: Fachübersetzen Spanisch
rom2218;2009-06-11;kaST;beNW;spES;dzLW;Lehrkraft für besondere Aufgaben: Romanische Literaturwissenschaft (Spanisch 50%)
rom1680;2009-06-11;kaWI;beBIB;spPT spES;dzLW dzSW dzMK dzSP dzDK;Gastbeiträge ciberaBlog
rom1224;2009-06-12;kaTA;beTA;spPT spES spWR;dzSW dzMK dzSP;CfP: V COLOQUIO INTERNACIONAL SOBRE LA HISTORIA DE LOS LENGUAJES IBERORROMÁNICOS DE ESPECIALIDAD
rom2221;2009-06-14;kaST;beWS;spFR spES;dzSW;Lehrkraft für besondere Aufgaben: Romanische Sprachwissenschaft (Französisch Spanisch 100%)
rom0005;2009-06-16;kaTA;beSV;spÜG;dzLW dzSW dzMK dzSP dzDK;1. Europäische Sommeruniversität Kulturen und Technologien - Verlängerung der Bewerbungsfrist
rom2973;2009-06-16;kaST;beSTI;spÜG;dzLW dzSW dzMK dzSP dzDK;Startförderung – DFG-Maßnahmenpaket für den wissenschaftlichen Nachwuchs 
rom1772;2009-06-16;kaTA;beTP;spES;dzMK;IIIa Jornada Hispánica: Film und Zensur in der Francozeit
rom2314;2009-06-16;kaST;beWS;spFR;dzSP;Lehrkraft für besondere Aufgaben für Französisch (BAT IIa)
rom1937;2009-06-17;kaTA;beTP;spES;dzLW dzMK;Kolloquium Blickpunkt Lateinamerika
rom1261;2009-06-18;kaTA;beTA;spFR spIT spPT spES spWR spÜG;dzSW;CfP: Workshop Sprachkontakt und Mehrsprachigkeit als Herausforderung für Soziolinguistik und Systemlinguistik
rom3163;2009-06-18;kaST;beWS;spFR spIT spPT spES spWR;dzSW dzSP;Universitätsassistent/in mit Doktorat (Translationswissenschaft)
rom3166;2009-06-18;kaST;beWS;spFR spIT spPT spES spWR;dzSW dzSP;Universitätsassistent/in ohne Doktorat (Translationswissenschaft 50%)
rom3736;2009-06-19;kaWI;beAM;spIT;dzLW dzSW dzMK dzSP;Zs.: Italienisch Nr. 61 Mai 2009 u.a. Schwerpunkt zu Dino Buzzati
rom2427;2009-06-20;kaWI;beSTU;spES;dzLW dzSW dzMK;Master universitario METODOLOGÍAS HUMANÍSTICAS EN EL SIGLO XXI
rom3759;2009-06-21;kaWI;beAM;spES spWR;dzLW dzSW dzMK;Zs.: Zeitschrift für Katalanistik: neuer Band 21 / 2008 verfügbar
rom3694;2009-06-22;kaTA;beTP;spFR spES spÜG;dzLW dzMK;Workshop Welt-Fiktionen
rom0179;2009-06-23;kaTA;beTP;spFR spÜG;dzLW dzMK;2e Atelier du Québec à Bayreuth: Diversité Culturelle et Médias
rom2915;2009-06-23;kaST;beWS;spFR;dzLW dzSW dzMK dzSP dzDK;Senior Lecturer (Französisch)
rom2869;2009-06-23;kaWI;beSTU;spFR spES;dzLW dzSW dzMK dzSP dzDK;Romanistik in Erfurt studieren
rom1019;2009-06-23;kaTA;beTA;spFR;dzMK;CfP: Musik – Kontext und zurück: Interdisziplinäre Perspektiven auf Musik als Forschungsobjekt
rom3677;2009-06-24;kaST;beWS;spFR spIT;dzLW;Wiss.Mitarbeiter/in (Literaturwiss. Französ./Ital.)
rom3755;2009-06-24;kaWI;beAM;spFR;dzLW dzSW dzMK;Zs.: Trivium 3/2009 - Droits subjectifs et droits de l'homme / Subjektive Rechte und Menschenrechte
rom2310;2009-06-24;kaST;beNW;spES;dzSP;Lektorenstelle für Sprachpraxis Spanisch
rom2309;2009-06-24;kaST;beNW;spFR;dzSP;Lektorenstelle für Sprachpraxis Französisch (50%)
rom2988;2009-06-25;kaST;bePR;spFR;dzLW;(Stiftungs-)Juniorprofessur für Romanische und Allgemeine Literaturwissenschaft mit dem Schwerpunkt Men's Studies
rom3211;2009-06-25;kaST;bePR;spFR spIT spPT spES;dzSW;Universitätsprofessur W 3 für Romanistische Linguistik
rom3052;2009-06-29;kaTA;beTBE;spES;dzLW dzMK;Tagungsbericht: Blickpunkt Lateinamerika
