id;datum;kategorie;bereich;sprachen;disziplinen;titel
rom3130;2007-11-15;kaTA;beTP;spÜG;dzLW;Transpositionen des Televisiven
rom1339;2007-11-22;kaST;beWS;spFR;dzDK dzWT;Coordinateur recherche & MA 
rom1420;2007-11-22;kaTA;beTP;spFR;dzLW dzSW dzMK;Die Erfindung Kanadas
rom2139;2007-11-22;kaST;beWS;spFR;dzSP;Lehrkraft für besondere Aufgaben Engl/Franz FH 
rom0324;2007-11-22;kaST;beWS;spFR spES;dzSW;Akadem. Rat/Rätin Romanische Sprachwissenschaft: Frz/Span
rom0125;2007-11-22;kaST;beWS;spÜG;dzSW;2 Postdoc Fellowships in Linguistics
rom0259;2007-11-22;kaST;beSTI;spÜG;dzSW;6 Stipendien im Promotionsverbund »Dimensionen der Ambiguität«
rom0421;2007-11-22;kaWI;beAM;spÜG;dzSW;Artikelvorschläge: BildungselitenMigration und Mehrsprachigkeit 
rom2825;2007-11-22;kaST;beWS;spFR spIT;dzWT;Referent/in f. Romanistik Universitäts- und Landesbibliothek
rom3534;2007-11-22;kaST;beWS;spIT spÜG;dzWT;Wiss. Mitarbeiter/in Universitäts- und Landesbibliothek
rom2699;2007-11-29;kaST;bePR;spFR;dzLW;Professur Ältere Französische und Allgemeine Literaturwissenschaft
rom0198;2007-11-29;kaST;beWS;spÜG;dzLW;3 Postdoc Fellowships (Junior Fellows) in Literary Studies
rom1816;2007-11-29;kaTA;beSV;spÜG;dzMK;International Summer School Kulturregionen - Identitätsregionen
rom1915;2007-11-29;kaST;bePR;spÜG;dzMK;Juniorprofessur (W1) für Mediengeschichte der Wissenschaften
rom2826;2007-11-29;kaST;beNW;spÜG;dzMK;Referent/in für Öffentlichkeitsarbeit Kulturwissenschaftliches Institut
rom0357;2007-11-29;kaST;beWS;spFR;dzSW dzDK;Akademische/r Rat/Rätin Französisch PH
rom2806;2007-11-30;kaTA;beTA;spFR;dzLW;Proust und der Körper
rom1520;2007-12-06;kaTA;beTP;spES;dzLW dzMK;El viaje y la percepción del otro: viajeros a la Península Ibérica y sus descripciones (siglos XVIII y XIX)
rom1393;2007-12-06;kaTA;beTA;spIT;dzLW dzSW dzMK dzSP dzDK;Deutscher Italianistentag 2008: Inquietudini
rom1730;2007-12-06;kaST;beNW;spFR;dzSP;Halbe Lektorenstelle für Französisch
rom3316;2007-12-06;kaST;bePR;spFR spES;dzSW;W 2-Professur für Romanistische Sprachwissenschaft 
rom0147;2007-12-06;kaST;beSTI;spÜG;dzWT;2 Stellen für Postdoktoranden/innen DFG-Graduiertenkolleg Freunde Gönner Getreue
rom2360;2007-12-08;kaTA;beTP;spFR;dzLW;Les Salons de Diderot 
rom1880;2007-12-08;kaST;beSTI;spÜG;dzLW dzMK;Junior and Senior Research Fellowships
rom1802;2007-12-08;kaTA;beTA;spFR;dzLW dzSW dzMK dzWT;Interdisziplinärer Frankophonieforschertag
rom1323;2007-12-28;kaTA;beTP;spPT;dzLW;Colóquio Internacional Miguel Torga
rom1893;2007-12-28;kaST;bePR;spÜG;dzLW;Juniorprofessur für Romanische Philologie Exzellenzinitiative Friedrich Schlegel Graduate School of Literary Studies (FU Berlin Frist 17.1.2008)
rom1891;2007-12-28;kaST;bePR;spÜG;dzLW;Juniorprofessur für für Allgemeine und Vergleichende Literaturwissenschaft Exzellenzinitiative Friedrich Schlegel Graduate School of Literary Studies (FU Berlin Frist 17.1.2008)
rom3715;2007-12-28;kaWI;beAM;spÜG;dzLW dzMK; Zeitschrift: HiN - Internationale Zeitschrift für Humboldt-Studien VIII 15 (2007)
rom2736;2007-12-28;kaST;bePR;spFR spIT spPT spES spWR spÜG;dzLW dzSW dzMK;Professur (W 2) Medientheorie/Semiotik (Berlin)
rom2282;2007-12-28;kaST;beWS;spÜG;dzLW dzSW dzMK;Leitung der Geschäftsstelle Die Junge Akademie (Berlin Frist: 15.1.2008)
rom1831;2007-12-28;kaWI;beSTU;spÜG;dzLW dzSW dzMK;Internationales Promotionsprogramm (IPP) Literatur- und Kulturwissenschaft (Giessen Frist 1.4.2008)
rom1803;2007-12-28;kaTA;beTA;spFR;dzLW dzSW dzMK dzSP dzDK dzWT;Interdisziplinärer Frankophonieforschertag 
rom0235;2007-12-28;kaST;beSTI;spFR spIT spPT spES spWR spÜG;dzLW dzSW dzMK dzWT;5 post-doctoral fellowships Zukunftskolleg Konstanz (Konstanz 31.1.2008)
rom0134;2007-12-28;kaST;beWS;spÜG;dzMK;2 Projektkoordinatoren/innen Kulturwissenschaftliches Institut (50% Essen Frist 3.1.2008)
rom0216;2007-12-28;kaST;beWS;spÜG;dzMK;4 Nachwuchsgruppenleiter/innen Exzellenzinitiative: Zukunftskonzept Heidelberg: Realising the Potential of a Comprehensive University (Heidelberg Frist: 31.1.2008)
rom0358;2007-12-28;kaTA;beTP;spÜG;dzMK;Akteurinnen der Kulturvermittlung: TranslatorInnnen Philologisch-kulturwissenschaftliche ForscherInnen und FremdsprachenlehrerInnen
rom0279;2007-12-28;kaST;beSTI;spÜG;dzMK;8 Promotionsstipendien Generationengeschichte. Generationelle Dynamik und historischer Wandel im 19. und 20. Jahrhundert (Frist 1.2.2008)
rom2341;2007-12-28;kaST;beNW;spFR;dzSP;Lektorin/Lektor für Französisch unbefristet (13 TV-L Göttingen)  
rom3395;2007-12-28;kaST;bePR;spFR spIT spPT spES spWR spÜG;dzSW;W3-Professur für Allgemeine Sprachwissenschaft mit Ausstattung (Konstanz Frist 12.1.2008)  
rom2761;2007-12-28;kaST;bePR;spÜG;dzSW;Professur (W3) Phonetik und Phonologie (Saarbrücken Frist 31.1.2008)
rom2965;2007-12-28;kaTA;beTA;spÜG;dzSW dzMK;Stadt und Land in Mittelalter und Renaissance in der Romania - 2. Tagung des Netzwerks Mittelalter und Renaissance (Regensburg 27.-29.9.08)
rom3275;2008-01-06;kaTA;beTA;spPT spES;dzLW;VIII Jornadas Andinas de Literatura Latinoamericana (JALLA) 2008 SEGUNDA CONVOCATORIA
rom3669;2008-01-06;kaST;beWS;spFR;dzLW dzMK;Wissenschaftliche/r Mitarbeiter/in
rom2631;2008-01-06;kaST;beWS;spFR spÜG;dzLW dzMK;Postdoc Position in African Studies
rom0373;2008-01-06;kaST;beSTI;spFR;dzLW dzSW dzMK;Allocation post-doctorale 2008 du Conseil Régional d'Auvergne
rom2122;2008-01-06;kaST;beWS;spIT;dzSP;Lehrkraft für bes. Aufgaben (Lektorin/Lektor)
rom1303;2008-01-06;kaTA;beTA;spFR;dzSW;Colloque du Collège doctoral franco-allemand Locutions: les langues entre cultures et cognition
rom1482;2008-01-10;kaST;beSTI;spÜG;dzLW dzMK;Doktorandenstipendien der Friedrich Schlegel Graduate School of Literary Studies
rom1762;2008-01-10;kaWI;beAM;spPT spES;dzLW dzSW dzMK;Iberoamericana 28 (2007)
rom2458;2008-01-10;kaWI;beAM;spÜG;dzLW dzSW dzMK;Metaphorik.de Ausgabe 13/2007
rom1554;2008-01-10;kaST;bePR;spÜG;dzLW dzSW dzMK dzWT;Eurolecture Gastdozentur der Alfred Toepfer Stiftung
rom1812;2008-01-10;kaTA;beTP;spIT;dzSP;International Meeting on Training Quality and Certifications in FLT (Siena 4.-5.2. 2008)
rom2232;2008-01-10;kaST;beNW;spIT spPT spES;dzSP;Lehrkraft für besondere Aufgaben Spanisch und Portugiesisch
rom1950;2008-01-10;kaST;beWS;spÜG;dzWT;Koordinatorin/ Koordinator Studiengang Euroculture
rom2256;2008-01-10;kaST;beWS;spÜG;dzWT;Lehrkraft für Besondere Aufgaben Studiengang Euroculture
rom0397;2008-01-12;kaWI;beAM;spFR;dzLW;Appel à contributions au N°2 des Cahiers Leiris
rom3767;2008-01-14;kaWI;beAM;spFR spES spWR;dzSW;Zum Tode des Kölner Romanisten Andreas Wesch
rom0312;2008-01-16;kaST;beWS;spFR spIT spPT spES spWR spÜG;dzSW;Akad. Mitarbeiter/in Sprachwissenschaft
rom2986;2008-01-16;kaST;beWS;spES;dzSW dzSP dzDK;Stelle für wiss. MitarbeiterIn am Institut für Romanische Sprachen der Wirtchaftsuniversität Wien
rom3543;2008-01-17;kaST;beWS;spÜG;dzLW dzMK;Wiss. Mitarbeiterin/Mitarbeiter am GGK Gießen
rom2440;2008-01-17;kaST;beSTI;spÜG;dzLW dzMK;Max. 10 Doktorand/innen- und 2 Postdoktorand/innenstipendien GCSC
rom3408;2008-01-18;kaST;bePR;spFR spES;dzLW dzMK;W3-Professur für Romanische Literatur- und Medienwissenschaft
rom2601;2008-01-18;kaWI;beAM;spÜG;dzLW dzSW dzMK;Philologie im Netz 43 (008)
rom1522;2008-01-18;kaWI;beAM;spIT;dzLW dzWT;Encyclopedia of the Medieval Chronicle sucht Mitarbeiter
rom3414;2008-01-18;kaST;bePR;spFR spES;dzSW dzMK;W3-Professur für Romanische Sprach- und Medienwissenschaft
rom1414;2008-01-19;kaWI;beAM;spFR;dzLW;Dictionnaire raisonné de la caducité des genres littéraires sucht Mitarbeiter
rom0209;2008-01-20;kaTA;beTA;spIT spÜG;dzLW dzMK;32nd IMISE Conference on the Study of Human Estrangement 
rom1695;2008-01-21;kaST;beWS;spFR;dzLW dzMK dzWT;Geprüfte wissenschaftliche Hilfskraft (Frankreichzentrum)
rom3063;2008-01-22;kaTA;beTP;spÜG;dzLW dzSW dzMK;Tagungsprogramm: Grenzen des tolerablen Streits
rom2483;2008-01-23;kaWI;beAM;spIT spWR;dzSW;Nachruf auf Sorin Stati
rom0027;2008-01-24;kaST;beSTI;spÜG;dzLW dzSW dzMK;10 Doktorandenstipendien in der Graduiertenschule des Clusters Languages of Emotion
rom3260;2008-01-24;kaST;beSTI;spÜG;dzLW dzSW dzMK;Vier Promotionsstipendien im Graduiertenkolleg Transnationale Räume
rom3397;2008-01-24;kaST;bePR;spFR spÜG;dzSP;W3-Professur für Angewandte Sprachen (Engl./Frz.)
rom3326;2008-01-24;kaST;bePR;spFR spES;dzSW;W 3-Professur für Romanische Philologie/Sprachwissenschaft
rom3402;2008-01-24;kaST;bePR;spFR spES;dzSW dzDK;W3-Professur für Didaktik des Französischen und Spanischen
rom2538;2008-01-25;kaWI;beAM;spFR;dzLW;Neuerscheinung: Recherches Valéryennes 18
rom3062;2008-01-25;kaTA;beTP;spFR spES;dzLW dzMK;Tagungsprogramm: Enfances / Ser niño
rom3064;2008-01-27;kaTA;beTP;spFR spÜG;dzSP dzDK;Tagungsprogramm: La formation des enseignants en contexte plurilingue. Identité - Hybridité - Mobilité
rom2270;2008-01-28;kaWI;beAM;spFR spIT spPT spES spWR;dzLW dzSW dzMK dzSP dzDK;Leibniz Universität ohne Leibniz? - Offener Brief des Vorsitzenden des DRV an den Präsidenten der Universität Hannover
rom2982;2008-01-29;kaST;beWS;spFR spES;dzLW;Stelle als Wiss. MitarbeiterIn in romanistischer Literaturwissenschaft
rom1275;2008-01-29;kaWI;beAM;spÜG;dzLW dzMK;CfP Zeitschrift für Kulturwissenschaften Heft 4: Räume
rom1514;2008-01-29;kaWI;beAM;spES;dzLW dzSW dzMK;Eintragungen für die Bibliographie der Hispanistik 2005-2007
rom2168;2008-01-31;kaST;beWS;spFR spES;dzLW;Lehrkraft für besondere Aufgaben (französische und spanische Literaturwissenschaft)
rom3325;2008-01-31;kaST;bePR;spPT spES;dzLW;W 3- Professur für Romanische Philologie (Lateinamerikanische Literatur)
rom0156;2008-01-31;kaST;beWS;spFR;dzLW dzMK;2 wissenschaftlichen Mitarbeiterstellen in der Nachwuchsforschergruppe Koloniale Transferprozesse in der Literatur des 19. Jahrhunderts
rom0314;2008-01-31;kaST;beWS;spÜG;dzLW dzMK;Akad. Mitarbeiterstelle am Exzellenzcluster Kulturelle Grundlagen von Integration
rom2225;2008-01-31;kaST;beWS;spES;dzMK dzSP;Lehrkraft für besondere Aufgaben (Spanisch)
rom2158;2008-01-31;kaST;beWS;spFR;dzMK dzSP;Lehrkraft für besondere Aufgaben (Französisch)
rom2461;2008-01-31;kaST;beNW;spFR spES;dzSP;Mitarbeiter/in im Bereich Sprachen
rom2233;2008-01-31;kaST;beNW;spPT spES;dzSP;Lehrkraft für besondere Aufgaben (Spanisch und Portugiesisch)
rom3313;2008-01-31;kaST;bePR;spFR spIT spPT spES spWR;dzSW;W 2-Professur für Romanische Sprachwissenschaft
rom0710;2008-01-31;kaTA;beTA;spFR spIT spPT spES spWR spÜG;dzSW dzSP;CFP Arbeitstagung Romanisch-deutscher und Innerromanischer Sprachvergleich
rom0545;2008-01-31;kaST;beNW;spÜG;dzWT;Bibliotheksreferendare für den höheren Dienst an Bibliotheken in BW
rom1148;2008-02-01;kaTA;beTA;spFR;dzSW;CFP Sektion Syntax der Mündlichkeit in den französischen Varietäten außerhalb Frankreichs (Frankoromanistentag)
rom0261;2008-02-04;kaTA;beTA;spFR spES spÜG;dzLW dzSW dzMK;6e Congrès International du GRIMH: IMAGE et MANIPULATION
rom2109;2008-02-05;kaST;beWS;spFR spES;dzSW;Lehrkaft für besondere Aufgaben (Sprachwissenschaft Spanisch/Französisch)
rom3327;2008-02-05;kaST;bePR;spFR spES;dzSW;W 3-Professur für Romanische Philologie/Sprachwissenschaft
rom3412;2008-02-05;kaST;bePR;spFR spES;dzSW;W3-Professur für Romanische Philologie Sprachwissenschaft
rom3555;2008-02-07;kaST;beWS;spFR spIT spES;dzDK;Wiss. Mitarbeiterstelle im Bereich der Fachdidaktik Romanische Sprachen
rom3553;2008-02-07;kaST;beWS;spFR spIT;dzLW;Wiss. Mitarbeiterstelle für französische/italienische Literatur
rom3444;2008-02-07;kaTA;beTP;spFR;dzMK;Watteau et la fête galante : l’actualité de la recherche  
rom2295;2008-02-07;kaST;beNW;spES;dzSP;Lektorat für Wirtschaftsspanisch
rom0847;2008-02-07;kaWI;beAM;spÜG;dzSW;CfP für Linguistik-Online: beyond german – mehrsprachigkeit mal anders…
rom2655;2008-02-08;kaTA;beTP;spFR;dzLW dzMK;Pré-programme: L’ANNÉE 1925. L’esprit d’une époque
rom0178;2008-02-08;kaTA;beTP;spFR spÜG;dzLW dzSW;29. Jahrestagung der Gesellschaft für Kanada-Studien e.V. (GKS)
rom2201;2008-02-08;kaST;beNW;spIT;dzSP;Lehrkraft für besondere Aufgaben Italienisch
rom1380;2008-02-11;kaTA;beTP;spES;dzLW dzMK;Der spanische Bürgerkrieg in der DDR: Strategien intermedialer Erinnerungsbildung
rom0018;2008-02-13;kaWI;beAM;spFR spES spÜG;dzSW;1. Rundbrief des Coseriu-Archivs - Forschungsstelle Coseriu
rom2279;2008-02-14;kaST;beWS;spÜG;dzLW dzMK;Leiter/Leiterin der Nachwuchsgruppe Verehrung und Bewunderung
rom0025;2008-02-14;kaST;beSTI;spÜG;dzLW dzMK;10 Doktorandenstipendien am Graduiertenkolleg Automatismen
rom0130;2008-02-14;kaST;beSTI;spÜG;dzLW dzMK;2 Postdoktorandenstipendien am Graduiertenkolleg Automatismen
rom0144;2008-02-14;kaST;beSTI;spÜG;dzLW dzMK;2 Qualifizierungsstipendien am Graduiertenkolleg Automatismen
rom3360;2008-02-14;kaST;bePR;spÜG;dzMK;W2-Professur für Geschichte der Kulturtheorien
rom0315;2008-02-14;kaST;beWS;spÜG;dzWT;Akad. Mitarbeiterstelle für die Koordination der fachübergreifenden Lehre
rom3550;2008-02-14;kaST;beWS;spÜG;dzWT;Wiss. Mitarbeiterin/Wiss. Mitarbeiter (Programm-Manager)
rom1972;2008-02-17;kaTA;beTP;spFR;dzLW;La littérature française au croisement des cultures (3e Colloque international de l’ADIREL)
rom1697;2008-02-19;kaST;beNW;spFR;dzLW dzSW dzMK;Geschäftsführer(in) Frankreich-Zentrum (Mutterschutzvertretung)
rom2319;2008-02-19;kaST;beWS;spFR;dzSP;Lektor/in für Französisch mit geisteswissenschaftlichem Hochschulabschluss Teilzeitstelle (50%)
rom2320;2008-02-19;kaST;beWS;spFR;dzSP;Lektor/in für Französisch mit Hochschulabschluss in Rechtswissenschaften Teilzeitstelle (50%)
rom3564;2008-02-20;kaST;beWS;spFR spIT spES;dzSW;Wissenschaftliche MitarbeiterIn im Forschungs- und Lehrbetrieb
rom2758;2008-02-21;kaST;bePR;spFR spIT;dzLW;Professur (W3) für Romanische Philologie/Französische und italienische Literatur
rom0094;2008-02-21;kaTA;beTA;spES;dzLW dzSW dzMK dzSP dzDK;17. Deutscher Hispanistentag: CfP für die Sektionen
rom2336;2008-02-21;kaST;beNW;spÜG;dzSP dzWT;Lektorin / Lektor im Ausland
rom3389;2008-02-21;kaST;bePR;spFR spES;dzSW;W2 Universitätsprofessur Romanische Sprachwissenschaft
rom0066;2008-02-21;kaST;beSTI;spÜG;dzWT;12 PhD Grants Ruhr-University Research School
rom1961;2008-02-23;kaTA;beTP;spFR;dzDK;La formation des enseignants en contexte plurilingue - Identité hybridité mobilité
rom1870;2008-02-25;kaTA;beTP;spFR;dzLW;Journée d'étude sur les Posthumes de Henri Thomas
rom2348;2008-02-26;kaST;beNW;spFR;dzSP;Lektor/Lektorin für französische Sprache und Landeskunde
rom3304;2008-02-27;kaWI;beAM;spFR spIT spPT spES spWR;dzLW dzSW;VOX ROMANICA 66 2007 erschienen
rom2760;2008-02-28;kaST;bePR;spFR spÜG;dzLW;Professur (W3) im Fach Allgemeine und Vergleichende Literaturwissenschaft
rom2537;2008-02-28;kaWI;beSTU;spFR spES spWR;dzLW dzSW dzMK dzSP;Neuer Studiengang: »Romanische Kulturen: Sprache Literatur Geschichte«
rom3459;2008-02-28;kaST;beWS;spWR;dzLW dzSW dzSP;Wiss. Angestellte/Angestellter Rumänisch
rom2827;2008-02-28;kaST;beWS;spÜG;dzWT;Referentin/Referenten an der Stabsstelle Strategische Forschungsentwicklung
rom1586;2008-02-29;kaTA;beTA;spFR;dzLW;Figures de l’émigré russe en France au XIXe – XXe : fiction et réalité
rom0504;2008-02-29;kaWI;beAM;spFR;dzLW dzSW dzMK dzSP dzDK;Ausschreibung Dr. Meyer-Struckmann-Preis 2008: Forschungsleistungen Deutsch-Französische Beziehungen
rom3714;2008-03-01;kaWI;beAM;spFR spIT spPT spES spWR;dzSW dzDK;Zeitschrift für Romanische Sprachen und ihre Didaktik (21) soeben erschienen
rom2311;2008-03-03;kaST;beNW;spES;dzSP;Lektorenstelle Spanisch
rom1844;2008-03-10;kaST;beWS;spIT spES;dzLW dzMK;Italienische und spanische Literatur- und Landeswissenschaft 50%
rom1359;2008-03-10;kaST;beSTI;spFR;dzLW dzSW dzMK dzSP dzDK;DAAD-Programm Procope 2009 (Projektbezogener Personenaustausch)
rom1931;2008-03-10;kaST;beNW;spIT;dzWT;Kaufmännische Allroundkraft für das Deutschlandbüro eines toscanischen Weingutes
rom3344;2008-03-11;kaST;bePR;spFR spIT spPT spES spWR spÜG;dzLW dzMK;W2-Professor für europäisch-jüdische Literatur- und Kulturgeschichte
rom2465;2008-03-11;kaST;beWS;spFR spIT spPT spES spWR spÜG;dzLW dzMK dzDK;Mitarbeiterstelle Kultur- und Medienbildung: Theater / Literatur (50%)
rom0568;2008-03-11;kaWI;beAM;spFR spIT spPT spES spWR spÜG;dzLW dzSW dzMK;BMBF: Internationale Kollegs für Geisteswissenschaftliche Forschung 2. Runde
rom2464;2008-03-11;kaST;beWS;spFR spIT spPT spES spWR spÜG;dzMK dzDK;Mitarbeiterstelle Kultur- und Medienbildung: Film und digitale Medien (50%)
rom0443;2008-03-12;kaST;bePR;spIT;dzLW;Assistenzprofessur in Letteratura e civiltà italiana nella tradizione del moderno
rom2145;2008-03-12;kaST;beWS;spES;dzSW dzDK;Lehrkraft für besondere Aufgaben Fachlehrer/in für Spanische Sprachwissenschaft
rom2144;2008-03-12;kaST;beWS;spFR;dzSW dzDK;Lehrkraft für besondere Aufgaben Fachlehrer/in für Französische Sprachwissenschaft
rom2176;2008-03-14;kaST;beNW;spFR spIT spPT spES;dzLW dzSW dzDK;Lehrkraft für besondere Aufgaben für den Bereich Didaktik der Romanischen Sprachen
rom3034;2008-03-14;kaWI;beSTU;spÜG;dzMK dzWT;Summer School Menschen-Bilder / Images of Human Nature
rom3364;2008-03-14;kaST;bePR;spÜG;dzSW;W2-Professur für Phonetik
rom0549;2008-03-14;kaST;beWS;spPT spES;dzWT;Bibliotheksreferendar/in
rom0418;2008-03-15;kaWI;beAM;spFR;dzLW;Artikelausschreibung: Französischer roman noir des ausgehenden 18. Jahrhunderts
rom2842;2008-03-15;kaTA;beTA;spFR;dzLW dzMK;Rhétoriques du masque : les femmes écrivains et le travestissement textuel (1500-1940)
rom2925;2008-03-16;kaTA;beTP;spFR spIT spPT spES spWR spÜG;dzLW dzSW dzMK;SFB 619 Ritualdynamik: »Ritual  Dynamics and  the  Science  of  Ritual«
rom3552;2008-03-20;kaST;beWS;spFR;dzLW;Wiss. Mitarbeiterstelle Flaubertforschungsstelle
rom3393;2008-03-20;kaST;bePR;spFR spIT;dzLW;W3-Professur Französische und Italienische Literatur
rom0093;2008-03-20;kaST;beSTI;spÜG;dzLW dzMK;16 doctoral/PhD scholarships in transcultural studies
rom0316;2008-03-20;kaST;beNW;spÜG;dzLW dzSW;Akad. Mitarbeiterstelle Sprach-/Literaturwissenschaft
rom3479;2008-03-20;kaST;beWS;spFR spIT spPT spES spWR spÜG;dzSW;Wiss. Mitarbeiter/in: Dictionnaire Étymologique Roman (DÉRom) 50%
rom2284;2008-03-20;kaST;beWS;spÜG;dzSW dzSP dzDK;Leitung des Fremdsprachenzentrums
rom2879;2008-03-20;kaST;beWS;spÜG;dzWT;Sammelanzeige: Leitungsstellen im Rahmen des Zukunftskonzepts der FU Berlin
rom3556;2008-03-20;kaST;beWS;spÜG;dzWT;Wiss. Mitarbeiterstelle (Koordinatorin/Koordinator Graduiertenschule)
rom1016;2008-03-21;kaTA;beTA;spÜG;dzLW dzMK;CFP: Monster - forum junge wissenschaft IV
rom3546;2008-03-21;kaST;beWS;spÜG;dzMK;Wiss. Mitarbeiterin/Mitarbeiter Postdoc (Kulturwissenschaften / Kulturtheorie)
rom1939;2008-03-21;kaTA;beTA;spFR;dzSW;Kolloquium zur romanischen Namenkunde
rom2476;2008-03-24;kaWI;beAM;spES spÜG;dzLW;Nachruf auf Kurt Reichenberger
rom1334;2008-03-25;kaTA;beTA;spES spÜG;dzLW dzSW dzWT;Congreso Mundial de Traducción Especializada
rom3435;2008-03-25;kaST;bePR;spFR spES;dzSW;W3-Professur Romanische Philologie / Sprachwissenschaft
rom3127;2008-03-27;kaWI;beAM;spÜG;dzLW dzMK;Translation Studies. An International Peer-reviewed Journal
rom0239;2008-03-27;kaST;beWS;spÜG;dzLW dzSW dzMK dzWT;5 research positions Zukunftskolleg Konstanz
rom2890;2008-03-31;kaWI;beAM;spFR spIT spES;dzSW;Scuola estiva di Linguistica e filologia romanza in collaborazione tra la Société de Linguistique Romane e l’Istituto Italiano di Scienze Umane
rom1295;2008-03-31;kaWI;beBIB;spPT spES;dzWT;ciberaBlog - Fachwissenschaftliches Blog der Hispanistik
rom3554;2008-04-01;kaST;beWS;spPT spES;dzLW;Wiss. Mitarbeiterstelle Iberoromanistik/Lusitanistik Literaturwissenschaft
rom1500;2008-04-01;kaTA;beTA;spES spÜG;dzLW dzMK;E Pluribus Unum? — Ethnic Identities in Processes of Transnational Integration in the Americas / Identidades étnicas en procesos transnacionales de integración en las Américas
rom3190;2008-04-03;kaST;bePR;spPT spES;dzLW dzMK;Universitätsprofessur für Literaturen und Kulturen Lateinamerikas
rom0071;2008-04-03;kaST;beSTI;spÜG;dzLW dzSW dzMK;12 Promotionsstipendien / 3 Postdoktorandenstipendien im GK Schriftbildlichkeit
rom2344;2008-04-03;kaST;beWS;spES;dzSP;Lektorin/Lektor für Spanisch – Lehrkraft für besondere Aufgaben
rom2235;2008-04-03;kaST;beNW;spES;dzSP;Lehrkraft für besondere Aufgaben Spanisch/Deutsch
rom2175;2008-04-03;kaST;beNW;spFR spES;dzSP;Lehrkraft für besondere Aufgaben für das Fachgebiet Spanisch
rom0391;2008-04-06;kaTA;beTP;spFR;dzLW dzMK;Antisemitismus im Blick: Frankreich und Deutschland (Forum France et Monde Francophone)
rom1764;2008-04-09;kaWI;beAM;spPT spES;dzLW dzMK;IBEROAMERICANA. AMÉRICA LATINA – ESPAÑA – PORTUGAL
rom2657;2008-04-10;kaWI;beAM;spFR spIT spPT spES spWR;dzLW dzSW dzMK;Preis der Kurt-Ringger-Stiftung zur Förderung des romanistischen Nachwuchses
rom2226;2008-04-10;kaST;beNW;spES;dzSP;Lehrkraft für besondere Aufgaben (Spanisch)
rom1351;2008-04-10;kaST;beNW;spÜG;dzSP;DAAD-Lektorenstellen im Ausland
rom3335;2008-04-10;kaST;bePR;spFR spIT spPT spES spÜG;dzSW;W1-Juniorprofessur für Variationslinguistik und Sprachkontaktforschung (Germanistik evt. mit Zusatzgebiet Romanistik)
rom3048;2008-04-14;kaTA;beTP;spIT;dzLW dzMK;Tagung Imagination - Evokation - Bild
rom1879;2008-04-17;kaST;beSTI;spÜG;dzMK;Junior and Senior Research Fellowships (GCSC Gießen)
rom2919;2008-04-17;kaST;beSTI;spÜG;dzMK;Senior Teaching Fellowship (GCSC Gießen)
rom2602;2008-04-18;kaWI;beAM;spFR spIT spPT spES spÜG;dzLW dzSW dzMK;Philologie im Netz (PhiN) 44/2008
rom1497;2008-04-18;kaWI;beSTU;spFR spÜG;dzSW dzMK;Dreisprachiger Master-Studiengang Learning and Development in Multilingual and Multicultural Contexts
rom0057;2008-04-19;kaST;beSTI;spFR spIT spPT spES spWR spÜG;dzLW dzSW dzMK dzDK;10 Stellen für Doktorand(inn)en im Doktorandenkolleg Zeitkulturen 
rom1437;2008-04-19;kaST;beWS;spFR spIT spPT spES spWR spÜG;dzLW dzSW dzMK dzSP dzDK;Director of Studies
rom2705;2008-04-19;kaST;bePR;spFR spIT spPT spES spWR spÜG;dzMK;Professur für Empirische Medienforschung 
rom2487;2008-04-21;kaWI;beAM;spWR spÜG;dzLW dzSW;Nachruf Prof. Dr. Dr. h.c. Paul Miron (1926-2008)
rom0779;2008-04-22;kaTA;beTA;spFR spIT spPT spES spWR spÜG;dzLW;CfP: Den Rahmen sprengen - Anmerkungspraktiken in literarischen Texten II
rom1974;2008-04-26;kaTA;beTP;spES;dzLW;La novela picaresca española y sus proyecciones europeas - un género en debate
rom1744;2008-04-28;kaWI;beAM;spÜG;dzLW dzMK;HiN IX 16 (2008) ist online - Internationale Zeitschrift für Humboldt-Studien
rom3214;2008-04-29;kaTA;beSV;spFR;dzLW dzSW dzMK dzSP dzDK dzWT;Université européenne d'été pour doctorants La santé - valeurs enjeux techniques
rom1517;2008-04-30;kaTA;beTP;spES;dzLW dzMK;El exilio republicano español en América Latina: Historia cultural instituciones literarias medios
rom2945;2008-04-30;kaTA;beSV;spIT;dzLW dzMK;Sommerseminar: Kunst der Macht - Macht der Kunst. Musik Architektur und Literatur unter Urban VIII. (1568-1644)
rom1300;2008-04-30;kaWI;beMB;spFR spIT spPT spES spWR spÜG;dzLW dzSW dzMK dzSP dzDK;Clearingstelle für promovierte Romanisten
rom1629;2008-05-01;kaTA;beTP;spFR spIT spPT spES spWR spÜG;dzLW dzSW dzMK;Forum Junge Romanistik 2008: »Zeichen setzen - Konvention Kreativität Interpretation«
rom1249;2008-05-02;kaTA;beTA;spFR spIT spPT spES spWR spÜG;dzLW dzSW dzMK dzSP dzDK;CfP: Wege zur Bidirektionalität in den Kognitionswissenschaften
rom3225;2008-05-04;kaTA;beTA;spES spWR;dzLW dzMK;V Simposi Internacional de Literatura Autobiogràfica: Diaris i dietaris
rom1727;2008-05-06;kaTA;beTP;spFR spÜG;dzLW dzMK;Gründungskonferenz des Europäischen Netzwerks für Avantgarde und Moderne: Europa! Europa?
