id;datum;klasse;kategorie;sprachen;gebiete;titel
rom1394;20.12.2013;Tagungen;Tagungsausschreibung;Italienisch;Literaturwissenschaft Sprachwissenschaft Didaktik;Deutscher Italianistentag 2014: Relazioni e relativi - Genealogie famiglie parentele
rom1839;01.02.2012;Tagungen;Tagungsprogramm;Italienisch;Literaturwissenschaft Sprachwissenschaft Didaktik;Italianistentag 2012 (Hamburg): L'Italia unita e le unità d'Italia
rom0260;31.05.2013;Stellen;Stipendium;Italienisch;Literaturwissenschaft Sprachwissenschaft;6 Studienplätze im doppelten Masterstudium Dresden-Trento
rom3462;21.01.2009;Stellen;Wissenschaftliche Stelle;Italienisch;Literaturwissenschaft Sprachwissenschaft;Wiss. Hilfskraft mit Promotionsmöglichkeit (Sprach- od. Literaturwiss. ital.) in der Dokumentationsstelle Romanische Bibliographie (83 Stunden/Monat)
rom2892;18.03.2009;Tagungen;Sonstige Veranstaltung;Italienisch;Literaturwissenschaft Sprachwissenschaft;Seconda Scuola estiva di Linguistica e filologia romanza
rom1391;14.05.2013;Weitere Informationen;Allgemeine Mitteilung;Italienisch;Literaturwissenschaft Sprachwissenschaft;Deutsch-Italienischer Übersetzerpreis für Hartmut Köhler und Burkhart Kroeber
rom3119;11.11.2010;Tagungen;Tagungsprogramm;Italienisch;Literaturwissenschaft Sprachwissenschaft;Tradurre è - anche - scommettere. Oder die Übersetzung als Negoziazione
rom2396;08.04.2013;Stellen;Stipendium;Italienisch;Literaturwissenschaft Sprachwissenschaft;MA bursaries in Italian Studies
rom3616;01.02.2012;Stellen;Wissenschaftliche Stelle;Italienisch;Literaturwissenschaft Sprachwissenschaft;Wissenschaftliche/r Mitarbeiter/in Deonomasticon Italicum
rom1775;30.11.2012;Tagungen;Tagungsprogramm;Italienisch;Literaturwissenschaft Medien-/Kulturwissenschaft Weitere Teilbereiche;Il Convivio - der Florentiner Dante verbannt an den Höfen Italiens. Rekonstruktionen zu Dantes sozialhistorischem und dichterischem Umfeld
rom1712;30.06.2011;Tagungen;Tagungsprogramm;Italienisch;Literaturwissenschaft Medien-/Kulturwissenschaft Weitere Teilbereiche;Giornata Italiana. 150 Jahre Italien
rom0663;27.10.2010;Tagungen;Tagungsausschreibung;Italienisch;Literaturwissenschaft Medien-/Kulturwissenschaft Weitere Teilbereiche;CfP: 150 Years of United Italy
rom2579;26.10.2010;Tagungen;Tagungsprogramm;Italienisch;Literaturwissenschaft Medien-/Kulturwissenschaft Weitere Teilbereiche;Pasolini und die Aktualität des Politischen
rom1026;17.11.2011;Weitere Informationen;Allgemeine Mitteilung;Italienisch;Literaturwissenschaft Medien-/Kulturwissenschaft Weitere Teilbereiche;CfP: Neue Zeitschrift zu Leonardo Sciascia
rom1837;14.05.2012;Tagungen;Tagungsprogramm;Italienisch;Literaturwissenschaft Medien-/Kulturwissenschaft Weitere Teilbereiche;Italian Food: Fact & Fiction
rom0811;11.09.2012;Tagungen;Tagungsausschreibung;Italienisch;Literaturwissenschaft Medien-/Kulturwissenschaft Weitere Teilbereiche;CfP: Disputed Borders: Italian Texts of and About the Autonomous Northern Regions
rom1183;01.05.2011;Tagungen;Tagungsausschreibung;Italienisch;Literaturwissenschaft Medien-/Kulturwissenschaft Weitere Teilbereiche;CfP: Summer School Le dimensioni della storia Trento
rom1593;25.08.2010;Stellen;Wissenschaftliche Stelle;Italienisch;Literaturwissenschaft Medien-/Kulturwissenschaft Sprachpraxis;Fixed term part-time Associate Teaching Fellow in Italian for the academic year 2010-11
rom0432;23.09.2010;Stellen;Wissenschaftliche Stelle;Italienisch;Literaturwissenschaft Medien-/Kulturwissenschaft Sprachpraxis;Assistant Professor (PhD preferred): Italian Studies 
rom2048;21.12.2011;Stellen;Wissenschaftliche Stelle;Italienisch;Literaturwissenschaft Medien-/Kulturwissenschaft Sprachpraxis;Lecturer in Italian
rom2049;11.09.2012;Stellen;Wissenschaftliche Stelle;Italienisch;Literaturwissenschaft Medien-/Kulturwissenschaft Sprachpraxis;Lecturer in Italian
rom0311;30.05.2010;Weitere Informationen;Mittelbau;Italienisch;Literaturwissenschaft Medien-/Kulturwissenschaft;AHRC PhD fully funded Studentship: The Italian Academies 1525-1700: The First Intellectual Networks Of Early Modern Europe
rom2945;30.04.2008;Tagungen;Sonstige Veranstaltung;Italienisch;Literaturwissenschaft Medien-/Kulturwissenschaft;Sommerseminar: Kunst der Macht - Macht der Kunst. Musik Architektur und Literatur unter Urban VIII. (1568-1644)
rom1798;29.05.2009;Tagungen;Tagungsprogramm;Italienisch;Literaturwissenschaft Medien-/Kulturwissenschaft;Int. Workshop: Scribal Culture in Italy 1450 - 1650
rom2841;28.07.2010;Weitere Informationen;Allgemeine Mitteilung;Italienisch;Literaturwissenschaft Medien-/Kulturwissenschaft;Rezensionsangebote Modern Italy
rom2369;27.05.2013;Tagungen;Tagungsprogramm;Italienisch;Literaturwissenschaft Medien-/Kulturwissenschaft;Letteratura Italiana Letteratura Europea – Cultura Italiana Cultura Europea
rom1847;26.10.2012;Tagungen;Sonstige Veranstaltung;Italienisch;Literaturwissenschaft Medien-/Kulturwissenschaft;Italo Svevo: Ein Triestiner und die europäische Moderne
rom3138;24.05.2012;Stellen;Wissenschaftliche Stelle;Italienisch;Literaturwissenschaft Medien-/Kulturwissenschaft;Two Lectureships in Italian
rom2010;21.06.2011;Weitere Informationen;Allgemeine Mitteilung;Italienisch;Literaturwissenschaft Medien-/Kulturwissenschaft;Lecture/Discussion: Antonio Negri: Su 'Petrolio' di Pasolini
rom0861;21.01.2014;Tagungen;Tagungsausschreibung;Italienisch;Literaturwissenschaft Medien-/Kulturwissenschaft;CfP: Graduiertenworkshop „Italianistik im kulturwissenschaftlichen Kontext“
rom1202;19.08.2010;Tagungen;Tagungsausschreibung;Italienisch;Literaturwissenschaft Medien-/Kulturwissenschaft;CfP: The Postmodern Palimpsest: Narrating Contemporary Rome
rom3123;18.07.2012;Tagungen;Tagungsprogramm;Italienisch;Literaturwissenschaft Medien-/Kulturwissenschaft;Transkulturelle italophone Literatur - Letteratura italofona transculturale 
rom1286;15.11.2012;Stellen;Professur;Italienisch;Literaturwissenschaft Medien-/Kulturwissenschaft;Chair in Film Studies/Italian
rom0380;15.09.2009;Tagungen;Tagungsprogramm;Italienisch;Literaturwissenschaft Medien-/Kulturwissenschaft;Amor sacro e profano. Modelle und Modellierungen der Liebe in Literatur und Malerei der italienischen Renaissance
rom0917;15.05.2009;Tagungen;Tagungsausschreibung;Italienisch;Literaturwissenschaft Medien-/Kulturwissenschaft;CfP: Italy and the Emotions. Perspectives from the 18th Century to the Present Association for the Study of Modern Italy
rom2586;15.04.2013;Stellen;Stipendium;Italienisch;Literaturwissenschaft Medien-/Kulturwissenschaft;PhD fellowship Italian Studies
rom3048;14.04.2008;Tagungen;Tagungsprogramm;Italienisch;Literaturwissenschaft Medien-/Kulturwissenschaft;Tagung Imagination - Evokation - Bild
rom0435;13.03.2013;Stellen;Wissenschaftliche Stelle;Italienisch;Literaturwissenschaft Medien-/Kulturwissenschaft;Assistente-dottorando in Letteratura e civiltà italiana
rom1678;12.10.2009;Tagungen;Sonstige Veranstaltung;Italienisch;Literaturwissenschaft Medien-/Kulturwissenschaft;Futurismo al 100% – 100% Futurismus. Vortragsreihe - Ringvorlesung / Ciclo di conferenze
rom1061;12.10.2008;Tagungen;Tagungsausschreibung;Italienisch;Literaturwissenschaft Medien-/Kulturwissenschaft;CfP: Psychoanalysis and Italian Studies panel Society for Italian Studies Conference 2009
rom0310;12.08.2010;Stellen;Stipendium;Italienisch;Literaturwissenschaft Medien-/Kulturwissenschaft;AHRC PhD fully funded Studentship The Italian Academies 1525-1700: The First Intellectual Networks Of Early Modern Europe
rom3362;12.07.2012;Stellen;Professur;Italienisch;Literaturwissenschaft Medien-/Kulturwissenschaft;W2-Professur für Italienische Literatur- und Kulturwissenschaft
rom1842;12.06.2013;Tagungen;Tagungsprogramm;Italienisch;Literaturwissenschaft Medien-/Kulturwissenschaft;Italianistik im kulturwissenschaftlichen Kontext. Vierter Graduiertenworkshop
rom1841;12.06.2012;Tagungen;Tagungsausschreibung;Italienisch;Literaturwissenschaft Medien-/Kulturwissenschaft;Italianistik im kulturwissenschaftlichen Kontext. 3. Graduiertenworkshop
rom1806;12.03.2009;Tagungen;Sonstige Veranstaltung;Italienisch;Literaturwissenschaft Medien-/Kulturwissenschaft;Interkulturelle und interdisziplinäre Woche zu Italien
rom0963;11.10.2008;Tagungen;Tagungsausschreibung;Italienisch;Literaturwissenschaft Medien-/Kulturwissenschaft;CfP: Le specie del comico nella letteratura e nel cinema: il filone padano-emiliano
rom3288;11.01.2011;Tagungen;Tagungsprogramm;Italienisch;Literaturwissenschaft Medien-/Kulturwissenschaft;Vom Gattopardo zum Zauberberg. Gioacchino Lanza Tomasi. Literarischer und musikalischer Gast in München
rom0911;10.10.2011;Tagungen;Tagungsausschreibung;Italienisch;Literaturwissenschaft Medien-/Kulturwissenschaft;CfP: Italian Food: Fact and Fiction
rom2860;10.04.2011;Tagungen;Tagungsprogramm;Italienisch;Literaturwissenschaft Medien-/Kulturwissenschaft;Rom als Bewegungsraum. Das antike Rom in Karten und (Weg)Beschreibungen von 1400 bis 1600
rom3097;09.06.2011;Stellen;Wissenschaftliche Stelle;Italienisch;Literaturwissenschaft Medien-/Kulturwissenschaft;Temporary University Lectureship: Medieval Italian Studies
rom2456;07.07.2009;Tagungen;Tagungsprogramm;Italienisch;Literaturwissenschaft Medien-/Kulturwissenschaft;Metamorphosing Dante
rom3079;07.04.2011;Stellen;Wissenschaftliche Stelle;Italienisch;Literaturwissenschaft Medien-/Kulturwissenschaft;Teaching Fellow in Medieval and Renaissance Studies
rom3268;06.12.2013;Tagungen;Tagungsprogramm;Italienisch;Literaturwissenschaft Medien-/Kulturwissenschaft;VII CENTENARIO DI BOCCACCIO – «Umana cosa è aver compassione degli afflitti...»: raccontare consolare curare nella narrativa europea da Boccaccio al Seicento
rom0628;06.12.2012;Tagungen;Tagungsausschreibung;Italienisch;Literaturwissenschaft Medien-/Kulturwissenschaft;CfA: I Quaderni di Astolfo. Rivista elettronica dell'AIBA
rom2923;04.11.2013;Tagungen;Sonstige Veranstaltung;Italienisch;Literaturwissenschaft Medien-/Kulturwissenschaft;Settimana della lingua italiana nel mondo 2013 - Erlangen
rom2876;04.05.2012;Tagungen;Sonstige Veranstaltung;Italienisch;Literaturwissenschaft Medien-/Kulturwissenschaft;Ruth Tesmar: Dante - Ein Vermächtnis
rom3015;02.05.2013;Tagungen;Tagungsprogramm;Italienisch;Literaturwissenschaft Medien-/Kulturwissenschaft;Streit und Spiel. Venezianische Konfliktkulturen von der frühen Neuzeit bis heute / Conflitti culturali a Venezia dall'età moderna a oggi
rom0817;02.01.2012;Tagungen;Tagungsausschreibung;Italienisch;Literaturwissenschaft Medien-/Kulturwissenschaft;CfP: Elsa Morante and the Italian Arts (The Davy Carozza International Conference)
rom0893;01.04.2011;Tagungen;Tagungsausschreibung;Italienisch;Literaturwissenschaft Medien-/Kulturwissenschaft;CfP: Infanzia Violenza Esilio ed Immigrazione italiana. Italia Francia Germania – 1939-1979 / Enfance Violence Exil et Immigration italienne. Italie France Allemagne 1939-1979
rom0916;01.02.2013;Tagungen;Tagungsausschreibung;Italienisch;Literaturwissenschaft Medien-/Kulturwissenschaft;CfP: „Italianistik im kulturwissenschaftlichen Kontext“. Vierter Graduiertenworkshop 
rom3158;19.01.2011;Stellen;Wissenschaftliche Stelle;Italienisch;Literaturwissenschaft Didaktik;Universitätsassistent/in (italienische Literaturwissenschaft 100%)
rom3769;31.05.2009;Weitere Informationen;Allgemeine Mitteilung;Italienisch;Literaturwissenschaft;Zum Tode des Romanisten Professor Dr. Michelangelo Picone
rom1084;30.06.2009;Tagungen;Tagungsausschreibung;Italienisch;Literaturwissenschaft;CfP: Sammelband über Michelangelo Buonarroti
rom0377;29.09.2013;Weitere Informationen;Allgemeine Mitteilung;Italienisch;Literaturwissenschaft;altrelettere. Digital journal of Italian literature and gender studies
rom2050;29.07.2012;Stellen;Wissenschaftliche Stelle;Italienisch;Literaturwissenschaft;Lecturer in Italian and Comparative Literature
rom1708;28.10.2013;Tagungen;Tagungsprogramm;Italienisch;Literaturwissenschaft;Giornata Boccaccio
rom0749;28.09.2010;Tagungen;Tagungsausschreibung;Italienisch;Literaturwissenschaft;CfP: Conference on Italo Svevo 150th anniversary 2011 Oxford
rom1757;27.06.2012;Tagungen;Tagungsprogramm;Italienisch;Literaturwissenschaft;I. Giornata Petrarchesca
rom1855;26.07.2009;Tagungen;Tagungsprogramm;Italienisch;Literaturwissenschaft;Jahrestagung der Deutschen Dante-Gesellschaft: Die Farbe der Gedanken
rom2696;25.11.2010;Stellen;Professur;Italienisch;Literaturwissenschaft;Professore ordinario (100%) di Letteratura italiana
rom2350;24.10.2013;Tagungen;Tagungsprogramm;Italienisch;Literaturwissenschaft;Leopardi und die Europäische Romantik - Jahrestagung der Deutschen Leopardi-Gesellschaft in Jena
rom0290;23.07.2008;Tagungen;Tagungsprogramm;Italienisch;Literaturwissenschaft;85. Jahrestagung der Deutschen Dante-Gesellschaft: Die Sprache der Engel. Dante und die Musik
rom1707;23.05.2013;Tagungen;Tagungsausschreibung;Italienisch;Literaturwissenschaft;«Già troppe volte esuli» Letteratura di frontiera e di esilio
rom0849;23.04.2009;Tagungen;Tagungsausschreibung;Italienisch;Literaturwissenschaft;CfP: Futurisms: precursors protagonists legacies
rom2407;22.08.2012;Tagungen;Tagungsprogramm;Italienisch;Literaturwissenschaft; Marco Praloran (1955-2011). Lo stile di uno studioso
rom2365;21.11.2010;Weitere Informationen;Allgemeine Mitteilung;Italienisch;Literaturwissenschaft;Lesung mit Erri De Luca in Erlangen
rom1689;21.07.2012;Tagungen;Tagungsprogramm;Italienisch;Literaturwissenschaft;GEIST UND GELD. 89. Jahrestagung der Deutschen Dante-Gesellschaft (Konstanz 2012)
rom1525;19.02.2014;Tagungen;Tagungsausschreibung;Italienisch;Literaturwissenschaft;Epistolari italiani e latini dal Due al Seicento: modelli temi esperienze ecdotiche
rom0701;18.10.2009;Tagungen;Tagungsausschreibung;Italienisch;Literaturwissenschaft;CfP: Alberto Moravia e l'America
rom2638;17.05.2012;Stellen;Wissenschaftliche Stelle;Italienisch;Literaturwissenschaft;Postdoctoral Research Associate in Italian Studies
rom1846;17.01.2012;Tagungen;Tagungsprogramm;Italienisch;Literaturwissenschaft;Italo Svevo e le scienze: vita/tempo - Italo Svevo und die Wissenschaften: Leben(s)Zeit
rom3285;16.12.2009;Weitere Informationen;Studium;Italienisch;Literaturwissenschaft;Vokabulare ital.-dt. zu moderner italienischer Literatur
rom1778;16.01.2012;Tagungen;Tagungsprogramm;Italienisch;Literaturwissenschaft;Im Zeichen Dantes - Nel segno di Dante. Dante-Studientag an der Goethe-Universität Frankfurt
rom1774;15.10.2012;Tagungen;Tagungsprogramm;Italienisch;Literaturwissenschaft;Il Convivio - der Florentiner Dante verbannt an den Höfen Italiens. Rekonstruktionen zu Dantes sozialhistorischem und dichterischem Umfeld 
rom0590;15.10.2008;Weitere Informationen;Allgemeine Mitteilung;Italienisch;Literaturwissenschaft;CALL FOR CONTRIBUTIONS: Dialoghi sulla poesia a venire
rom0390;14.11.2011;Tagungen;Tagungsprogramm;Italienisch;Literaturwissenschaft;Antiklassizistische Tendenzen im Cinquecento
rom0885;14.11.2010;Tagungen;Tagungsausschreibung;Italienisch;Literaturwissenschaft;CfP: Il giallo e il nero. Riflessi dell’antise­mi­ti­smo nella lette­ratura ebraica moderna (ICOJIL 5)
rom2198;13.12.2011;Stellen;Nichtwissenschaftliche Stelle;Italienisch;Literaturwissenschaft;Lehrkraft für besondere Aufgaben (ital. Literaturwissenschaft)
rom1368;13.11.2011;Tagungen;Tagungsprogramm;Italienisch;Literaturwissenschaft;Dantes « Convivio » zwischen Kommentar und Hermeneutik. Traditionen und Kontexte
rom3045;13.10.2008;Tagungen;Tagungsprogramm;Italienisch;Literaturwissenschaft;Tag der Italienischen Literatur: Campagna amara: zur Kehrseite ländlicher Idylle
rom1714;13.05.2013;Tagungen;Tagungsprogramm;Italienisch;Literaturwissenschaft; Giovanni Boccaccio: tradizione interpretazione e fortuna. In ricordo di Vittore Branca
rom1544;13.04.2013;Tagungen;Tagungsprogramm;Italienisch;Literaturwissenschaft;Erzählte Lebenskunst - 700 Jahre Boccaccio
rom0532;12.06.2013;Tagungen;Sonstige Veranstaltung;Italienisch;Literaturwissenschaft;Begegnung mit der italienischen Schriftstellerin Dacia Maraini
rom3302;12.04.2010;Tagungen;Sonstige Veranstaltung;Italienisch;Literaturwissenschaft;Vortragsreihe zu Giorgio Bassani
rom0443;12.03.2008;Stellen;Professur;Italienisch;Literaturwissenschaft;Assistenzprofessur in Letteratura e civiltà italiana nella tradizione del moderno
rom1371;11.07.2011;Tagungen;Tagungsprogramm;Italienisch;Literaturwissenschaft;Das Maß des Schönen. Dante und die Dantezeit - 88. Jahrestagung der Deutschen Dantegesellschaft
rom3297;09.12.2013;Tagungen;Sonstige Veranstaltung;Italienisch;Literaturwissenschaft;Vortrag: Il titolo della „Commedia“ di Dante e L’Epistola a Cangrande: vecchhie e nuove ipotesi
rom0433;09.09.2013;Stellen;Professur;Italienisch;Literaturwissenschaft;Assistant Professor (Tenure Track) in Italian Medieval Literature-  Italian Department - University of Toronto (Canada).
rom1218;08.03.2013;Tagungen;Tagungsausschreibung;Italienisch;Literaturwissenschaft;CfP: «Umana cosa è aver compassione degli afflitti...»:  raccontare consolare curare nella narrativa europea da Boccaccio al Seicento
rom2851;08.03.2012;Disziplinen;Literaturwissenschaft;Italienisch;Literaturwissenschaft;Ringvorlesung: Geschichte des italienischen Theaters (16.-19. Jahrhundert)
rom3042;07.11.2011;Tagungen;Tagungsprogramm;Italienisch;Literaturwissenschaft;Symposium zum 75. Todestag von Luigi Pirandello: Pirandello e la traduzione culturale
rom1674;07.10.2009;Weitere Informationen;Studium;Italienisch;Literaturwissenschaft;Fünf Studienplätze im Promotionsprogramm Bonn Florenz/Dottorato Internazionale in Germanistica Firenze Bonn
rom2380;07.06.2011;Tagungen;Tagungsprogramm;Italienisch;Literaturwissenschaft;L'io fra autenticità e messinscena. Il problema del soggetto lirico dal moderno al postmoderno  „Authentisches“ oder „inszeniertes“ Ich? Das Problem des lyrischen Subjekts von der Moderne bis zur Postmoderne
rom0848;07.06.2009;Tagungen;Tagungsausschreibung;Italienisch;Literaturwissenschaft;CfP: Futurismo: Impact and Legacy
rom2055;07.04.2011;Stellen;Wissenschaftliche Stelle;Italienisch;Literaturwissenschaft;Lecturer in Modern and Contemporary Italian Literature
rom3100;06.10.2011;Stellen;Professur;Italienisch;Literaturwissenschaft;Tenure-track Assistant Professor Position in Italian Studies (Montréal)
rom1969;06.06.2011;Tagungen;Tagungsprogramm;Italienisch;Literaturwissenschaft;La lirica moderna. Momenti protagonisti interpreti
rom2901;05.04.2013;Tagungen;Tagungsprogramm;Italienisch;Literaturwissenschaft;Semiotik Pragmatik und Ästhetik an der Schnittstelle von Musik und Dichtung
rom2754;02.04.2009;Stellen;Professur;Italienisch;Literaturwissenschaft;Professur (W3) für Italienische Philologie (Lehrstuhl) - Nachfolge Prof. Dr. Gerhard Regn
rom2692;01.12.2011;Stellen;Professur;Italienisch;Literaturwissenschaft;Professor of Italian
